schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	donor_celltype_qc_sha256	pseudobulk_bundle_sha256	pseudobulk_samples_sha256	contrast_manifest_sha256	model_method	manifest_rows	eligible_contrasts	completed_contrasts	ineligible_contrasts	failed_contrasts	significant_fdr_005	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_fraction_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mito_fraction:excitatory_set1	data/processed/Excitatory_neurons_set1.rds	scripts/09_run_mito_fraction_models.R	0ff3cbb6abc5eedc9dd6ce7b4db1cfd6c83c3c64e817ef58c13db47e5afcced1	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	f63ec1ba3b6518ccb32f52a864c9b96221465b12f27c0cbcf522f1612942378a	f5f82c3c80b0bf60bc1dab5cfad621f31ff23b89a95abe46e9033e28295130cf	4d9115eaef19f1356e8c1ad12d37da8256c3a6d87af24a75f13c5f23a367a75b	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	donor_level_quasibinomial_logit	14	14	14	0	0	0	1.20630645751953	10.7198431491852	validated_complete		a2a5000293687493d6bddf0f11759ba0b1c50473	2026-07-14 01:32:24 UTC
