schema_version	execution_stage	rds_id	source_rds	method_branch	cell_type_high_resolution	contrast_id	contrast_family	contrast_name	ranking_method	pathway	hierarchy	gene_set_source	gene_set_source_sha256	pathway_table_sha256	background_sha256	background_genes	pathway_genes_frozen	pathway_genes_tested	rank_mean_pathway	rank_mean_complement	rank_mean_difference	direction	rank_p_value	rank_fdr_bh_within_branch_contrast	significant_background_genes	significant_pathway_genes	ora_odds_ratio	ora_p_value	ora_fdr_bh_within_branch_contrast	terminal_status	message
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Mitochondrial central dogma	Mitochondrial central dogma	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	231	215	-0.0279718057555139	-0.0577545897575606	0.0297827840020467	up_in_AD_or_positive_effect	0.278534186508065	0.752130423343996	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA maintenance	Mitochondrial central dogma > mtDNA maintenance	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	31	31	0.086024193354676	-0.0576485148524556	0.143672708207132	up_in_AD_or_positive_effect	0.254517806964051	0.752130423343996	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA replication	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	14	14	-0.0487755203614865	-0.0574127474797946	0.0086372271183081	up_in_AD_or_positive_effect	0.898327093299493	0.972867558507422	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA nucleoid	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	11	11	-0.254924794344198	-0.057287873864334	-0.197636920479864	down_in_AD_or_negative_effect	0.396153243449578	0.76450625928866	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA repair	Mitochondrial central dogma > mtDNA maintenance > mtDNA repair	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	9	9	0.31894596420871	-0.0575905637586089	0.376536527967318	up_in_AD_or_positive_effect	0.142144002722046	0.601378473054811	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA modifications	Mitochondrial central dogma > mtDNA maintenance > mtDNA modifications	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	1	1	NA	NA	NA	NA	NA	NA	4	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtDNA stability and decay	Mitochondrial central dogma > mtDNA maintenance > mtDNA stability and decay	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	3	3	NA	NA	NA	NA	NA	NA	4	0	NA	NA	NA	ineligible	fewer_than_5_tested_genes_in_pathway_or_complement
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtRNA metabolism	Mitochondrial central dogma > mtRNA metabolism	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	76	70	-0.232262912742876	-0.0567376091387376	-0.175525303604138	down_in_AD_or_negative_effect	0.103529139413939	0.562176277551534	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	Transcription	Mitochondrial central dogma > mtRNA metabolism > Transcription	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	8	6	-0.751281476541491	-0.057179559282863	-0.694101917258628	down_in_AD_or_negative_effect	0.0454452834420783	0.357070084187758	4	0	0	1	1	validated_complete	
mito_pathway_results_v1	minerva_production	opcs	data/processed/OPCs.rds	pseudobulk	OPC	opcs::OPC::AD_vs_NCI__Female__e2	AD_vs_NCI	AD_vs_NCI__Female__e2	signed_sqrt_edgeR_QLF	mtRNA granules	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules	Human_MitoCarta3.0_MitoPathways	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	2f9c2cf0260b59ec20090dc3551475d4e853890465d3f27fef5e634d5c5b6410	06a3f9c885387a912fd6b6b40333e62a8142bff6df02073266dd9d0824e65460	18378	28	26	-0.295739582570394	-0.0570685114896021	-0.238671071080792	down_in_AD_or_negative_effect	0.1330826040487	0.601378473054811	4	0	0	1	1	validated_complete	
