schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	donor_celltype_qc_sha256	pseudobulk_bundle_sha256	pseudobulk_samples_sha256	contrast_manifest_sha256	model_method	manifest_rows	eligible_contrasts	completed_contrasts	ineligible_contrasts	failed_contrasts	significant_fdr_005	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_fraction_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mito_fraction:astrocytes	data/processed/Astrocytes.rds	scripts/09_run_mito_fraction_models.R	0ff3cbb6abc5eedc9dd6ce7b4db1cfd6c83c3c64e817ef58c13db47e5afcced1	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	b6be2c482a2f0ac04dd1b67e67296f9cb1665609075fa11ee202190fc9254fe0	072e797500cd4b2444afbe9fcaa8f2b54461e8a45f60587a45652b72cc61025d	3269c35735306b624e45091cb5d14344d1633795ea0d1ee647c9d7e26383e33d	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	donor_level_quasibinomial_logit	42	32	32	10	0	0	1.2062873840332	11.9364359378815	validated_complete		a2a5000293687493d6bddf0f11759ba0b1c50473	2026-07-14 01:32:08 UTC
