schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	donor_celltype_qc_sha256	pseudobulk_bundle_sha256	pseudobulk_samples_sha256	contrast_manifest_sha256	model_method	manifest_rows	eligible_contrasts	completed_contrasts	ineligible_contrasts	failed_contrasts	significant_fdr_005	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_fraction_status_v1	minerva_production	2	direct	minerva_production_192gb_001	mito_fraction:immune	data/processed/Immune_cells.rds	scripts/09_run_mito_fraction_models.R	0ff3cbb6abc5eedc9dd6ce7b4db1cfd6c83c3c64e817ef58c13db47e5afcced1	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	a4eea246ed8c25bdd55e08bc165afefd2348389b4b09430cc4997f8831072bcd	28185fe58580d85e9f4b12e5466c63bd9b62e173bf5ba8a2d0883c187402869d	df39a2e64119000443a48ec0cdaa9e84800538409dbcb0c6209c471f4d090756	f0b0304d4458abaf5866b778729e27dcd99dc5e7396db83a6465d505a2d0721b	donor_level_quasibinomial_logit	70	15	15	55	0	0	1.20611572265625	10.8253066539764	validated_complete		a2a5000293687493d6bddf0f11759ba0b1c50473	2026-07-14 01:33:15 UTC
