schema_version	rds_id	cell_type_high_resolution	nuclei	mad_threshold	log1p_nCount_RNA_median	log1p_nCount_RNA_mad	log1p_nFeature_RNA_median	log1p_nFeature_RNA_mad	percent_mt_median	percent_mt_mad	percent_mitocarta_median	percent_mitocarta_mad
mito_qc_thresholds_v1	vasculature	End	6514	5	7.80363918024547	0.820274950508113	7.3038432252777	0.590335043550155	0.789025380681931	0.812592962686904	4.79880902631358	1.42018271575313
mito_qc_thresholds_v1	vasculature	Fib FLRT2	3728	5	7.77904864492556	0.900320789532968	7.3102158221796	0.658712117328702	0.756180668166077	0.79601080131332	5.19679193213052	1.09955037719567
mito_qc_thresholds_v1	vasculature	Fib SLC4A4	819	5	7.87054784450771	1.08009080860683	7.26961674960817	0.75590393298464	0.451807228915663	0.539300527616778	4.06756290934161	1.09073536298916
mito_qc_thresholds_v1	vasculature	Per	5308	5	7.95103100709648	0.724157312586911	7.39541457758227	0.500218791880222	1.37999302339998	1.28551994293565	5.67941011553607	1.54775939123083
mito_qc_thresholds_v1	vasculature	SMC	1605	5	7.30114780585603	0.95541899221527	6.88959130835447	0.76795634906038	3.51020408163265	3.0212592462752	8.48861283643892	3.916019582026
