schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	opcs	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	opcs	source_nucleus_count	TRUE	90502	90502
mito_qc_checks_v1	opcs	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	opcs	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	opcs	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	opcs	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	opcs	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	opcs	cell_output_complete	TRUE	90502	90502
mito_qc_checks_v1	opcs	analytic_cohort_donor_count	TRUE	276	276
mito_qc_checks_v1	opcs	analytic_cells_present	TRUE	61883	>0
mito_qc_checks_v1	opcs	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	opcs	percent_mt_finite	TRUE	61883	61883
mito_qc_checks_v1	opcs	percent_mt_range	TRUE	0;13.1630648330059	0..100
mito_qc_checks_v1	opcs	percent_mitocarta_finite	TRUE	61883	61883
mito_qc_checks_v1	opcs	percent_mitocarta_range	TRUE	1.79591836734694;16.8958742632613	0..100
mito_qc_checks_v1	opcs	mtdna_signal_not_all_zero	TRUE	2732917	>0
mito_qc_checks_v1	opcs	donor_summary_cell_conservation	TRUE	61883	61883
mito_qc_checks_v1	opcs	all_study_groups_reported	TRUE	12	12
mito_qc_checks_v1	opcs	donor_concentration_reported	TRUE	1	1
mito_qc_checks_v1	opcs	source_rds_unchanged	TRUE	29f479c26992af4d0b9b1f1e4af090abab72ba567e7b9731b54eb93213101ab0	29f479c26992af4d0b9b1f1e4af090abab72ba567e7b9731b54eb93213101ab0
