schema_version	rds_id	cell_type_high_resolution	nuclei	mad_threshold	log1p_nCount_RNA_median	log1p_nCount_RNA_mad	log1p_nFeature_RNA_median	log1p_nFeature_RNA_mad	percent_mt_median	percent_mt_mad	percent_mitocarta_median	percent_mitocarta_mad
mito_qc_thresholds_v1	astrocytes	Ast CHI3L1	24252	5	8.73472100394481	0.631355222564784	7.93002631821359	0.390422128744738	0.323997592641499	0.333445653059254	4.91935483870968	0.665776055625643
mito_qc_thresholds_v1	astrocytes	Ast DPP10	32779	5	8.24249315318763	0.899330875660072	7.61283103040736	0.606991097575424	0.242502627111794	0.259320026473906	4.82456140350877	0.707467159100698
mito_qc_thresholds_v1	astrocytes	Ast GRM3	92527	5	8.5179928715868	0.760369080241536	7.80261806344267	0.482403928827382	0.471521592695158	0.496335496621735	5.15862068965517	0.854623795888809
