schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	cohort_sha256	mt_annotation_sha256	mitocarta_annotation_sha256	source_nuclei	analytic_nuclei	analytic_donors	fine_cell_types	robust_flagged_nuclei	zero_mt_nuclei	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_qc_status_v1	2	direct	minerva_production_192gb_001	qc:inhibitory	data/processed/Inhibitory_neurons.rds	18ad23210bfb6e20d3d1320f215453baa55aeec465b0cebab54690b6ab685b18	scripts/04_mito_qc.R	1b19ddcd409e9e09819d67587a18462cccb4def7de0e8c23b7c20d1a1efddaac	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	bf7646ed765aa4b35cab9a7b28b3047844f2ef8ec08bc157c1fbc4ad99406c87	b2324a66b4f07a0dff2356e76e06fc6d27afa495be293ddfaba2d958281cb97f	4f8dd63d012cbd045f4f5ec21c1f6fa3e21fa0b538fd421bbbd91ff0c6a6b1c9	2efe562b5ee3475edbec260e89365982289e0c1999bdbf0f7644ee3388158160	329699	226971	275	25	2167	854	54.5935401916504	256.981491327286	validated_complete		516003586da8181aaea4b041214ce609f724f690	2026-07-12 02:32:07 UTC
