schema_version	rds_id	cell_type_high_resolution	donors	nuclei	total_mt_counts	top_mt_donor	top1_mt_count_fraction	top3_mt_count_fraction	top1_nuclei_fraction	top1_warning	top3_warning
mito_donor_concentration_v1	excitatory_set3	Exc L5 ET	254	2307	1784931	20207013	0.0365420287955109	0.0811667229713642	0.0372778500216732	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L5-6 RORB LINC02196	273	15511	7248728	12365619	0.017288688442993	0.0475237862422207	0.0145058345690155	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L5/6 IT Car3	272	12686	6884093	76733461	0.0239286424515183	0.0521075180129031	0.0189184928267381	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L5/6 NP	269	11740	3754059	10202345	0.0143364821916757	0.0411527895539202	0.015587734241908	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L6 CT	271	16007	5247458	76733461	0.0192348371344754	0.0466031362232914	0.0158680577247454	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L6 THEMIS NFIA	272	46394	26934165	76733461	0.0217905028798925	0.0471166267823784	0.017243609087382	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc L6b	272	17502	8912912	76733461	0.0155735858269441	0.0438818424326415	0.0290252542566564	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc NRGN	274	30685	4897056	78452313	0.0971222301725772	0.174469722216777	0.093954700993971	FALSE	FALSE
mito_donor_concentration_v1	excitatory_set3	Exc RELN CHD7	267	52647	4887750	15144878	0.19380655720935	0.409091504270881	0.119247060611241	FALSE	FALSE
