schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	immune	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	immune	source_nucleus_count	TRUE	83889	83889
mito_qc_checks_v1	immune	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	immune	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	immune	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	immune	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	immune	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	immune	cell_output_complete	TRUE	83889	83889
mito_qc_checks_v1	immune	analytic_cohort_donor_count	TRUE	276	276
mito_qc_checks_v1	immune	analytic_cells_present	TRUE	55905	>0
mito_qc_checks_v1	immune	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	immune	percent_mt_finite	TRUE	55905	55905
mito_qc_checks_v1	immune	percent_mt_range	TRUE	0;9.99595305544314	0..100
mito_qc_checks_v1	immune	percent_mitocarta_finite	TRUE	55905	55905
mito_qc_checks_v1	immune	percent_mitocarta_range	TRUE	2.00573065902579;16.4324324324324	0..100
mito_qc_checks_v1	immune	mtdna_signal_not_all_zero	TRUE	1476472	>0
mito_qc_checks_v1	immune	donor_summary_cell_conservation	TRUE	55905	55905
mito_qc_checks_v1	immune	all_study_groups_reported	TRUE	60	60
mito_qc_checks_v1	immune	donor_concentration_reported	TRUE	5	5
mito_qc_checks_v1	immune	source_rds_unchanged	TRUE	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb
