schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	zero_mt_nuclei	zero_mt_fraction	median_percent_mt	q25_percent_mt	q75_percent_mt	median_percent_mitocarta	robust_flagged_nuclei	robust_flagged_fraction	group_has_nuclei
mito_group_missingness_v1	opcs	OPC	Female	e2	AD	1325	8	4	0.0030188679245283	0.587947084762371	0.311804008908686	1.0062893081761	4.4115292233787	26	0.019622641509434	TRUE
mito_group_missingness_v1	opcs	OPC	Female	e2	NCI	3748	17	37	0.00987193169690502	0.556936896917101	0.271264761374626	1.04043374668837	4.31264013724199	122	0.0325506937033084	TRUE
mito_group_missingness_v1	opcs	OPC	Female	e33	AD	8923	37	86	0.00963801412081139	0.561447286338116	0.281702540270233	1.02424347699803	4.32655557254242	267	0.0299226717471702	TRUE
mito_group_missingness_v1	opcs	OPC	Female	e33	NCI	10650	45	148	0.0138967136150235	0.429561526833405	0.191077884215722	0.818870140396755	4.11121608489267	261	0.0245070422535211	TRUE
mito_group_missingness_v1	opcs	OPC	Female	e4	AD	5248	26	39	0.00743140243902439	0.540120123165489	0.257939708827911	1.03806228373702	4.20130280786615	255	0.0485899390243902	TRUE
mito_group_missingness_v1	opcs	OPC	Female	e4	NCI	2760	11	9	0.00326086956521739	0.408806212210693	0.198636421864035	0.79113347643472	4.04841368711075	100	0.036231884057971	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e2	AD	1320	7	12	0.00909090909090909	0.420268027898787	0.202992926016853	0.812625348768092	4.15027679440976	23	0.0174242424242424	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e2	NCI	1404	6	28	0.0199430199430199	0.788510341327243	0.359010081634228	1.51630284609008	4.54545454545455	116	0.0826210826210826	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e33	AD	4876	29	41	0.00840853158326497	0.505902192242833	0.227887027602858	1.01971062796497	4.13811107183668	191	0.0391714520098441	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e33	NCI	14431	53	147	0.0101864042685885	0.432192500876066	0.199198482257688	0.854043508524259	4.15151870528908	374	0.0259164299078373	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e4	AD	5115	27	48	0.0093841642228739	0.536464002487949	0.251579065086664	1.05878648004118	4.30072225869993	220	0.043010752688172	TRUE
mito_group_missingness_v1	opcs	OPC	Male	e4	NCI	2083	10	82	0.0393662986077772	0.437201907790143	0.173612041388253	0.943079574095809	4.23005993545413	55	0.0264042246759482	TRUE
