schema_version	rds_id	cell_type_high_resolution	nuclei	mad_threshold	log1p_nCount_RNA_median	log1p_nCount_RNA_mad	log1p_nFeature_RNA_median	log1p_nFeature_RNA_mad	percent_mt_median	percent_mt_mad	percent_mitocarta_median	percent_mitocarta_mad
mito_qc_thresholds_v1	opcs	OPC	90502	5	8.73439915006369	0.700581026705752	7.93343838762749	0.417155665304219	0.496616007770493	0.468906878693121	4.2091287883238	0.75327860781691
