schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	zero_mt_nuclei	zero_mt_fraction	median_percent_mt	q25_percent_mt	q75_percent_mt	median_percent_mitocarta	robust_flagged_nuclei	robust_flagged_fraction	group_has_nuclei
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e2	AD	132	8	0	0	3.15119455867889	1.7913553504392	4.98936859580881	7.05299801994438	4	0.0303030303030303	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e2	NCI	451	15	0	0	2.50702984720669	1.19648475578998	4.1728424593911	6.4961195745904	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e33	AD	939	36	0	0	2.27772744920409	1.0957937946509	4.02554023997557	5.93032495504161	12	0.012779552715655	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e33	NCI	1309	45	10	0.00763941940412529	1.77170678928861	0.698856416772554	3.33502001012006	5.62851782363977	11	0.00840336134453781	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e4	AD	605	24	1	0.00165289256198347	2.18215229125991	0.999149659863946	3.73349339735894	5.86953561214762	7	0.0115702479338843	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Female	e4	NCI	329	11	0	0	2.59143360062586	1.1918492887351	4.41145281018028	6.45986568596098	3	0.00911854103343465	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e2	AD	155	7	0	0	1.77041690462593	0.838563166043286	2.76852948301531	5.5110039192041	1	0.00645161290322581	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e2	NCI	106	5	1	0.00943396226415094	1.44978839638215	0.629260163522405	3.08130018738505	5.6190169075711	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e33	AD	712	27	3	0.00421348314606742	2.04989051563539	0.809796616588361	3.75038460477845	6.00002322597128	9	0.0126404494382022	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e33	NCI	1792	51	9	0.00502232142857143	1.8052979640369	0.724610008744513	3.25286947443079	5.76679241729646	15	0.00837053571428571	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e4	AD	683	26	1	0.00146412884333821	2.17826901945576	0.995987916274677	3.91990412445362	5.98874116660678	9	0.0131771595900439	TRUE
mito_group_missingness_v1	inhibitory	Inh ALCAM TRPM3	Male	e4	NCI	270	10	4	0.0148148148148148	2.35735317786992	0.986095637160078	4.27346533851636	6.49376891470587	1	0.0037037037037037	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e2	AD	142	8	0	0	4.60186498164742	2.66634974951627	7.33978914664405	8.26772344854206	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e2	NCI	967	16	3	0.0031023784901758	2.78258926076996	1.22667138856765	4.91795160433626	6.56571631373477	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e33	AD	1801	35	8	0.00444197667962243	2.53640206669798	0.900900900900901	5.39958663451602	6.10436025732666	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e33	NCI	3417	45	33	0.009657594381036	2.33545647558386	0.923432089265102	4.63182897862233	6.02434928631402	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e4	AD	1105	26	3	0.00271493212669683	3.34432406971267	1.54208609980724	5.78778135048232	6.81676047529706	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Female	e4	NCI	666	11	1	0.0015015015015015	2.33344357604136	0.915575768942236	5.08552467597208	6.05436709683173	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e2	AD	342	7	0	0	2.49951806867473	1.140459415657	5.17305799317235	6.24462076299698	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e2	NCI	322	6	5	0.015527950310559	2.35063754390999	0.873113206637114	4.3207871252007	6.16044439520788	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e33	AD	1592	26	4	0.00251256281407035	1.8533958856338	0.801188198850596	3.89688855273851	5.61005357110523	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e33	NCI	5009	51	16	0.00319425034937113	1.95620437956204	0.809061488673139	4.09233326939063	5.78195750609544	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e4	AD	1387	27	9	0.00648882480173035	2.41371322677786	0.982319956255562	4.92923401630959	6.04597257098706	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh CUX2 MSR1	Male	e4	NCI	534	10	2	0.00374531835205993	2.54370596624737	0.898050439227169	4.84062465514106	6.31884478931098	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e2	AD	119	8	0	0	4.11636440993458	2.16855837525071	6.13360679443376	8.16737525173417	3	0.0252100840336134	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e2	NCI	524	16	0	0	2.99756887345961	1.66253519754602	5.24055955151259	6.8226077809186	3	0.00572519083969466	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e33	AD	1059	35	1	0.000944287063267233	2.70438943207822	1.37125988346391	4.74560102660418	6.28419037199125	5	0.00472143531633617	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e33	NCI	1545	45	6	0.00388349514563107	2.13371266002845	0.923248053392658	3.89029841730095	5.71803007311353	9	0.0058252427184466	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e4	AD	552	24	2	0.0036231884057971	2.96174463937622	1.38717365645879	5.28810790957548	6.32226606000827	5	0.00905797101449275	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Female	e4	NCI	423	11	0	0	2.73263804672973	1.61063031203784	4.82788404290111	6.44816530103313	4	0.00945626477541371	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e2	AD	196	7	0	0	2.28460346034603	1.36794468229816	3.41089085445622	6.08087248391121	2	0.0102040816326531	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e2	NCI	198	6	0	0	3.25813079907284	1.90042040853845	5.31239075006148	6.81042375683201	3	0.0151515151515152	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e33	AD	700	27	2	0.00285714285714286	2.01706952199061	0.989710152533176	4.06472633611792	5.61161470085384	4	0.00571428571428571	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e33	NCI	2076	52	4	0.00192678227360308	1.93871574918406	0.893939232416853	3.41062596999204	5.56493243577959	12	0.00578034682080925	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e4	AD	711	25	0	0	2.55047821466525	1.36539671248833	4.30331646826679	5.98082559236998	2	0.00281293952180028	TRUE
mito_group_missingness_v1	inhibitory	Inh ENOX2 SPHKAP	Male	e4	NCI	240	10	0	0	2.06025740184829	0.935267650213381	4.45734319782249	5.90147290172546	2	0.00833333333333333	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e2	AD	95	8	0	0	2.92211761829074	1.69038534592274	4.26640872314127	6.56073308637161	4	0.0421052631578947	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e2	NCI	216	15	0	0	2.22619572152038	1.224612583728	3.5892252715329	6.18888515651931	4	0.0185185185185185	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e33	AD	786	37	0	0	2.11443447773191	1.14112551017743	3.55722202450557	5.81524445086498	21	0.0267175572519084	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e33	NCI	797	45	0	0	1.57014748874947	0.782580674860747	2.82252383412389	5.28731411786304	15	0.0188205771643664	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e4	AD	395	24	2	0.00506329113924051	2.03455196568415	1.18154644061567	3.3844448151953	5.58843504414476	13	0.0329113924050633	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Female	e4	NCI	239	11	0	0	1.89221389025159	1.04599476408966	3.74674164453636	5.76274872240948	6	0.0251046025104603	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e2	AD	125	7	0	0	1.68703031542355	1.13869091504874	2.74862849908567	5.59770826881387	1	0.008	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e2	NCI	101	6	0	0	2.01621861808487	1.06367041198502	2.90031684133561	5.64022404585124	2	0.0198019801980198	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e33	AD	412	27	1	0.00242718446601942	2.12782914591239	1.11410131494435	3.69690328633417	5.8113505614299	18	0.0436893203883495	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e33	NCI	986	52	1	0.00101419878296146	1.58455529181264	0.766392476131207	2.80099090643589	5.31765429527318	14	0.0141987829614604	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e4	AD	395	26	0	0	1.79144836910597	1.06645372704289	3.14046304871098	5.49672213817448	13	0.0329113924050633	TRUE
mito_group_missingness_v1	inhibitory	Inh FBN2 EPB41L4A	Male	e4	NCI	145	10	0	0	1.41070856043604	0.57372346528973	2.43637154666087	5.30213063220398	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e2	AD	65	8	0	0	4.11194093913641	2.03248646397334	6.38096572990399	7.97088262056415	1	0.0153846153846154	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e2	NCI	186	16	0	0	2.50810533874283	0.914082985867105	4.73403618876993	6.82199008508684	3	0.0161290322580645	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e33	AD	505	35	1	0.00198019801980198	1.90718372536554	0.772128060263653	4.15523324186594	5.9906307670468	3	0.00594059405940594	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e33	NCI	659	45	1	0.00151745068285281	1.36188366560013	0.425142894355361	3.33791887731053	5.59	5	0.00758725341426404	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e4	AD	289	25	1	0.00346020761245675	2.02000769526741	0.729102485109879	4.06490739223078	5.99432968813285	4	0.013840830449827	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Female	e4	NCI	161	11	0	0	2.34612050281751	0.917308634278844	4.97870946609892	6.57976412166356	2	0.0124223602484472	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Male	e2	AD	50	5	0	0	1.98604658932698	0.73432474253179	3.37506990383151	6.27368857062621	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Male	e2	NCI	77	5	1	0.012987012987013	2.00553250345781	1.07093821510297	4.16666666666667	6.17686170212766	0	0	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Male	e33	AD	297	26	3	0.0101010101010101	1.90517663709107	0.645772853842052	3.89415125545031	5.99760531185371	3	0.0101010101010101	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Male	e33	NCI	748	52	7	0.00935828877005348	1.5310559422206	0.477375998376053	3.77910504695935	5.68275035844465	9	0.0120320855614973	TRUE
mito_group_missingness_v1	inhibitory	Inh GPC5 RIT2	Male	e4	AD	260	26	0	0	1.67034264185284	0.578179599414023	3.10872719226299	5.75816447510239	1	0.00384615384615385	TRUE
