schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	zero_mt_nuclei	zero_mt_fraction	median_percent_mt	q25_percent_mt	q75_percent_mt	median_percent_mitocarta	robust_flagged_nuclei	robust_flagged_fraction	group_has_nuclei
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e2	AD	3671	8	2	0.000544810678289294	2.36497283477149	1.31951387489764	3.78575352520305	5.94315245478036	51	0.013892672296377	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e2	NCI	12562	17	9	0.000716446425728387	1.73964620680242	0.906382049612467	2.91508974673097	5.30080532364296	90	0.00716446425728387	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e33	AD	26574	37	24	0.000903138405960713	2.01258969781572	0.936437788618921	3.59754124201734	5.41089658076107	542	0.0203958756679461	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e33	NCI	34425	45	217	0.00630355846042121	1.38291908054569	0.581395348837209	2.54026450176771	4.90405117270789	237	0.00688453159041394	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	AD	15950	26	31	0.0019435736677116	1.93422669390873	0.988996034923404	3.27644504997554	5.33892066921515	324	0.0203134796238245	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	NCI	14571	11	12	0.00082355363393041	2.24013274860733	1.0399484136888	3.92735402563329	6.0874793326319	335	0.0229908722805573	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	AD	4010	7	1	0.000249376558603491	1.43026762773173	0.704986468245467	2.48152439941364	4.88799632727854	37	0.00922693266832918	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	NCI	3277	6	21	0.00640830027464144	1.30676949443016	0.588354635828768	2.39445494643982	4.95793683629844	87	0.0265486725663717	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e33	AD	19824	29	76	0.00383373688458434	1.61200689872304	0.714638083761103	3.03312236416383	5.21836523355179	369	0.0186138014527845	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e33	NCI	46703	53	105	0.00224824957711496	1.3727443817115	0.589017559235094	2.57387008564362	4.95900346893724	371	0.00794381517247286	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e4	AD	15661	27	5	0.000319264414788328	1.99007141612959	1.00109681922425	3.4375	5.53888130968622	328	0.0209437456101143	TRUE
mito_group_missingness_v1	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e4	NCI	6766	10	41	0.00605971031628732	1.60492201843396	0.663104860045833	2.98259281532218	5.20774743929693	117	0.0172923440733077	TRUE
