schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	oligodendrocytes	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	oligodendrocytes	source_nucleus_count	TRUE	645142	645142
mito_qc_checks_v1	oligodendrocytes	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	oligodendrocytes	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	oligodendrocytes	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	oligodendrocytes	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	oligodendrocytes	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	oligodendrocytes	cell_output_complete	TRUE	645142	645142
mito_qc_checks_v1	oligodendrocytes	analytic_cohort_donor_count	TRUE	276	276
mito_qc_checks_v1	oligodendrocytes	analytic_cells_present	TRUE	447617	>0
mito_qc_checks_v1	oligodendrocytes	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	oligodendrocytes	percent_mt_finite	TRUE	447617	447617
mito_qc_checks_v1	oligodendrocytes	percent_mt_range	TRUE	0;12.4087591240876	0..100
mito_qc_checks_v1	oligodendrocytes	percent_mitocarta_finite	TRUE	447617	447617
mito_qc_checks_v1	oligodendrocytes	percent_mitocarta_range	TRUE	1.51260504201681;26.9086357947434	0..100
mito_qc_checks_v1	oligodendrocytes	mtdna_signal_not_all_zero	TRUE	19953967	>0
mito_qc_checks_v1	oligodendrocytes	donor_summary_cell_conservation	TRUE	447617	447617
mito_qc_checks_v1	oligodendrocytes	all_study_groups_reported	TRUE	12	12
mito_qc_checks_v1	oligodendrocytes	donor_concentration_reported	TRUE	1	1
mito_qc_checks_v1	oligodendrocytes	source_rds_unchanged	TRUE	dcb162508c195f5ecff3d7a1e8c45ca510e259dfd1f7ba0d836ab41a58cee3bb	dcb162508c195f5ecff3d7a1e8c45ca510e259dfd1f7ba0d836ab41a58cee3bb
