schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	zero_mt_nuclei	zero_mt_fraction	median_percent_mt	q25_percent_mt	q75_percent_mt	median_percent_mitocarta	robust_flagged_nuclei	robust_flagged_fraction	group_has_nuclei
mito_group_missingness_v1	immune	CAMs	Female	e2	AD	23	6	1	0.0434782608695652	0.576923076923077	0.239544422261757	1.50049723447872	5.2536231884058	1	0.0434782608695652	TRUE
mito_group_missingness_v1	immune	CAMs	Female	e2	NCI	85	12	4	0.0470588235294118	0.571315996847912	0.276243093922652	1.20865139949109	4.86656200941915	6	0.0705882352941176	TRUE
mito_group_missingness_v1	immune	CAMs	Female	e33	AD	185	29	4	0.0216216216216216	0.915492957746479	0.346820809248555	2.14285714285714	5.38500251635632	17	0.0918918918918919	TRUE
mito_group_missingness_v1	immune	CAMs	Female	e33	NCI	255	38	4	0.0156862745098039	0.617283950617284	0.228081154074172	1.6871142967819	5.09845288326301	20	0.0784313725490196	TRUE
mito_group_missingness_v1	immune	CAMs	Female	e4	AD	139	24	4	0.0287769784172662	0.683060109289617	0.242956018135294	1.77685800024483	5.09193776520509	14	0.100719424460432	TRUE
mito_group_missingness_v1	immune	CAMs	Female	e4	NCI	65	11	1	0.0153846153846154	0.815660685154976	0.330727600721587	1.26849894291755	5.19169329073482	3	0.0461538461538462	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e2	AD	45	5	1	0.0222222222222222	0.488400488400488	0.287769784172662	0.77319587628866	4.93962678375412	1	0.0222222222222222	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e2	NCI	1	1	0	0	2.86225402504472	2.86225402504472	2.86225402504472	6.79785330948122	0	0	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e33	AD	119	24	6	0.0504201680672269	0.794000882223202	0.15349420185371	2.06918960244648	5.23648648648649	9	0.0756302521008403	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e33	NCI	397	50	23	0.0579345088161209	0.353107344632768	0.167056465085199	0.897666068222621	4.73157415832575	14	0.035264483627204	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e4	AD	137	22	1	0.0072992700729927	0.888625592417062	0.371747211895911	1.85512367491166	5.17621145374449	9	0.0656934306569343	TRUE
mito_group_missingness_v1	immune	CAMs	Male	e4	NCI	65	9	5	0.0769230769230769	0.486854917234664	0.161550888529887	1.36738387291373	4.9167327517843	8	0.123076923076923	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e2	AD	16	5	0	0	1.30134744823199	0.641185909795957	1.87922553759198	5.82835728520303	0	0	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e2	NCI	8	3	0	0	1.22651390498024	0.511213170131576	4.16602186106716	6.4612611704206	2	0.25	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e33	AD	62	13	0	0	1.39950071573869	0.668849102856333	2.43534407295137	6.00774251500457	6	0.0967741935483871	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e33	NCI	120	23	2	0.0166666666666667	0.884206688196687	0.418717216319649	1.51471048531998	5.42243558932035	7	0.0583333333333333	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e4	AD	54	8	1	0.0185185185185185	1.00120922686014	0.302881900073699	1.4150260567458	5.53137040218016	2	0.037037037037037	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Female	e4	NCI	45	8	0	0	1.06659373718036	0.390625	2.08638360175695	5.34992223950233	2	0.0444444444444444	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e2	AD	2	2	0	0	1.78616530050187	1.04057527561967	2.53175532538408	5.51430676451976	0	0	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e2	NCI	9	3	1	0.111111111111111	1.13879003558719	0.256081946222791	2.21343873517787	6.33451957295374	1	0.111111111111111	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e33	AD	52	12	0	0	1.4647312736301	0.609754408590714	3.05914499672477	6.04482351282407	1	0.0192307692307692	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e33	NCI	120	20	1	0.00833333333333333	0.589094543427704	0.21171521776901	1.30139996660687	5.15018388971863	3	0.025	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e4	AD	29	9	1	0.0344827586206897	0.802792321116928	0.286123032904149	1.98388096714197	5.86387434554974	1	0.0344827586206897	TRUE
mito_group_missingness_v1	immune	Mic MKI67	Male	e4	NCI	7	4	0	0	0.590034965034965	0.206758589169141	0.985762590975064	4.94765524164635	0	0	TRUE
