schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	astrocytes	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	astrocytes	source_nucleus_count	TRUE	149558	149558
mito_qc_checks_v1	astrocytes	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	astrocytes	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	astrocytes	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	astrocytes	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	astrocytes	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	astrocytes	cell_output_complete	TRUE	149558	149558
mito_qc_checks_v1	astrocytes	analytic_cohort_donor_count	TRUE	276	276
mito_qc_checks_v1	astrocytes	analytic_cells_present	TRUE	99034	>0
mito_qc_checks_v1	astrocytes	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	astrocytes	percent_mt_finite	TRUE	99034	99034
mito_qc_checks_v1	astrocytes	percent_mt_range	TRUE	0;13.0503144654088	0..100
mito_qc_checks_v1	astrocytes	percent_mitocarta_finite	TRUE	99034	99034
mito_qc_checks_v1	astrocytes	percent_mitocarta_range	TRUE	1.54355016538037;19.6531791907514	0..100
mito_qc_checks_v1	astrocytes	mtdna_signal_not_all_zero	TRUE	2980860	>0
mito_qc_checks_v1	astrocytes	donor_summary_cell_conservation	TRUE	99034	99034
mito_qc_checks_v1	astrocytes	all_study_groups_reported	TRUE	36	36
mito_qc_checks_v1	astrocytes	donor_concentration_reported	TRUE	3	3
mito_qc_checks_v1	astrocytes	source_rds_unchanged	TRUE	f2e22b3adfbe97e092786b2f108d38b8a67e128cd95fc1ac46dd44d9e33882d7	f2e22b3adfbe97e092786b2f108d38b8a67e128cd95fc1ac46dd44d9e33882d7
