schema_version	rds_id	cell_type_high_resolution	sex	apoe_group	diagnosis	nuclei	donors	zero_mt_nuclei	zero_mt_fraction	median_percent_mt	q25_percent_mt	q75_percent_mt	median_percent_mitocarta	robust_flagged_nuclei	robust_flagged_fraction	group_has_nuclei
mito_group_missingness_v1	vasculature	End	Female	e2	AD	51	7	1	0.0196078431372549	0.72463768115942	0.295197908549691	1.94654054972933	5.02035278154681	4	0.0784313725490196	TRUE
mito_group_missingness_v1	vasculature	End	Female	e2	NCI	215	15	1	0.00465116279069767	0.819017179384738	0.369263702882721	1.82208680521428	4.79774223894638	14	0.0651162790697674	TRUE
mito_group_missingness_v1	vasculature	End	Female	e33	AD	730	36	6	0.00821917808219178	0.879229442705546	0.384370891989804	1.78037689410097	4.91688156198195	49	0.0671232876712329	TRUE
mito_group_missingness_v1	vasculature	End	Female	e33	NCI	747	44	9	0.0120481927710843	0.77644775153672	0.367579887767619	1.64360056009238	4.85372340425532	38	0.0508701472556894	TRUE
mito_group_missingness_v1	vasculature	End	Female	e4	AD	445	25	11	0.0247191011235955	0.832342449464923	0.326950023353573	1.80064308681672	4.72032742155525	30	0.0674157303370786	TRUE
mito_group_missingness_v1	vasculature	End	Female	e4	NCI	220	11	0	0	0.557081391516644	0.285027927945696	1.18560299541781	4.4629826921993	8	0.0363636363636364	TRUE
mito_group_missingness_v1	vasculature	End	Male	e2	AD	87	7	2	0.0229885057471264	0.395377128953771	0.17479446949993	0.914819932710794	4.26789231779383	0	0	TRUE
mito_group_missingness_v1	vasculature	End	Male	e2	NCI	126	5	3	0.0238095238095238	1.32235952340548	0.700400859654979	2.41918412348401	7.00969018697966	9	0.0714285714285714	TRUE
mito_group_missingness_v1	vasculature	End	Male	e33	AD	390	27	4	0.0102564102564103	0.987232481209904	0.404307385517954	2.14218837700313	4.98369196101865	23	0.058974358974359	TRUE
mito_group_missingness_v1	vasculature	End	Male	e33	NCI	1170	51	19	0.0162393162393162	0.614604504116113	0.261309836366508	1.44154369288077	4.59979404179311	44	0.0376068376068376	TRUE
mito_group_missingness_v1	vasculature	End	Male	e4	AD	432	25	5	0.0115740740740741	1.03950921475014	0.447033770048098	2.14698023773706	4.94886000809925	30	0.0694444444444444	TRUE
mito_group_missingness_v1	vasculature	End	Male	e4	NCI	143	10	3	0.020979020979021	0.746268656716418	0.351681611686722	1.91751509922347	4.84988452655889	7	0.048951048951049	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e2	AD	84	6	0	0	0.76820026853712	0.313397975451501	1.52901184184256	5.16267422220544	9	0.107142857142857	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e2	NCI	141	17	0	0	1.17241379310345	0.53835800807537	2.28471001757469	5.53359683794466	7	0.049645390070922	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e33	AD	341	36	5	0.0146627565982405	0.833066324895867	0.361713967723984	1.62962962962963	5.35140920442383	24	0.0703812316715543	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e33	NCI	423	45	12	0.0283687943262411	0.678749368185429	0.285602286161736	1.44386959135242	5.20355504587156	20	0.0472813238770686	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e4	AD	170	26	2	0.0117647058823529	0.984471143140316	0.402212640054507	2.23812301765344	5.4898989363769	18	0.105882352941176	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Female	e4	NCI	111	10	1	0.00900900900900901	0.872938894277401	0.414573479145971	2.14769217191775	5.48450565666503	5	0.045045045045045	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e2	AD	72	6	3	0.0416666666666667	0.362019810994791	0.20364112683415	0.830462062962426	4.69693037231956	2	0.0277777777777778	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e2	NCI	16	5	2	0.125	0.716547597709096	0.276809971990562	1.00224675197812	4.46250829462508	0	0	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e33	AD	225	26	4	0.0177777777777778	0.620320855614973	0.306569343065693	1.72839506172839	5.08910702373011	17	0.0755555555555556	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e33	NCI	666	48	18	0.027027027027027	0.639395696859639	0.261095807897241	1.3800865388698	5.04085254639659	25	0.0375375375375375	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e4	AD	212	27	2	0.00943396226415094	0.957256158497017	0.45821814458879	1.91059398524858	5.31497861680459	9	0.0424528301886792	TRUE
mito_group_missingness_v1	vasculature	Fib FLRT2	Male	e4	NCI	131	10	3	0.0229007633587786	0.797101449275362	0.290670991035095	1.47940838964682	5.23292916400766	3	0.0229007633587786	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e2	AD	36	3	2	0.0555555555555556	0.238245835968796	0.106468490753323	0.792745597751419	3.61531709457977	3	0.0833333333333333	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e2	NCI	7	4	0	0	0.633713561470216	0.259971853320689	1.07031657545822	4.37028208184346	1	0.142857142857143	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e33	AD	57	9	0	0	0.549450549450549	0.186741363211951	1.6260162601626	4.61538461538461	8	0.140350877192982	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e33	NCI	55	8	1	0.0181818181818182	0.928792569659443	0.43153192281442	1.56087924685922	4.37636761487965	4	0.0727272727272727	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e4	AD	15	9	0	0	0.869061413673233	0.45157967032967	2.16940243538844	5.31962449709432	1	0.0666666666666667	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Female	e4	NCI	37	3	0	0	0.399680255795364	0.285986653956149	1.17878192534381	3.87689848121503	2	0.0540540540540541	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e2	AD	0	0	0	NA	NA	NA	NA	NA	0	NA	FALSE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e2	NCI	11	2	0	0	1.18518518518519	0.279102690787473	2.25406777130915	5.77777777777778	1	0.0909090909090909	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e33	AD	52	11	1	0.0192307692307692	0.427741466957153	0.201625110384964	1.95873205741627	4.02319726585702	9	0.173076923076923	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e33	NCI	280	16	13	0.0464285714285714	0.336575903034422	0.138931778993558	1.0388908834498	3.98795443719432	19	0.0678571428571429	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e4	AD	16	8	3	0.1875	0.0679373662527648	0.0222348617254067	0.295114722559666	3.16202202105475	1	0.0625	TRUE
mito_group_missingness_v1	vasculature	Fib SLC4A4	Male	e4	NCI	22	5	0	0	0.566133184411174	0.292175268734951	0.851469873333723	4.57170881892827	2	0.0909090909090909	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e2	AD	63	8	0	0	1.21850475010326	0.576671949918758	2.1700458390101	5.89041095890411	2	0.0317460317460317	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e2	NCI	167	13	2	0.0119760479041916	1.15894039735099	0.537788911300526	2.51942638594121	5.34792483997522	2	0.0119760479041916	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e33	AD	638	35	3	0.00470219435736677	1.40089746670914	0.646148415813152	2.4932183473704	5.76209878128562	12	0.0188087774294671	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e33	NCI	613	44	1	0.00163132137030995	1.33855697029056	0.672430355427474	2.50169033130494	5.67853705486044	12	0.0195758564437194	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e4	AD	308	22	0	0	1.86860804566531	0.784360742356055	3.31969160073619	6.04864976480108	12	0.038961038961039	TRUE
mito_group_missingness_v1	vasculature	Per	Female	e4	NCI	217	11	0	0	1.40152446520777	0.697634847711417	2.36406619385343	5.3758593485856	7	0.032258064516129	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e2	AD	81	6	0	0	0.761904761904762	0.413223140495868	1.51423379769836	5.0362782757149	0	0	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e2	NCI	99	5	1	0.0101010101010101	3	1.52947731516335	4.99142371075238	8.09968847352025	9	0.0909090909090909	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e33	AD	302	24	1	0.0033112582781457	1.37133902775262	0.715659774634044	2.72339917171074	5.63184157843432	10	0.033112582781457	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e33	NCI	855	49	3	0.00350877192982456	1.18811881188119	0.510331642961047	2.49682014134654	5.52307500932952	16	0.0187134502923977	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e4	AD	322	24	1	0.0031055900621118	1.55449085854076	0.832986415882968	2.78171299331899	5.91066591166658	12	0.0372670807453416	TRUE
mito_group_missingness_v1	vasculature	Per	Male	e4	NCI	135	9	2	0.0148148148148148	1.16731517509728	0.633062806613773	2.30639075324139	5.67124501550731	3	0.0222222222222222	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e2	AD	16	5	0	0	2.55620892424766	1.63600098869263	4.44488471744723	7.30849450132727	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e2	NCI	53	11	0	0	3.72549019607843	1.84453227931489	5.71428571428571	8.38709677419355	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e33	AD	282	30	1	0.00354609929078014	4.99399742570009	2.70180850077757	7.6481475587076	10.2030509173366	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e33	NCI	151	34	1	0.00662251655629139	3.37748344370861	1.64978094194962	5.67984165935616	8.80386329866271	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e4	AD	66	18	0	0	3.39635987703023	1.59424592233208	6.10480692700325	8.45905142068655	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Female	e4	NCI	43	9	0	0	2.21920289855072	1.17046226683909	4.76848983977199	6.9204152249135	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e2	AD	12	3	0	0	4.50020564514424	0.861700054970671	6.36264100124098	8.67977077453391	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e2	NCI	32	6	0	0	2.54123125656343	1.56021118823227	4.63980630420107	8.67902319123866	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e33	AD	70	22	0	0	3.75043284645699	1.85664414439219	6.06178057959282	8.4422305015208	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e33	NCI	282	36	2	0.00709219858156028	2.63324576960516	1.21953189503536	4.49775755918839	7.73988652393196	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e4	AD	99	19	0	0	3.50194552529183	1.59756297645688	5.50953075653986	8.09102402022756	0	0	TRUE
mito_group_missingness_v1	vasculature	SMC	Male	e4	NCI	62	7	0	0	3.2550354529789	1.79984163105743	5.66316946088683	7.96333736241339	0	0	TRUE
