schema_version	rds_id	cell_type_high_resolution	nuclei	mad_threshold	log1p_nCount_RNA_median	log1p_nCount_RNA_mad	log1p_nFeature_RNA_median	log1p_nFeature_RNA_mad	percent_mt_median	percent_mt_mad	percent_mitocarta_median	percent_mitocarta_mad
mito_qc_thresholds_v1	inhibitory	Inh ALCAM TRPM3	10897	5	9.220488703028	0.830650496324961	8.27078101316267	0.516310237378301	2.16053640903949	1.98602709964818	6.03453851626674	2.11342408816768
mito_qc_thresholds_v1	inhibitory	Inh CUX2 MSR1	24885	5	8.42068229103539	0.952471701291789	7.69712131728263	0.666988203747183	2.48868778280543	2.55616941381758	6.22143657842545	2.52325974118141
mito_qc_thresholds_v1	inhibitory	Inh ENOX2 SPHKAP	12396	5	8.75597384040837	0.896406459490126	7.93630269320196	0.612048978919758	2.40777438280342	2.08622595109192	6.03511712870674	2.13371004576795
mito_qc_thresholds_v1	inhibitory	Inh FBN2 EPB41L4A	6769	5	9.34513346831771	0.804504904076462	8.3059782109673	0.48539839892307	1.88688841419998	1.52948760499815	5.63114643675064	1.70520400399326
mito_qc_thresholds_v1	inhibitory	Inh GPC5 RIT2	4788	5	9.30296512173441	0.877005532245541	8.31568880772391	0.517578788412772	1.86096540205846	2.11041414957027	6.0485208701139	2.2272815620849
mito_qc_thresholds_v1	inhibitory	Inh L1 PAX6 CA4	5070	5	8.71563409983147	0.972232192993422	7.93522947576719	0.645306001156817	2.03202547500427	2.00399140886569	5.71381640543078	2.05111220666338
mito_qc_thresholds_v1	inhibitory	Inh L1-2 PAX6 SCGN	1617	5	9.51694232928048	0.783918831883961	8.44268513924118	0.437497944842262	1.51888341543514	1.22787853370612	5.30817610062893	1.44849485161657
mito_qc_thresholds_v1	inhibitory	Inh L1-6 LAMP5 CA13	15060	5	9.35565210313624	0.834572200291944	8.32724260745779	0.486767607428741	1.82456092016612	1.90752884123114	5.57384776253939	1.96648062854252
mito_qc_thresholds_v1	inhibitory	Inh L3-5 SST MAFB	23294	5	8.51729318141757	0.902764068406274	7.76937860951398	0.628654457426747	2.08089481995483	1.91638818660716	5.70727753516919	1.95706406169134
mito_qc_thresholds_v1	inhibitory	Inh L5-6 PVALB STON2	5286	5	9.44900284094606	0.886247237339061	8.34533667741918	0.503496828989438	1.79277633766315	2.01415085066791	5.66004747061436	2.02122599791174
mito_qc_thresholds_v1	inhibitory	Inh L5-6 SST TH	4502	5	9.24749163644649	0.930639122985688	8.25465890404423	0.569383196690818	1.90222886898564	1.77380794705702	5.55018596619843	1.87474316028139
mito_qc_thresholds_v1	inhibitory	Inh L6 SST NPY	1404	5	9.37292679829293	0.954827612879609	8.33158621464089	0.535025866858324	2.0063903254613	1.99947440983266	5.54816917701662	2.02385881502854
mito_qc_thresholds_v1	inhibitory	Inh LAMP5 NRG1 (Rosehip)	26065	5	9.0280988119824	0.978372619208935	8.13651825211529	0.612524521105443	1.91665456657471	1.80599235452131	5.83045646336786	1.92860155211098
mito_qc_thresholds_v1	inhibitory	Inh LAMP5 RELN	8813	5	8.48280876455441	1.05833663435762	7.76514490293613	0.732485141995921	1.85614849187935	1.93930243000265	5.59006211180124	1.97118565276385
mito_qc_thresholds_v1	inhibitory	Inh PTPRK FAM19A1	10438	5	8.43392021906762	1.02782107450715	7.72753511047545	0.704958723674735	1.90340479779291	1.90612410152132	5.64053041672712	1.90614185654963
mito_qc_thresholds_v1	inhibitory	Inh PVALB CA8 (Chandelier)	14644	5	8.97278090691736	0.825419093168978	8.04478666469253	0.527617338188447	2.0155822950997	2.12800848674135	5.52963437944539	2.1319820603591
mito_qc_thresholds_v1	inhibitory	Inh PVALB HTR4	42032	5	9.49953379544286	0.834618866788083	8.39298958795693	0.47457919294369	2.40265178175204	2.72032246739501	6.32934792304281	2.75215716125652
mito_qc_thresholds_v1	inhibitory	Inh PVALB SULF1	21231	5	9.38277992891569	0.827081589203879	8.31776616671934	0.479078253849274	2.07052926785608	2.31428777663833	5.88235294117647	2.30804237699799
mito_qc_thresholds_v1	inhibitory	Inh RYR3 TSHZ2	24230	5	8.59025776227324	0.982330309716357	7.84737183615979	0.678464067225598	1.61568127191773	1.44496585220505	5.19240980475071	1.50818191752867
mito_qc_thresholds_v1	inhibitory	Inh SGCD PDE3A	4030	5	9.42597578749748	0.937805839053234	8.36776467792431	0.533275542751934	2.17985959816025	2.1364732369852	5.77158743241864	2.17821133688948
mito_qc_thresholds_v1	inhibitory	Inh SORCS1 TTN	9610	5	8.37378460812088	1.01739253273907	7.70571282389443	0.717089874919707	1.96948401633657	2.09514573717055	5.82307662622982	2.07695173819771
mito_qc_thresholds_v1	inhibitory	Inh VIP ABI3BP	14448	5	9.08239335764556	0.743803504364898	8.19257047115217	0.465186472195214	1.62575195322824	1.3253842123823	5.37261698440208	1.4799741727223
mito_qc_thresholds_v1	inhibitory	Inh VIP CLSTN2	17631	5	8.82776136765472	0.98671522600249	8.02845516411425	0.650288600353783	2.21096269000461	1.97999894457819	6.01450417783383	2.07204081122594
mito_qc_thresholds_v1	inhibitory	Inh VIP THSD7B	8211	5	8.81522155592216	1.0116161949899	7.97418866928601	0.674329225176409	2.43935492614175	2.29008817269252	5.91697645600991	2.25875346164297
mito_qc_thresholds_v1	inhibitory	Inh VIP TSHZ2	12348	5	8.67718389504786	0.964126230842398	7.89711056443237	0.64403928001363	1.91082802547771	1.60053476809519	5.43591259290146	1.66322184452736
