schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	excitatory_set2	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	excitatory_set2	source_nucleus_count	TRUE	421529	421529
mito_qc_checks_v1	excitatory_set2	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	excitatory_set2	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	excitatory_set2	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	excitatory_set2	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	excitatory_set2	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	excitatory_set2	cell_output_complete	TRUE	421529	421529
mito_qc_checks_v1	excitatory_set2	analytic_cohort_donor_count	TRUE	275	275
mito_qc_checks_v1	excitatory_set2	analytic_cells_present	TRUE	290983	>0
mito_qc_checks_v1	excitatory_set2	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	excitatory_set2	percent_mt_finite	TRUE	290983	290983
mito_qc_checks_v1	excitatory_set2	percent_mt_range	TRUE	0;13.1774415405777	0..100
mito_qc_checks_v1	excitatory_set2	percent_mitocarta_finite	TRUE	290983	290983
mito_qc_checks_v1	excitatory_set2	percent_mitocarta_range	TRUE	2.03094777562863;19.935691318328	0..100
mito_qc_checks_v1	excitatory_set2	mtdna_signal_not_all_zero	TRUE	128634543	>0
mito_qc_checks_v1	excitatory_set2	donor_summary_cell_conservation	TRUE	290983	290983
mito_qc_checks_v1	excitatory_set2	all_study_groups_reported	TRUE	48	48
mito_qc_checks_v1	excitatory_set2	donor_concentration_reported	TRUE	4	4
mito_qc_checks_v1	excitatory_set2	source_rds_unchanged	TRUE	e23f7a2bb47d5f75900f88b455ff1341632a3830eea27da55ff829081ecb053d	e23f7a2bb47d5f75900f88b455ff1341632a3830eea27da55ff829081ecb053d
