schema_version	rds_id	check	passed	observed	expected
mito_qc_checks_v1	vasculature	source_feature_count	TRUE	33538	33538
mito_qc_checks_v1	vasculature	source_nucleus_count	TRUE	17974	17974
mito_qc_checks_v1	vasculature	counts_finite	TRUE	TRUE	TRUE
mito_qc_checks_v1	vasculature	counts_nonnegative	TRUE	TRUE	TRUE
mito_qc_checks_v1	vasculature	counts_integer	TRUE	TRUE	TRUE
mito_qc_checks_v1	vasculature	all_expected_mtdna_features	TRUE	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB	MT-ND1;MT-ND2;MT-CO1;MT-CO2;MT-ATP8;MT-ATP6;MT-CO3;MT-ND3;MT-ND4L;MT-ND4;MT-ND5;MT-ND6;MT-CYB
mito_qc_checks_v1	vasculature	all_mtdna_annotations_measured	TRUE	13	13
mito_qc_checks_v1	vasculature	cell_output_complete	TRUE	17974	17974
mito_qc_checks_v1	vasculature	analytic_cohort_donor_count	TRUE	274	274
mito_qc_checks_v1	vasculature	analytic_cells_present	TRUE	12904	>0
mito_qc_checks_v1	vasculature	mt_counts_nonnegative	TRUE	0	>=0
mito_qc_checks_v1	vasculature	percent_mt_finite	TRUE	12904	12904
mito_qc_checks_v1	vasculature	percent_mt_range	TRUE	0;12.2006841505131	0..100
mito_qc_checks_v1	vasculature	percent_mitocarta_finite	TRUE	12904	12904
mito_qc_checks_v1	vasculature	percent_mitocarta_range	TRUE	1.59744408945687;19.1823899371069	0..100
mito_qc_checks_v1	vasculature	mtdna_signal_not_all_zero	TRUE	596176	>0
mito_qc_checks_v1	vasculature	donor_summary_cell_conservation	TRUE	12904	12904
mito_qc_checks_v1	vasculature	all_study_groups_reported	TRUE	60	60
mito_qc_checks_v1	vasculature	donor_concentration_reported	TRUE	5	5
mito_qc_checks_v1	vasculature	source_rds_unchanged	TRUE	cbcfe98fd66208ec0215e594f962a807f789cd6aa0b9f49c470e303aecfcff16	cbcfe98fd66208ec0215e594f962a807f789cd6aa0b9f49c470e303aecfcff16
