schema_version	rds_id	cell_type_high_resolution	donors	nuclei	total_mt_counts	top_mt_donor	top1_mt_count_fraction	top3_mt_count_fraction	top1_nuclei_fraction	top1_warning	top3_warning
mito_donor_concentration_v1	oligodendrocytes	Oli	276	447617	19953967	31509843	0.019324327839171	0.0528298458146192	0.0213016931885965	FALSE	FALSE
