schema_version	analysis_id	execution_status	interpretation_status	git_revision	included_run_count	stock_returned_row_count	unique_returned_gene_count	global_singleton_gene_count	global_recurrent_gene_count	global_aggregate_row_count	category_gene_unit_count	category_singleton_unit_count	category_recurrent_unit_count	structural_category_count	analyzable_category_count	failed_check_count	output_directory
phase20_simple_returned_only_acat_v1_status_v1	phase20_simple_returned_only_acat_v1	complete	exploratory_post_selected_not_fdr_controlled	f29d7fb1e27fb5aca935ce4709e8cbc221c66ad3	295	2494	615	363	252	615	1298	892	406	42	38	0	/Users/rzhuang/Documents/VscodeProjects/alzheimer/results/minerva_production/20_sex_apoe_kda_simple_aggr
