schema_version	rank_set_id	comparison_order	comparison_id	yu_analogue	analysis_universe	tail	requested_k	selected_k	eligible_genes	size_shortfall	selection_order	deterministic_rank	similarity_feature_id	feature_id_original	symbol_hgnc_current	hgnc_id	ensembl_id_stable	mito_tier	score_scope	similarity_score	score_sign	directional_fdr_bh	paired_tests	nominal_dimensions	nominal_coverage_fraction	coverage_fraction
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	39	39	NCOA2	NCOA2	NCOA2	HGNC:7669	ENSG00000140396	mito_extended	coverage_adjusted_cross_celltype	-0.00476190476190476	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	40	40	NRDC	NRDC	NRDC	HGNC:7995	ENSG00000078618	core_mito_protein	coverage_adjusted_cross_celltype	-0.00476190476190476	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	41	41	SLC25A36	SLC25A36	SLC25A36	HGNC:25554	ENSG00000114120	core_mito_protein	coverage_adjusted_cross_celltype	-0.00480769230769231	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	42	42	TBK1	TBK1	TBK1	HGNC:11584	ENSG00000183735	mito_extended	coverage_adjusted_cross_celltype	-0.00480769230769231	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	43	43	METTL15	METTL15	METTL15	HGNC:26606	ENSG00000169519	core_mito_protein	coverage_adjusted_cross_celltype	-0.00490196078431373	negative	1	102	108	0.944444444444444	0.971428571428571
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	44	44	MTX2	MTX2	MTX2	HGNC:7506	ENSG00000128654	core_mito_protein	coverage_adjusted_cross_celltype	-0.00490196078431373	negative	1	102	108	0.944444444444444	0.971428571428571
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	45	45	LYPLAL1	LYPLAL1	LYPLAL1	HGNC:20440	ENSG00000143353	core_mito_protein	coverage_adjusted_cross_celltype	-0.00495049504950495	negative	1	101	108	0.935185185185185	0.961904761904762
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	46	46	MRPS5	MRPS5	MRPS5	HGNC:14498	ENSG00000144029	core_mito_protein	coverage_adjusted_cross_celltype	-0.00495049504950495	negative	1	101	108	0.935185185185185	0.961904761904762
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	47	47	TCAIM	TCAIM	TCAIM	HGNC:25241	ENSG00000179152	core_mito_protein	coverage_adjusted_cross_celltype	-0.00495049504950495	negative	1	101	108	0.935185185185185	0.961904761904762
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	48	48	HADHA	HADHA	HADHA	HGNC:4801	ENSG00000084754	core_mito_protein	coverage_adjusted_cross_celltype	-0.005	negative	1	100	108	0.925925925925926	0.952380952380952
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	49	49	DNAJC11	DNAJC11	DNAJC11	HGNC:25570	ENSG00000007923	core_mito_protein	coverage_adjusted_cross_celltype	-0.00515463917525773	negative	1	97	108	0.898148148148148	0.923809523809524
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	50	50	SDHB	SDHB	SDHB	HGNC:10681	ENSG00000117118	core_mito_protein	coverage_adjusted_cross_celltype	-0.00515463917525773	negative	1	97	108	0.898148148148148	0.923809523809524
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	51	51	IVD	IVD	IVD	HGNC:6186	ENSG00000128928	core_mito_protein	coverage_adjusted_cross_celltype	-0.00520833333333333	negative	1	96	108	0.888888888888889	0.914285714285714
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	52	52	PMPCB	PMPCB	PMPCB	HGNC:9119	ENSG00000105819	core_mito_protein	coverage_adjusted_cross_celltype	-0.00520833333333333	negative	1	96	108	0.888888888888889	0.914285714285714
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	53	53	PNPT1	PNPT1	PNPT1	HGNC:23166	ENSG00000138035	core_mito_protein	coverage_adjusted_cross_celltype	-0.00520833333333333	negative	1	96	108	0.888888888888889	0.914285714285714
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	54	54	DHRS7B	DHRS7B	DHRS7B	HGNC:24547	ENSG00000109016	core_mito_protein	coverage_adjusted_cross_celltype	-0.00526315789473684	negative	1	95	108	0.87962962962963	0.904761904761905
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	55	55	SLC25A28	SLC25A28	SLC25A28	HGNC:23472	ENSG00000155287	core_mito_protein	coverage_adjusted_cross_celltype	-0.00537634408602151	negative	1	93	108	0.861111111111111	0.885714285714286
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	56	56	CLPX	CLPX	CLPX	HGNC:2088	ENSG00000166855	core_mito_protein	coverage_adjusted_cross_celltype	-0.00543478260869565	negative	1	92	108	0.851851851851852	0.876190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	57	57	MRPL33	MRPL33	MRPL33	HGNC:14487	ENSG00000243147	core_mito_protein	coverage_adjusted_cross_celltype	-0.00543478260869565	negative	1	92	108	0.851851851851852	0.876190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	58	58	NSUN3	NSUN3	NSUN3	HGNC:26208	ENSG00000178694	core_mito_protein	coverage_adjusted_cross_celltype	-0.00543478260869565	negative	1	92	108	0.851851851851852	0.876190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	59	59	STX17	STX17	STX17	HGNC:11432	ENSG00000136874	core_mito_protein	coverage_adjusted_cross_celltype	-0.00543478260869565	negative	1	92	108	0.851851851851852	0.876190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	60	60	IARS2	IARS2	IARS2	HGNC:29685	ENSG00000067704	core_mito_protein	coverage_adjusted_cross_celltype	-0.0054945054945055	negative	1	91	108	0.842592592592593	0.866666666666667
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	61	61	CARM1	CARM1	CARM1	HGNC:23393	ENSG00000142453	mito_extended	coverage_adjusted_cross_celltype	-0.00555555555555556	negative	1	90	108	0.833333333333333	0.857142857142857
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	62	62	PRKAA2	PRKAA2	PRKAA2	HGNC:9377	ENSG00000162409	mito_extended	coverage_adjusted_cross_celltype	-0.00555555555555556	negative	1	90	108	0.833333333333333	0.857142857142857
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	63	63	AKAP1	AKAP1	AKAP1	HGNC:367	ENSG00000121057	core_mito_protein	coverage_adjusted_cross_celltype	-0.00561797752808989	negative	1	89	108	0.824074074074074	0.847619047619048
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	64	64	SIRT5	SIRT5	SIRT5	HGNC:14933	ENSG00000124523	core_mito_protein	coverage_adjusted_cross_celltype	-0.00574712643678161	negative	1	87	108	0.805555555555556	0.828571428571429
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	65	65	ACAD9	ACAD9	ACAD9	HGNC:21497	ENSG00000177646	core_mito_protein	coverage_adjusted_cross_celltype	-0.00581395348837209	negative	1	86	108	0.796296296296296	0.819047619047619
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	66	66	GFM2	GFM2	GFM2	HGNC:29682	ENSG00000164347	core_mito_protein	coverage_adjusted_cross_celltype	-0.00588235294117647	negative	1	85	108	0.787037037037037	0.80952380952381
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	67	67	ACSS2	ACSS2	ACSS2	HGNC:15814	ENSG00000131069	mito_extended	coverage_adjusted_cross_celltype	-0.00595238095238095	negative	1	84	108	0.777777777777778	0.8
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	68	68	LIAS	LIAS	LIAS	HGNC:16429	ENSG00000121897	core_mito_protein	coverage_adjusted_cross_celltype	-0.00602409638554217	negative	1	83	108	0.768518518518519	0.79047619047619
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	69	69	MUT	MUT	MMUT	HGNC:7526	ENSG00000146085	core_mito_protein	coverage_adjusted_cross_celltype	-0.00602409638554217	negative	1	83	108	0.768518518518519	0.79047619047619
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	70	70	MTERF2	MTERF2	MTERF2	HGNC:30779	ENSG00000120832	core_mito_protein	coverage_adjusted_cross_celltype	-0.00617283950617284	negative	1	81	108	0.75	0.771428571428571
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	71	71	MRPL45	MRPL45	MRPL45	HGNC:16651	ENSG00000278845	core_mito_protein	coverage_adjusted_cross_celltype	-0.00641025641025641	negative	1	78	108	0.722222222222222	0.742857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	72	72	NAXD	NAXD	NAXD	HGNC:25576	ENSG00000213995	core_mito_protein	coverage_adjusted_cross_celltype	-0.00641025641025641	negative	1	78	108	0.722222222222222	0.742857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	73	73	C6orf136	C6orf136	C6orf136	HGNC:21301	ENSG00000204564	core_mito_protein	coverage_adjusted_cross_celltype	-0.00666666666666667	negative	1	75	108	0.694444444444445	0.714285714285714
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	74	74	NIPSNAP1	NIPSNAP1	NIPSNAP1	HGNC:7827	ENSG00000184117	core_mito_protein	coverage_adjusted_cross_celltype	-0.00666666666666667	negative	1	75	108	0.694444444444445	0.714285714285714
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	75	75	PCBD2	PCBD2	PCBD2	HGNC:24474	ENSG00000132570	core_mito_protein	coverage_adjusted_cross_celltype	-0.00704225352112676	negative	1	71	108	0.657407407407407	0.676190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	76	76	POLG	POLG	POLG	HGNC:9179	ENSG00000140521	core_mito_protein	coverage_adjusted_cross_celltype	-0.00704225352112676	negative	1	71	108	0.657407407407407	0.676190476190476
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	77	77	GUF1	GUF1	GUF1	HGNC:25799	ENSG00000151806	core_mito_protein	coverage_adjusted_cross_celltype	-0.0072463768115942	negative	1	69	108	0.638888888888889	0.657142857142857
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	78	78	MMADHC	MMADHC	MMADHC	HGNC:25221	ENSG00000168288	core_mito_protein	coverage_adjusted_cross_celltype	-0.00757575757575758	negative	1	66	108	0.611111111111111	0.628571428571429
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	79	79	OXA1L	OXA1L	OXA1L	HGNC:8526	ENSG00000155463	core_mito_protein	coverage_adjusted_cross_celltype	-0.00769230769230769	negative	1	65	108	0.601851851851852	0.619047619047619
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	80	80	HMGCL	HMGCL	HMGCL	HGNC:5005	ENSG00000117305	core_mito_protein	coverage_adjusted_cross_celltype	-0.0078125	negative	1	64	108	0.592592592592593	0.60952380952381
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	81	81	SFXN3	SFXN3	SFXN3	HGNC:16087	ENSG00000107819	core_mito_protein	coverage_adjusted_cross_celltype	-0.0078125	negative	1	64	108	0.592592592592593	0.60952380952381
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	82	82	INPP5E	INPP5E	INPP5E	HGNC:21474	ENSG00000148384	core_mito_protein	coverage_adjusted_cross_celltype	-0.00806451612903226	negative	1	62	108	0.574074074074074	0.590476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	83	83	YBEY	YBEY	YBEY	HGNC:1299	ENSG00000182362	core_mito_protein	coverage_adjusted_cross_celltype	-0.00833333333333333	negative	1	60	108	0.555555555555556	0.571428571428571
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	84	84	COA5	COA5	COA5	HGNC:33848	ENSG00000183513	core_mito_protein	coverage_adjusted_cross_celltype	-0.00847457627118644	negative	1	59	108	0.546296296296296	0.561904761904762
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	85	85	C15orf61	C15orf61	C15orf61	HGNC:34453	ENSG00000189227	core_mito_protein	coverage_adjusted_cross_celltype	-0.00862068965517241	negative	1	58	108	0.537037037037037	0.552380952380952
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	86	86	ARMCX1	ARMCX1	ARMCX1	HGNC:18073	ENSG00000126947	core_mito_protein	coverage_adjusted_cross_celltype	-0.0087719298245614	negative	1	57	108	0.527777777777778	0.542857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	87	87	COQ3	COQ3	COQ3	HGNC:18175	ENSG00000132423	core_mito_protein	coverage_adjusted_cross_celltype	-0.0087719298245614	negative	1	57	108	0.527777777777778	0.542857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	88	88	HCFC1	HCFC1	HCFC1	HGNC:4839	ENSG00000172534	mito_extended	coverage_adjusted_cross_celltype	-0.0087719298245614	negative	1	57	108	0.527777777777778	0.542857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	89	89	SLC25A38	SLC25A38	SLC25A38	HGNC:26054	ENSG00000144659	core_mito_protein	coverage_adjusted_cross_celltype	-0.0087719298245614	negative	1	57	108	0.527777777777778	0.542857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	90	90	TIMM21	TIMM21	TIMM21	HGNC:25010	ENSG00000075336	core_mito_protein	coverage_adjusted_cross_celltype	-0.0087719298245614	negative	1	57	108	0.527777777777778	0.542857142857143
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	91	91	NUDT6	NUDT6	NUDT6	HGNC:8053	ENSG00000170917	core_mito_protein	coverage_adjusted_cross_celltype	-0.00943396226415094	negative	1	53	108	0.490740740740741	0.504761904761905
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	92	92	ACACA	ACACA	ACACA	HGNC:84	ENSG00000278540	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	93	93	LRPPRC	LRPPRC	LRPPRC	HGNC:15714	ENSG00000138095	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	94	94	MICU1	MICU1	MICU1	HGNC:1530	ENSG00000107745	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	95	95	MICU2	MICU2	MICU2	HGNC:31830	ENSG00000165487	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	96	96	NCOA1	NCOA1	NCOA1	HGNC:7668	ENSG00000084676	mito_extended	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	97	97	NCOR1	NCOR1	NCOR1	HGNC:7672	ENSG00000141027	mito_extended	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	98	98	OGDH	OGDH	OGDH	HGNC:8124	ENSG00000105953	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	99	99	OPA1	OPA1	OPA1	HGNC:8140	ENSG00000198836	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	100	100	PPA2	PPA2	PPA2	HGNC:28883	ENSG00000138777	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	101	101	SPG7	SPG7	SPG7	HGNC:11237	ENSG00000197912	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	102	102	UBE2D3	UBE2D3	UBE2D3	HGNC:12476	ENSG00000109332	mito_extended	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	103	103	VWA8	VWA8	VWA8	HGNC:29071	ENSG00000102763	core_mito_protein	coverage_adjusted_cross_celltype	-0.00952380952380953	negative	1	105	108	0.972222222222222	1
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	104	104	AKAP10	AKAP10	AKAP10	HGNC:368	ENSG00000108599	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	105	105	GOLPH3	GOLPH3	GOLPH3	HGNC:15452	ENSG00000113384	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	106	106	IMMP2L	IMMP2L	IMMP2L	HGNC:14598	ENSG00000184903	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	107	107	MIGA1	MIGA1	MIGA1	HGNC:24741	ENSG00000180488	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	108	108	RHOT1	RHOT1	RHOT1	HGNC:21168	ENSG00000126858	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	109	109	TTC19	TTC19	TTC19	HGNC:26006	ENSG00000011295	core_mito_protein	coverage_adjusted_cross_celltype	-0.00961538461538462	negative	1	104	108	0.962962962962963	0.990476190476191
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	110	110	HADHB	HADHB	HADHB	HGNC:4803	ENSG00000138029	core_mito_protein	coverage_adjusted_cross_celltype	-0.00970873786407767	negative	1	103	108	0.953703703703704	0.980952380952381
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	111	111	MRPS27	MRPS27	MRPS27	HGNC:14512	ENSG00000113048	core_mito_protein	coverage_adjusted_cross_celltype	-0.00970873786407767	negative	1	103	108	0.953703703703704	0.980952380952381
mitochondrial_similarity_rank_sets_v1	e2_vs_e33_all_sexes::all_mito_related::high_score::200	2	e2_vs_e33_all_sexes	Figure_4	all_mito_related	high_score	200	200	775	0	112	112	SUCLA2	SUCLA2	SUCLA2	HGNC:11448	ENSG00000136143	core_mito_protein	coverage_adjusted_cross_celltype	-0.00970873786407767	negative	1	103	108	0.953703703703704	0.980952380952381
