schema_version	comparison_order	comparison_id	yu_analogue	dimension_order	dimension_id	rds_id	cell_type_high_resolution	sex	apoe_group	first_state_label	second_state_label	first_contrast_id	second_contrast_id	first_terminal_status	second_terminal_status	first_analysis_population	second_analysis_population	planned_dimension	structurally_estimable	structural_status	nominal_dimensions
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	113	female_vs_male_all_apoe::inhibitory::Inh PVALB CA8 (Chandelier)::e33	inhibitory	Inh PVALB CA8 (Chandelier)	NA	e33	Female	Male	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	114	female_vs_male_all_apoe::inhibitory::Inh PVALB CA8 (Chandelier)::e4	inhibitory	Inh PVALB CA8 (Chandelier)	NA	e4	Female	Male	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	115	female_vs_male_all_apoe::inhibitory::Inh PVALB HTR4::e2	inhibitory	Inh PVALB HTR4	NA	e2	Female	Male	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	116	female_vs_male_all_apoe::inhibitory::Inh PVALB HTR4::e33	inhibitory	Inh PVALB HTR4	NA	e33	Female	Male	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	117	female_vs_male_all_apoe::inhibitory::Inh PVALB HTR4::e4	inhibitory	Inh PVALB HTR4	NA	e4	Female	Male	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	118	female_vs_male_all_apoe::inhibitory::Inh PVALB SULF1::e2	inhibitory	Inh PVALB SULF1	NA	e2	Female	Male	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	119	female_vs_male_all_apoe::inhibitory::Inh PVALB SULF1::e33	inhibitory	Inh PVALB SULF1	NA	e33	Female	Male	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	120	female_vs_male_all_apoe::inhibitory::Inh PVALB SULF1::e4	inhibitory	Inh PVALB SULF1	NA	e4	Female	Male	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	121	female_vs_male_all_apoe::inhibitory::Inh RYR3 TSHZ2::e2	inhibitory	Inh RYR3 TSHZ2	NA	e2	Female	Male	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	122	female_vs_male_all_apoe::inhibitory::Inh RYR3 TSHZ2::e33	inhibitory	Inh RYR3 TSHZ2	NA	e33	Female	Male	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	123	female_vs_male_all_apoe::inhibitory::Inh RYR3 TSHZ2::e4	inhibitory	Inh RYR3 TSHZ2	NA	e4	Female	Male	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	124	female_vs_male_all_apoe::inhibitory::Inh SGCD PDE3A::e2	inhibitory	Inh SGCD PDE3A	NA	e2	Female	Male	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	125	female_vs_male_all_apoe::inhibitory::Inh SGCD PDE3A::e33	inhibitory	Inh SGCD PDE3A	NA	e33	Female	Male	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	126	female_vs_male_all_apoe::inhibitory::Inh SGCD PDE3A::e4	inhibitory	Inh SGCD PDE3A	NA	e4	Female	Male	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	127	female_vs_male_all_apoe::inhibitory::Inh SORCS1 TTN::e2	inhibitory	Inh SORCS1 TTN	NA	e2	Female	Male	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	128	female_vs_male_all_apoe::inhibitory::Inh SORCS1 TTN::e33	inhibitory	Inh SORCS1 TTN	NA	e33	Female	Male	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	129	female_vs_male_all_apoe::inhibitory::Inh SORCS1 TTN::e4	inhibitory	Inh SORCS1 TTN	NA	e4	Female	Male	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	130	female_vs_male_all_apoe::inhibitory::Inh VIP ABI3BP::e2	inhibitory	Inh VIP ABI3BP	NA	e2	Female	Male	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	131	female_vs_male_all_apoe::inhibitory::Inh VIP ABI3BP::e33	inhibitory	Inh VIP ABI3BP	NA	e33	Female	Male	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	132	female_vs_male_all_apoe::inhibitory::Inh VIP ABI3BP::e4	inhibitory	Inh VIP ABI3BP	NA	e4	Female	Male	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	133	female_vs_male_all_apoe::inhibitory::Inh VIP CLSTN2::e2	inhibitory	Inh VIP CLSTN2	NA	e2	Female	Male	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	134	female_vs_male_all_apoe::inhibitory::Inh VIP CLSTN2::e33	inhibitory	Inh VIP CLSTN2	NA	e33	Female	Male	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	135	female_vs_male_all_apoe::inhibitory::Inh VIP CLSTN2::e4	inhibitory	Inh VIP CLSTN2	NA	e4	Female	Male	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	136	female_vs_male_all_apoe::inhibitory::Inh VIP THSD7B::e2	inhibitory	Inh VIP THSD7B	NA	e2	Female	Male	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	137	female_vs_male_all_apoe::inhibitory::Inh VIP THSD7B::e33	inhibitory	Inh VIP THSD7B	NA	e33	Female	Male	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	138	female_vs_male_all_apoe::inhibitory::Inh VIP THSD7B::e4	inhibitory	Inh VIP THSD7B	NA	e4	Female	Male	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	139	female_vs_male_all_apoe::inhibitory::Inh VIP TSHZ2::e2	inhibitory	Inh VIP TSHZ2	NA	e2	Female	Male	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	140	female_vs_male_all_apoe::inhibitory::Inh VIP TSHZ2::e33	inhibitory	Inh VIP TSHZ2	NA	e33	Female	Male	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	141	female_vs_male_all_apoe::inhibitory::Inh VIP TSHZ2::e4	inhibitory	Inh VIP TSHZ2	NA	e4	Female	Male	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	142	female_vs_male_all_apoe::oligodendrocytes::Oli::e2	oligodendrocytes	Oli	NA	e2	Female	Male	oligodendrocytes::Oli::AD_vs_NCI__Female__e2	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	143	female_vs_male_all_apoe::oligodendrocytes::Oli::e33	oligodendrocytes	Oli	NA	e33	Female	Male	oligodendrocytes::Oli::AD_vs_NCI__Female__e33	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	144	female_vs_male_all_apoe::oligodendrocytes::Oli::e4	oligodendrocytes	Oli	NA	e4	Female	Male	oligodendrocytes::Oli::AD_vs_NCI__Female__e4	oligodendrocytes::Oli::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	145	female_vs_male_all_apoe::opcs::OPC::e2	opcs	OPC	NA	e2	Female	Male	opcs::OPC::AD_vs_NCI__Female__e2	opcs::OPC::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	146	female_vs_male_all_apoe::opcs::OPC::e33	opcs	OPC	NA	e33	Female	Male	opcs::OPC::AD_vs_NCI__Female__e33	opcs::OPC::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	147	female_vs_male_all_apoe::opcs::OPC::e4	opcs	OPC	NA	e4	Female	Male	opcs::OPC::AD_vs_NCI__Female__e4	opcs::OPC::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	148	female_vs_male_all_apoe::vasculature::End::e2	vasculature	End	NA	e2	Female	Male	vasculature::End::AD_vs_NCI__Female__e2	vasculature::End::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	149	female_vs_male_all_apoe::vasculature::End::e33	vasculature	End	NA	e33	Female	Male	vasculature::End::AD_vs_NCI__Female__e33	vasculature::End::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	150	female_vs_male_all_apoe::vasculature::End::e4	vasculature	End	NA	e4	Female	Male	vasculature::End::AD_vs_NCI__Female__e4	vasculature::End::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	151	female_vs_male_all_apoe::vasculature::Fib FLRT2::e2	vasculature	Fib FLRT2	NA	e2	Female	Male	vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	152	female_vs_male_all_apoe::vasculature::Fib FLRT2::e33	vasculature	Fib FLRT2	NA	e33	Female	Male	vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	153	female_vs_male_all_apoe::vasculature::Fib FLRT2::e4	vasculature	Fib FLRT2	NA	e4	Female	Male	vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	154	female_vs_male_all_apoe::vasculature::Fib SLC4A4::e2	vasculature	Fib SLC4A4	NA	e2	Female	Male	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	validated_complete	not_estimable	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	FALSE	not_estimable	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	155	female_vs_male_all_apoe::vasculature::Fib SLC4A4::e33	vasculature	Fib SLC4A4	NA	e33	Female	Male	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	156	female_vs_male_all_apoe::vasculature::Fib SLC4A4::e4	vasculature	Fib SLC4A4	NA	e4	Female	Male	vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	157	female_vs_male_all_apoe::vasculature::Per::e2	vasculature	Per	NA	e2	Female	Male	vasculature::Per::AD_vs_NCI__Female__e2	vasculature::Per::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	158	female_vs_male_all_apoe::vasculature::Per::e33	vasculature	Per	NA	e33	Female	Male	vasculature::Per::AD_vs_NCI__Female__e33	vasculature::Per::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	159	female_vs_male_all_apoe::vasculature::Per::e4	vasculature	Per	NA	e4	Female	Male	vasculature::Per::AD_vs_NCI__Female__e4	vasculature::Per::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	160	female_vs_male_all_apoe::vasculature::SMC::e2	vasculature	SMC	NA	e2	Female	Male	vasculature::SMC::AD_vs_NCI__Female__e2	vasculature::SMC::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	161	female_vs_male_all_apoe::vasculature::SMC::e33	vasculature	SMC	NA	e33	Female	Male	vasculature::SMC::AD_vs_NCI__Female__e33	vasculature::SMC::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	162	female_vs_male_all_apoe::vasculature::SMC::e4	vasculature	SMC	NA	e4	Female	Male	vasculature::SMC::AD_vs_NCI__Female__e4	vasculature::SMC::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	1	e2_vs_e33_all_sexes::astrocytes::Ast CHI3L1::Female	astrocytes	Ast CHI3L1	Female	NA	e2	e33	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e2	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	2	e2_vs_e33_all_sexes::astrocytes::Ast CHI3L1::Male	astrocytes	Ast CHI3L1	Male	NA	e2	e33	astrocytes::Ast CHI3L1::AD_vs_NCI__Male__e2	astrocytes::Ast CHI3L1::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	3	e2_vs_e33_all_sexes::astrocytes::Ast DPP10::Female	astrocytes	Ast DPP10	Female	NA	e2	e33	astrocytes::Ast DPP10::AD_vs_NCI__Female__e2	astrocytes::Ast DPP10::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	4	e2_vs_e33_all_sexes::astrocytes::Ast DPP10::Male	astrocytes	Ast DPP10	Male	NA	e2	e33	astrocytes::Ast DPP10::AD_vs_NCI__Male__e2	astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	5	e2_vs_e33_all_sexes::astrocytes::Ast GRM3::Female	astrocytes	Ast GRM3	Female	NA	e2	e33	astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	6	e2_vs_e33_all_sexes::astrocytes::Ast GRM3::Male	astrocytes	Ast GRM3	Male	NA	e2	e33	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	7	e2_vs_e33_all_sexes::excitatory_set1::Exc L2-3 CBLN2 LINC02306::Female	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	NA	e2	e33	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e2	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	8	e2_vs_e33_all_sexes::excitatory_set1::Exc L2-3 CBLN2 LINC02306::Male	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	NA	e2	e33	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	9	e2_vs_e33_all_sexes::excitatory_set2::Exc L3-4 RORB CUX2::Female	excitatory_set2	Exc L3-4 RORB CUX2	Female	NA	e2	e33	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	10	e2_vs_e33_all_sexes::excitatory_set2::Exc L3-4 RORB CUX2::Male	excitatory_set2	Exc L3-4 RORB CUX2	Male	NA	e2	e33	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
similarity_dimension_manifest_v1	2	e2_vs_e33_all_sexes	Figure_4	11	e2_vs_e33_all_sexes::excitatory_set2::Exc L3-5 RORB PLCH1::Female	excitatory_set2	Exc L3-5 RORB PLCH1	Female	NA	e2	e33	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	108
