schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	pipeline_config_sha256	execution_config_sha256	rds_manifest_sha256	phase09_status_sha256	phase09_artifacts_sha256	phase09_checks_sha256	phase09_master_sha256	phase09_annotated_sha256	phase09_reference_inventory_sha256	rds_sets	fine_cell_types	planned_contrasts	mitochondrial_features	comparison_families	planned_dimensions	state_pair_rows	result_rows	ranking_eligible_rows	rank_set_rows	permutations	permutation_profile	base_seed	fdr_method	fdr_family	failed_checks	r_version	data_table_version	yaml_version	digest_version	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
mitochondrial_similarity_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:similarity	similarity	scripts/10_calculate_mitochondrial_similarity.R	8efeebe6002757d7a43480d9a158d6c9ffa980b918f28be27731b15f35217686	3f08e88ab4c4bf73681bc1883dd1a21210d6e84a9dede2df1b0ddc14efb8fbe8	5fe53ad08c5260037906b240d1f3cb4c398e88671a504c62d3a921aba8507fd9	5a5ae29447668e1a9ccb6aaac1d8d0e4939b442028bf0abe16bf6514d12836c3	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	aa4646ac3129f815e0ba04259fba5cc5424379748a5fb4871b88a74d854b11fc	cd90a39d1024836beb44d8dc0e2b53a2a3e7c1d1db1412bd488e66c006a2d474	514e5a59119baa831f3b2eadc7d37a2e6611f1cc4df36f44f9e4970eb1772000	b1a7e9b627c983d083df74cbe1173b8cb3e9007e1afc641747e8c30ec17f9203	efff37d0eba899891a2948b47fd02cd70a53299c71ad80663bb415c4e46753f8	dcf54ac42fe00a7f8d12a1a894a6e4c26a4f758d81b57950b6775aa6c0874016	9	54	324	1300	6	540	702000	7800	4603	5220	10000	minerva_production	10092026	BH	comparison_id_x_analysis_universe	0	4.3.3	1.18.4	2.3.12	0.6.39	10.8634490966797	1974.25580620766	validated_complete	5e8f5889b40941771136108c35a9cea346277364	2026-07-23 15:59:37 UTC
