schema_version	similarity_feature_id	feature_id_original	reference_only_id	reference_only	reference_source	representative_rds_id	source_rds_count	symbol_original	symbol_hgnc_current	hgnc_id	ensembl_id_stable	mapping_status	mapping_consistent	mito_tier	genome_origin	sub_mito_localization	extended_reference_member	measured	test_eligible	test_exclusion_reason	in_core_mito	in_all_mito_related	scoreable_source_feature
mitochondrial_similarity_feature_manifest_v1	DNM1L	DNM1L	NA	FALSE	assay_feature	astrocytes	9	DNM1L	DNM1L	HGNC:2973	ENSG00000087470	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	DTYMK	DTYMK	NA	FALSE	assay_feature	astrocytes	9	DTYMK	DTYMK	HGNC:3061	ENSG00000168393	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	DUS2	DUS2	NA	FALSE	assay_feature	astrocytes	9	DUS2	DUS2	HGNC:26014	ENSG00000167264	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	DUSP23	DUSP23	NA	FALSE	assay_feature	astrocytes	9	DUSP23	DUSP23	HGNC:21480	ENSG00000158716	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	DUT	DUT	NA	FALSE	assay_feature	astrocytes	9	DUT	DUT	HGNC:3078	ENSG00000128951	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EARS2	EARS2	NA	FALSE	assay_feature	astrocytes	9	EARS2	EARS2	HGNC:29419	ENSG00000103356	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECH1	ECH1	NA	FALSE	assay_feature	astrocytes	9	ECH1	ECH1	HGNC:3149	ENSG00000104823	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECHDC1	ECHDC1	NA	FALSE	assay_feature	astrocytes	9	ECHDC1	ECHDC1	HGNC:21489	ENSG00000093144	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECHDC2	ECHDC2	NA	FALSE	assay_feature	astrocytes	9	ECHDC2	ECHDC2	HGNC:23408	ENSG00000121310	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECHDC3	ECHDC3	NA	FALSE	assay_feature	astrocytes	9	ECHDC3	ECHDC3	HGNC:23489	ENSG00000134463	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECHS1	ECHS1	NA	FALSE	assay_feature	astrocytes	9	ECHS1	ECHS1	HGNC:3151	ENSG00000127884	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECI1	ECI1	NA	FALSE	assay_feature	astrocytes	9	ECI1	ECI1	HGNC:2703	ENSG00000167969	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECI2	ECI2	NA	FALSE	assay_feature	astrocytes	9	ECI2	ECI2	HGNC:14601	ENSG00000198721	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ECSIT	ECSIT	NA	FALSE	assay_feature	astrocytes	9	ECSIT	ECSIT	HGNC:29548	ENSG00000130159	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EFHD1	EFHD1	NA	FALSE	assay_feature	astrocytes	9	EFHD1	EFHD1	HGNC:29556	ENSG00000115468	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EHHADH	EHHADH	NA	FALSE	assay_feature	astrocytes	9	EHHADH	EHHADH	HGNC:3247	ENSG00000113790	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EIF2AK1	EIF2AK1	NA	FALSE	assay_feature	astrocytes	9	EIF2AK1	EIF2AK1	HGNC:24921	ENSG00000086232	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EIF2S1	EIF2S1	NA	FALSE	assay_feature	astrocytes	9	EIF2S1	EIF2S1	HGNC:3265	ENSG00000134001	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EIF2S2	EIF2S2	NA	FALSE	assay_feature	astrocytes	9	EIF2S2	EIF2S2	HGNC:3266	ENSG00000125977	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EIF2S3	EIF2S3	NA	FALSE	assay_feature	astrocytes	9	EIF2S3	EIF2S3	HGNC:3267	ENSG00000130741	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ELAC2	ELAC2	NA	FALSE	assay_feature	astrocytes	9	ELAC2	ELAC2	HGNC:14198	ENSG00000006744	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ENDOG	ENDOG	NA	FALSE	assay_feature	astrocytes	9	ENDOG	ENDOG	HGNC:3346	ENSG00000167136	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EPHX2	EPHX2	NA	FALSE	assay_feature	astrocytes	9	EPHX2	EPHX2	HGNC:3402	ENSG00000120915	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ERAL1	ERAL1	NA	FALSE	assay_feature	astrocytes	9	ERAL1	ERAL1	HGNC:3424	ENSG00000132591	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ESR1	ESR1	NA	FALSE	assay_feature	astrocytes	9	ESR1	ESR1	HGNC:3467	ENSG00000091831	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ESRRA	ESRRA	NA	FALSE	assay_feature	astrocytes	9	ESRRA	ESRRA	HGNC:3471	ENSG00000173153	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETFA	ETFA	NA	FALSE	assay_feature	astrocytes	9	ETFA	ETFA	HGNC:3481	ENSG00000140374	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETFB	ETFB	NA	FALSE	assay_feature	astrocytes	9	ETFB	ETFB	HGNC:3482	ENSG00000105379	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETFBKMT	ETFBKMT	NA	FALSE	assay_feature	astrocytes	9	ETFBKMT	ETFBKMT	HGNC:28739	ENSG00000139160	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETFDH	ETFDH	NA	FALSE	assay_feature	astrocytes	9	ETFDH	ETFDH	HGNC:3483	ENSG00000171503	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETFRF1	ETFRF1	NA	FALSE	assay_feature	astrocytes	9	ETFRF1	ETFRF1	HGNC:27052	ENSG00000205707	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ETHE1	ETHE1	NA	FALSE	assay_feature	astrocytes	9	ETHE1	ETHE1	HGNC:23287	ENSG00000105755	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EXD2	EXD2	NA	FALSE	assay_feature	astrocytes	9	EXD2	EXD2	HGNC:20217	ENSG00000081177	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	EXOG	EXOG	NA	FALSE	assay_feature	astrocytes	9	EXOG	EXOG	HGNC:3347	ENSG00000157036	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FABP1	FABP1	NA	FALSE	assay_feature	astrocytes	9	FABP1	FABP1	HGNC:3555	ENSG00000163586	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAHD1	FAHD1	NA	FALSE	assay_feature	astrocytes	9	FAHD1	FAHD1	HGNC:14169	ENSG00000180185	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAHD2A	FAHD2A	NA	FALSE	assay_feature	astrocytes	9	FAHD2A	FAHD2A	HGNC:24252	ENSG00000115042	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM136A	FAM136A	NA	FALSE	assay_feature	astrocytes	9	FAM136A	TIMCC	HGNC:25911	ENSG00000035141	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM162A	FAM162A	NA	FALSE	assay_feature	astrocytes	9	FAM162A	FAM162A	HGNC:17865	ENSG00000114023	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM173A	FAM173A	NA	FALSE	assay_feature	astrocytes	9	FAM173A	ANTKMT	HGNC:14152	ENSG00000103254	mapped_previous_symbol	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM173B	FAM173B	NA	FALSE	assay_feature	astrocytes	9	FAM173B	ATPSCKMT	HGNC:27029	ENSG00000150756	mapped_previous_symbol	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM185A	FAM185A	NA	FALSE	assay_feature	astrocytes	9	FAM185A	FAM185A	HGNC:22412	ENSG00000222011	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM210A	FAM210A	NA	FALSE	assay_feature	astrocytes	9	FAM210A	MIMS1	HGNC:28346	ENSG00000177150	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM210B	FAM210B	NA	FALSE	assay_feature	astrocytes	9	FAM210B	MIMS2	HGNC:16102	ENSG00000124098	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAM213A	FAM213A	NA	FALSE	assay_feature	astrocytes	9	FAM213A	PRXL2A	HGNC:28651	ENSG00000122378	mapped_previous_symbol	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FARS2	FARS2	NA	FALSE	assay_feature	astrocytes	9	FARS2	FARS2	HGNC:21062	ENSG00000145982	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FAS	FAS	NA	FALSE	assay_feature	astrocytes	9	FAS	FAS	HGNC:11920	ENSG00000026103	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASN	FASN	NA	FALSE	assay_feature	astrocytes	9	FASN	FASN	HGNC:3594	ENSG00000169710	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASTK	FASTK	NA	FALSE	assay_feature	astrocytes	9	FASTK	FASTK	HGNC:24676	ENSG00000164896	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASTKD1	FASTKD1	NA	FALSE	assay_feature	astrocytes	9	FASTKD1	FASTKD1	HGNC:26150	ENSG00000138399	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASTKD2	FASTKD2	NA	FALSE	assay_feature	astrocytes	9	FASTKD2	FASTKD2	HGNC:29160	ENSG00000118246	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASTKD3	FASTKD3	NA	FALSE	assay_feature	astrocytes	9	FASTKD3	FASTKD3	HGNC:28758	ENSG00000124279	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FASTKD5	FASTKD5	NA	FALSE	assay_feature	astrocytes	9	FASTKD5	FASTKD5	HGNC:25790	ENSG00000215251	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	FALSE	zero_or_nonfinite_raw_counts	TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FBXL4	FBXL4	NA	FALSE	assay_feature	astrocytes	9	FBXL4	FBXL4	HGNC:13601	ENSG00000112234	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FDPS	FDPS	NA	FALSE	assay_feature	astrocytes	9	FDPS	FDPS	HGNC:3631	ENSG00000160752	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FDX1	FDX1	NA	FALSE	assay_feature	astrocytes	9	FDX1	FDX1	HGNC:3638	ENSG00000137714	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FDX2	FDX2	NA	FALSE	assay_feature	astrocytes	9	FDX2	FDX2	HGNC:30546	ENSG00000267673	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	FALSE	zero_or_nonfinite_raw_counts	TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FDXR	FDXR	NA	FALSE	assay_feature	astrocytes	9	FDXR	FDXR	HGNC:3642	ENSG00000161513	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FECH	FECH	NA	FALSE	assay_feature	astrocytes	9	FECH	FECH	HGNC:3647	ENSG00000066926	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FH	FH	NA	FALSE	assay_feature	astrocytes	9	FH	FH	HGNC:3700	ENSG00000091483	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FHIT	FHIT	NA	FALSE	assay_feature	astrocytes	9	FHIT	FHIT	HGNC:3701	ENSG00000189283	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FIS1	FIS1	NA	FALSE	assay_feature	astrocytes	9	FIS1	FIS1	HGNC:21689	ENSG00000214253	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FKBP10	FKBP10	NA	FALSE	assay_feature	astrocytes	9	FKBP10	FKBP10	HGNC:18169	ENSG00000141756	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FKBP8	FKBP8	NA	FALSE	assay_feature	astrocytes	9	FKBP8	FKBP8	HGNC:3724	ENSG00000105701	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FLAD1	FLAD1	NA	FALSE	assay_feature	astrocytes	9	FLAD1	FLAD1	HGNC:24671	ENSG00000160688	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FMC1	FMC1	NA	FALSE	assay_feature	astrocytes	9	FMC1	FMC1	HGNC:26946	ENSG00000164898	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FOXO3	FOXO3	NA	FALSE	assay_feature	astrocytes	9	FOXO3	FOXO3	HGNC:3821	ENSG00000118689	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FOXRED1	FOXRED1	NA	FALSE	assay_feature	astrocytes	9	FOXRED1	FOXRED1	HGNC:26927	ENSG00000110074	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FPGS	FPGS	NA	FALSE	assay_feature	astrocytes	9	FPGS	FPGS	HGNC:3824	ENSG00000136877	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FTH1	FTH1	NA	FALSE	assay_feature	astrocytes	9	FTH1	FTH1	HGNC:3976	ENSG00000167996	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FTMT	FTMT	NA	FALSE	assay_feature	astrocytes	9	FTMT	FTMT	HGNC:17345	ENSG00000181867	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	FALSE	zero_or_nonfinite_raw_counts	TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FUNDC1	FUNDC1	NA	FALSE	assay_feature	astrocytes	9	FUNDC1	FUNDC1	HGNC:28746	ENSG00000069509	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	TRUE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FUNDC2	FUNDC2	NA	FALSE	assay_feature	astrocytes	9	FUNDC2	FUNDC2	HGNC:24925	ENSG00000165775	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	FXN	FXN	NA	FALSE	assay_feature	astrocytes	9	FXN	FXN	HGNC:3951	ENSG00000165060	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	FALSE	zero_or_nonfinite_raw_counts	TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GABPA	GABPA	NA	FALSE	assay_feature	astrocytes	9	GABPA	GABPA	HGNC:4071	ENSG00000154727	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GABPB1	GABPB1	NA	FALSE	assay_feature	astrocytes	9	GABPB1	GABPB1	HGNC:4074	ENSG00000104064	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GADD45GIP1	GADD45GIP1	NA	FALSE	assay_feature	astrocytes	9	GADD45GIP1	GADD45GIP1	HGNC:29996	ENSG00000179271	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GARS	GARS	NA	FALSE	assay_feature	astrocytes	9	GARS	GARS1	HGNC:4162	ENSG00000106105	mapped_previous_symbol	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GATB	GATB	NA	FALSE	assay_feature	astrocytes	9	GATB	GATB	HGNC:8849	ENSG00000059691	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GATC	GATC	NA	FALSE	assay_feature	astrocytes	9	GATC	GATC	HGNC:25068	ENSG00000257218	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GATD3A	GATD3A	NA	FALSE	assay_feature	astrocytes	9	GATD3A	GATD3	HGNC:1273	ENSG00000160221	mapped_previous_symbol	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GATM	GATM	NA	FALSE	assay_feature	astrocytes	9	GATM	GATM	HGNC:4175	ENSG00000171766	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GBF1	GBF1	NA	FALSE	assay_feature	astrocytes	9	GBF1	GBF1	HGNC:4181	ENSG00000107862	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GCAT	GCAT	NA	FALSE	assay_feature	astrocytes	9	GCAT	GCAT	HGNC:4188	ENSG00000100116	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GCDH	GCDH	NA	FALSE	assay_feature	astrocytes	9	GCDH	GCDH	HGNC:4189	ENSG00000105607	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GCSH	GCSH	NA	FALSE	assay_feature	astrocytes	9	GCSH	GCSH	HGNC:4208	ENSG00000140905	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GDA	GDA	NA	FALSE	assay_feature	astrocytes	9	GDA	GDA	HGNC:4212	ENSG00000119125	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GDAP1	GDAP1	NA	FALSE	assay_feature	astrocytes	9	GDAP1	GDAP1	HGNC:15968	ENSG00000104381	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GFER	GFER	NA	FALSE	assay_feature	astrocytes	9	GFER	GFER	HGNC:4236	ENSG00000127554	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GFM1	GFM1	NA	FALSE	assay_feature	astrocytes	9	GFM1	GFM1	HGNC:13780	ENSG00000168827	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GFM2	GFM2	NA	FALSE	assay_feature	astrocytes	9	GFM2	GFM2	HGNC:29682	ENSG00000164347	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GHITM	GHITM	NA	FALSE	assay_feature	astrocytes	9	GHITM	GHITM	HGNC:17281	ENSG00000165678	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GLDC	GLDC	NA	FALSE	assay_feature	astrocytes	9	GLDC	GLDC	HGNC:4313	ENSG00000178445	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GLOD4	GLOD4	NA	FALSE	assay_feature	astrocytes	9	GLOD4	GLOD4	HGNC:14111	ENSG00000167699	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	GLRX2	GLRX2	NA	FALSE	assay_feature	astrocytes	9	GLRX2	GLRX2	HGNC:16065	ENSG00000023572	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
