schema_version	analysis_id	analysis_tier	candidate_contexts	unique_genes	nuclear_genes	nuclear_contexts	mtdna_contexts	base_routes	genome_build	p1	p2	p12	execution_stage	backend	run_id	host	total_memory_gib	max_peak_memory_gib	source_release	exact_source_reproduction	scientific_config_sha256	tier1_status_sha256	R	coloc	susieR	data_table	started_utc	interpretation_scope
human_genetic_support_tier2_coloc_v1	phase19_human_genetic_support_tier2_coloc_v1	2	47	25	19	27	20	54	GRCh38	1e-04	1e-04	5e-06	local_production_equivalent	direct	phase19_tier2_local_20260821	homedesktop	15	8	open_alternative_2026_08_v1	FALSE	f5481246389e93ef8109769da18dd0ca7b4751ff8cb9854344afdc240eb803ff	afc964c766302415cec97db8271f2e4858a832a9d8a027f176086d0285482173	R version 4.3.3 (2024-02-29)	5.2.3	0.14.2	1.18.4	2026-08-21 15:22:51 UTC	Open-data Tier 2 source/model audit with terminal route assessment
