schema_version	validation_status	run_id	execution_stage	execution_backend	technical_status	scientific_status	source_access_ready	exact_source_reproduction	full_phase19_complete	candidate_contexts	unique_genes	nuclear_genes	nuclear_contexts	mtdna_contexts	base_routes	precomputed_resolved_routes	custom_resolved_routes	not_assessable_routes	qtl_finemapping_rows	candidate_gwas_rows	blocking_check_failures	output_files	artifact_manifest_sha256	completed_utc	next_required_action
human_genetic_support_tier2_coloc_v1	validated_complete_tier2_regional_coloc	phase19_tier2_local_20260821	local_production_equivalent	direct	validated_complete_tier2	tier2_open_alternative_complete_classical_coloc_not_assessable	TRUE	FALSE	FALSE	47	25	19	27	20	54	0	0	54	9363	311180	0	23	0df73606e4a17fb7547c95e1178438fe0656039f05c0dea98b60f93b66904c9a	2026-08-21 15:22:51 UTC	optional_targeted_dense_QTL_and_LD_or_exact_source_sensitivity
