schema_version	path	bytes	sha256	source_id	source_version	source_role	validation_state
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_candidate_manifest.tsv	7579	c79b0a10065357469d12246dd46c9d63124b446388e4c5cd7031998033703a04	Tier1	human_genetic_support_tier2_coloc_v1	candidate_manifest	validated
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_candidate_loci.tsv	3603	f4eaddd30b73fa3a911c4bd2a294856341a2dce1bd95de3e827e0bbd6086c267	Tier1	human_genetic_support_tier2_coloc_v1	candidate_loci	validated
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_evidence_summary.tsv	14893	a183215ecf344a56cc5f4c2980b01fc16618809c25968d87673a7c0c6ed1bfcc	Tier1	human_genetic_support_tier2_coloc_v1	evidence_summary	validated
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_common_variant_evidence.tsv.gz	19978	5d0bf3d2e180cfbce72a14cb42a1b9d97656e67daed98bac18b4d847af97f374	Tier1	human_genetic_support_tier2_coloc_v1	common_variant_screen	validated
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_artifacts.tsv	3213	72f2d39bbedbc5f18114c2dc534b146796c5751c09a34bab9b1192b394d84019	Tier1	human_genetic_support_tier2_coloc_v1	artifact_manifest	validated
human_genetic_support_tier2_coloc_v1	results/minerva_production/19_genetic_support_tier1/genetic_support_status.tsv	534	afc964c766302415cec97db8271f2e4858a832a9d8a027f176086d0285482173	Tier1	human_genetic_support_tier2_coloc_v1	status	validated
human_genetic_support_tier2_coloc_v1	config/phase19_genetic_support.yml	3889	38464e571d5fd6bd29bbce5a22efcd6fc4e35292735f9a47d369f63b1439592d	Tier1	human_genetic_support_tier2_coloc_v1	scientific_config	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/AD_loci_unified_cs95orColocs_Pval1e5_variant_level.csv.gz	420278	c4c052cbc5e500b6f9b4d0e5f31a38fa15463dc95df9b6e27421c01d4467f6e1	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	tier1_variant_summary	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/unified_AD_loci_xQTL_summary.xlsx	8643116	e3cb20c0c55502644db47337ea8f7bb0367267b819bc01c6327833071b5ed3c5	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	tier1_unified_workbook	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/context_meta.tsv	2179	e0c5e5eea791c848a4989c2d8d98cd391b6b0451978b7de2d4e4d1b3c00faf3e	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	context_metadata	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/statfungen_synapse_staging_folder_structure.yml	59773	146f429fa32e53d678210e7456681f968e9845201e1d90fbbd8d489f62d137b8	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	source_structure	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/xqtl_resource_description.md	21141	5c44d523be30cc54f01fc83c33fdb40c03dc352a2090c4e5943f26fa55b87343	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	resource_description	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/xqtl_resource_format.md	52789	8d0a07409ebdde4d35f8ce0f227e80c1ef80fa4f283977d3583cf63a82c9a7df	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	resource_format	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/AD_GWAS.md	3839	4895bce0901e809ecec2119c219da1368391d3cc1067b8ed5c57879411f295c3	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	ad_gwas_metadata	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/source_downloads/ld_reference.md	2155	9061b95db5010fddbf825191f26355355734589bcf556efddacf31c44403ff49	FunGen-xQTL_public_snapshot	f6f63fc319a417213cf1e86ec0eb14fcb53d2427	ld_metadata	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.eQTL.single_context_finemapping_all.manifest.txt	193964	ae10477839b53256b561d12156fb86a7843b7136508479a03c2c8464aae4fb4b	NG00184_eqtl_finemapping_manifest	NG00184.v1	immutable eQTL fine-mapping child manifest	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.eQTL.single_context_finemapping_all.tar	365291520	554a9303d54fea6ab34d91eb35afe4ee99264dea7f3ae599bf2eb83841841931	NG00184_eqtl_finemapping_all	NG00184.v1	released bulk-brain eQTL fine-mapping rows	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.sQTL.single_context_finemapping_all.manifest.txt	53063	bb7c1fa4e2bc13ebdd8a00fef13d67e9142bd20713b1856455dde9c2e001c3f4	NG00184_sqtl_finemapping_manifest	NG00184.v1	immutable sQTL fine-mapping child manifest	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.sQTL.single_context_finemapping_all.tar	563374080	a65eb8c458d0d151cec2ea0b6e2c80aef81d36a17688723e190b7a0547d150ba	NG00184_sqtl_finemapping_all	NG00184.v1	released bulk-brain sQTL fine-mapping rows	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.snuc-eQTL.single_context_finemapping_all.manifest.txt	356256	b089830d0ba98d4fa22150598bf7710afbadc18bc6d08a8c142ff705baebdfc3	NG00184_snuc_eqtl_finemapping_manifest	NG00184.v1	immutable single-nucleus eQTL fine-mapping child manifest	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.snuc-eQTL.single_context_finemapping_all.tar	313733120	2f2cdf316e825cf424ce5532679584bba70fa8d11b58f8698ce178b2ddeafcc0	NG00184_snuc_eqtl_finemapping_all	NG00184.v1	released single-nucleus eQTL fine-mapping rows	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.metadata.json	7986989	2281e63bb7f1b45242e69545f1484220c8ad5cd85578b81eab59f161170f3227	NG00184_metadata_json	NG00184.v1	QTL context and model metadata	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.metadata.txt	4177756	b8ccf9520276b532f7a43f943db6ab9a737bc12c3f12bbf833f1a8b54a12029f	NG00184_metadata_tsv	NG00184.v1	QTL context and model metadata	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/ADSP_FunGen_xQTL.v1.combined_manifest.txt	5955	f32947f79c51676b9cc12495a2499159c31f9460663292889bfbc9f4bbbf08d7	NG00184_combined_manifest	NG00184.v1	immutable NG00184 release manifest	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/gwas_catalog/md5sum.txt	140	92d997145d497fdc217bed9a7c176a86c5b48c624e86e219a21fc6e7257eeaea	Bellenguez2022_checksum	GCST90027158	official GWAS Catalog source checksum	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/gwas_catalog/GCST90027158_buildGRCh38.tsv.gz	755201909	013134d22a2a0c2dd0cb683192d0c109da1aec83ba54d94a837a8b71bcbc4a1f	Bellenguez2022_AD_GWAS	GCST90027158	full primary AD GWAS summary statistics	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/ANKRD11.tsv	5462420	a667981534b76a328ff88e33d62c2ef4ef53d823908a37914fd59e87089ef91a	NG00184_gene_ANKRD11	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/APOE.tsv	218506	b2d12360bd6849de9cdf19a582a7d55212c3272f436f59ffdd4f921b6c92c7c1	NG00184_gene_APOE	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/ATP6V1F.tsv	19376	0b9dc2d14e3546cf5f983b16ab569dbacdc008b9a591bc470c4e56db98c27c5f	NG00184_gene_ATP6V1F	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/COX4I1.tsv	19483	4aeeedd0d1d98d54ec508b2f17dab719c1c366511817c7df289914475d7d7377	NG00184_gene_COX4I1	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/COX6B1.tsv	191495	c1d52d66363c813e45694ac1198d00e1cb9e8365dcc1d87f63f6181006225946	NG00184_gene_COX6B1	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/COX7C.tsv	35525	d21abbfb49d2ad3c2db7b4e03ae62d61222a44d55e6eeb05127a89aeb5c021bc	NG00184_gene_COX7C	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/DYNLT1.tsv	468454	806d8dc9fb404e4c44ea3bf514f9056e2e875c5b56782d780e35269be72ba9eb	NG00184_gene_DYNLT1	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/FTL.tsv	3991	c302d34eaac1df6743513202e32f818465172d47338d4a4223994a8f19af734d	NG00184_gene_FTL	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/LAMTOR5.tsv	22661	91d5e2b787c5cf61b880e38a0ab90882e5c9079ac5f22882818c3c8eaf184a5c	NG00184_gene_LAMTOR5	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/LAPTM4A.tsv	93964	5c579cb14833ab5744f96038a34090cf9c3f30d3f11100965a09c31bb08b6b0b	NG00184_gene_LAPTM4A	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/NCOA1.tsv	1294113	cac48378e378aef257f5201a1a79195b1facc56ae0843a8d8c8064d40cfefa18	NG00184_gene_NCOA1	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPL11.tsv	35413	1e2c38618b04d17777acce7cb5d081abedaf9ec2cf10c86025d72b8424b7d80a	NG00184_gene_RPL11	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPL15.tsv	13067	0dcf1ce54c65d4ea6634c3510dde7df901383c94f199aa0d99bb5555b8150907	NG00184_gene_RPL15	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPL38.tsv	71357	11efd99a91c81bc76b4674a19f7998ee14c449db5a1818658e0d3f20a2f21252	NG00184_gene_RPL38	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPLP1.tsv	200153	9e6d3f8d9618524fcfdeefd8aa1f2cc0a27d28498fa4d94fa736780ca2ed7030	NG00184_gene_RPLP1	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPS13.tsv	316923	f93506835e89a294698d3282200c0d53045fa612dfcc4520da1a696a674ccae6	NG00184_gene_RPS13	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/RPS15.tsv	66866	c555a403e171eeaedead6a4b46c611b8bbcdc61599b86216ab52feaa557fb0a6	NG00184_gene_RPS15	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/SELENOW.tsv	337380	cb7d1971a82687035bc7e037b1f359daef2536b29d3677a331497123b5749f87	NG00184_gene_SELENOW	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/niagads_ng00184/gene_queries/UQCR10.tsv	102244	934f04e62fb7ed8056fed93060b632ca43c8f0a4d10c143db5603666c212e951	NG00184_gene_UQCR10	NG00184.portal	significant-only candidate-gene coverage screen	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/alternative_source_manifest.tsv	14206	3168b5842d07eee8bbce84b2a72012f379693082187781bc33ece9167064ada3	open_alternative_2026_08_v1	2026-08-21	alternative_source_manifest	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/regional_inputs/ng00184_candidate_qtl_finemapping.tsv.gz	328113	0013af5b06df5655f5a87167f4b141a85c23aa241026979f75119db06ad5b595	NG00184	v1	candidate_qtl_finemapping_extract	validated
human_genetic_support_tier2_coloc_v1	data/reference/phase19_genetic_support/tier2/regional_inputs/bellenguez_candidate_gwas.tsv.gz	7429474	25eaf3646f105ab59017cc38fd34eaf01a326ee4fd411f405b53c3882e8e4bd6	GCST90027158	GRCh38	candidate_gwas_extract	validated
