schema_version	figure_family	record_type	panel_id	context_id	scope_id	contrast_id	nuclear_score	departure	common_range_low	common_range_high	checkpoint	checkpoint_substitution	slope_rewiring_observed	context_role	supported_endpoints	carrier_endpoints	compatibility_pass	compatibility_classification	bridge_authorized	gate_status	permitted_wording
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.639653236070514	-0.0084705463120576	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.59652530632054	-0.00420568455728774	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.553397376570566	5.91771974821261e-05	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.510269446820591	0.00432403895225199	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.467141517070617	0.00858890070702185	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.424013587320643	0.0128537624617917	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.380885657570668	0.0171186242165616	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.337757727820694	0.0213834859713314	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.29462979807072	0.0256483477261013	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
phase15_figure_package_v1	slope_departure_atlas	prediction_departure_grid	context_pages	astrocytes	general	general_equal_stratum_AD_minus_NCI	-0.251501868320745	0.0299132094808712	-0.639653236070514	1.08546395392846	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
