rds_id	canonical_symbol	human_gene_id	description	synonyms	sub_mito_localization	mito_pathways	duplicate_canonical_symbol	mapped_feature	match_type	tested	measured
excitatory_set1	CLPX	10845	caseinolytic mitochondrial matrix peptidase chaperone subunit X	EPP2	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Proteases	FALSE	CLPX	canonical	TRUE	TRUE
excitatory_set1	CLYBL	171425	citramalyl-CoA lyase	CLB	Matrix	Metabolism > Carbohydrate metabolism > Itaconate metabolism	FALSE	CLYBL	canonical	TRUE	TRUE
excitatory_set1	CMC1	152100	C-X9-C motif containing 1	C3orf68	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	CMC1	canonical	TRUE	TRUE
excitatory_set1	CMC2	56942	C-X9-C motif containing 2	2310061C15Rik|C16orf61|DC13	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	CMC2	canonical	TRUE	TRUE
excitatory_set1	CMC4	100272147	C-X9-C motif containing 4	C6.1B|MTCP1|MTCP1B|MTCP1NB|p8|p8MTCP1	IMS	0	FALSE	CMC4;MTCP1	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	CMPK2	129607	cytidine/uridine monophosphate kinase 2	NDK|TMPK2|TYKi|UMP-CMPK2	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	FALSE	CMPK2	canonical	TRUE	TRUE
excitatory_set1	COA1	55744	cytochrome c oxidase assembly factor 1 homolog	C7orf44|MITRAC15	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA1	canonical	TRUE	TRUE
excitatory_set1	COA3	28958	cytochrome c oxidase assembly factor 3	CCDC56|COX25|HSPC009|MITRAC12	MIM	Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA3	canonical	TRUE	TRUE
excitatory_set1	COA4	51287	cytochrome c oxidase assembly factor 4 homolog	CHCHD8|CMC3|E2IG2	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA4	canonical	TRUE	TRUE
excitatory_set1	COA5	493753	cytochrome c oxidase assembly factor 5	6330578E17Rik|C2orf64|CEMCOX3|Pet191	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA5	canonical	TRUE	TRUE
excitatory_set1	COA6	388753	cytochrome c oxidase assembly factor 6	C1orf31|CEMCOX4	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA6	canonical	TRUE	TRUE
excitatory_set1	COA7	65260	cytochrome c oxidase assembly factor 7 (putative)	C1orf163|RESA1|SCAN3|SELRC1	IMS	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COA7	canonical	TRUE	TRUE
excitatory_set1	COA8	84334	cytochrome c oxidase assembly factor 8	APOP|APOP1|APOPT1|C14orf153	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	APOPT1	unique_synonym	FALSE	TRUE
excitatory_set1	COASY	80347	Coenzyme A synthase	DPCK|NBIA6|NBP|PCH12|PPAT|UKR1|pOV-2	Matrix	Metabolism > Metals and cofactors > Coenzyme A metabolism	FALSE	COASY;PPAT	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	COMT	1312	catechol-O-methyltransferase	HEL-S-98n	Membrane	Metabolism > Amino acid metabolism > Catechol metabolism	FALSE	COMT	canonical	TRUE	TRUE
excitatory_set1	COMTD1	118881	catechol-O-methyltransferase domain containing 1	-	Membrane	0	FALSE	COMTD1	canonical	TRUE	TRUE
excitatory_set1	COQ10A	93058	coenzyme Q10A	-	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ10A	canonical	TRUE	TRUE
excitatory_set1	COQ10B	80219	coenzyme Q10B	-	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ10B	canonical	TRUE	TRUE
excitatory_set1	COQ2	27235	coenzyme Q2, polyprenyltransferase	CL640|COQ10D1|MSA1|PHB:PPT	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ2	canonical	TRUE	TRUE
excitatory_set1	COQ3	51805	coenzyme Q3, methyltransferase	DHHBMT|DHHBMTASE|UG0215E05|bA9819.1	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ3	canonical	TRUE	TRUE
excitatory_set1	COQ4	51117	coenzyme Q4	CGI-92|COQ10D7	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ4	canonical	TRUE	TRUE
excitatory_set1	COQ5	84274	coenzyme Q5, methyltransferase	-	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ5	canonical	TRUE	TRUE
excitatory_set1	COQ6	51004	coenzyme Q6, monooxygenase	CGI-10|CGI10|COQ10D6	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ6	canonical	TRUE	TRUE
excitatory_set1	COQ7	10229	coenzyme Q7, hydroxylase	CAT5|CLK-1|CLK1|COQ10D8	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	CLK1;COQ7	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	COQ8A	56997	coenzyme Q8A	ADCK3|ARCA2|CABC1|COQ10D4|COQ8|SCAR9	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ8A	canonical	TRUE	TRUE
excitatory_set1	COQ8B	79934	coenzyme Q8B	ADCK4|NPHS9	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ8B	canonical	TRUE	TRUE
excitatory_set1	COQ9	57017	coenzyme Q9	C16orf49|COQ10D5	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	FALSE	COQ9	canonical	TRUE	TRUE
excitatory_set1	COX10	1352	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10	-	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors	FALSE	COX10	canonical	TRUE	TRUE
excitatory_set1	COX11	1353	cytochrome c oxidase copper chaperone COX11	COX11P	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	FALSE	COX11	canonical	TRUE	TRUE
excitatory_set1	COX14	84987	cytochrome c oxidase assembly factor COX14	C12orf62|PCAG1	MIM	Mitochondrial central dogma > Translation > Translation factors | OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COX14	canonical	TRUE	TRUE
excitatory_set1	COX15	1355	cytochrome c oxidase assembly homolog COX15	CEMCOX2	MIM	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors	FALSE	COX15	canonical	TRUE	TRUE
excitatory_set1	COX16	51241	cytochrome c oxidase assembly factor COX16	C14orf112|HSPC203|hCOX16	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COX16	canonical	TRUE	TRUE
excitatory_set1	COX17	10063	cytochrome c oxidase copper chaperone COX17	-	IMS	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	FALSE	COX17	canonical	TRUE	TRUE
excitatory_set1	COX18	285521	cytochrome c oxidase assembly factor COX18	COX18HS	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COX18	canonical	TRUE	TRUE
excitatory_set1	COX19	90639	cytochrome c oxidase assembly factor COX19	-	IMS	OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors	FALSE	COX19	canonical	TRUE	TRUE
excitatory_set1	COX20	116228	cytochrome c oxidase assembly factor COX20	FAM36A	MIM	OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	COX20	canonical	TRUE	TRUE
excitatory_set1	COX4I1	1327	cytochrome c oxidase subunit 4I1	COX IV-1|COX4|COX4-1|COXIV|COXIV-1	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX4I1	canonical	TRUE	TRUE
excitatory_set1	COX4I2	84701	cytochrome c oxidase subunit 4I2	COX4|COX4-2|COX4B|COX4L2|COXIV-2|dJ857M17.2	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX4I2	canonical	TRUE	TRUE
excitatory_set1	COX5A	9377	cytochrome c oxidase subunit 5A	COX|COX-VA|VA	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX5A	canonical	TRUE	TRUE
excitatory_set1	COX5B	1329	cytochrome c oxidase subunit 5B	COXVB	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX5B	canonical	TRUE	TRUE
excitatory_set1	COX6A1	1337	cytochrome c oxidase subunit 6A1	CMTRID|COX6A|COX6AL	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX6A1	canonical	TRUE	TRUE
excitatory_set1	COX6A2	1339	cytochrome c oxidase subunit 6A2	COX6AH|COXVIAH	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX6A2	canonical	TRUE	TRUE
excitatory_set1	COX6B1	1340	cytochrome c oxidase subunit 6B1	COX6B|COXG|COXVIb1	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX6B1	canonical	TRUE	TRUE
excitatory_set1	COX6B2	125965	cytochrome c oxidase subunit 6B2	COXVIB2|CT59	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX6B2	canonical	TRUE	TRUE
excitatory_set1	COX6C	1345	cytochrome c oxidase subunit 6C	-	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX6C	canonical	TRUE	TRUE
excitatory_set1	COX7A1	1346	cytochrome c oxidase subunit 7A1	COX7A|COX7AH|COX7AM	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX7A1	canonical	TRUE	TRUE
excitatory_set1	COX7A2	1347	cytochrome c oxidase subunit 7A2	COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX7A2	canonical	TRUE	TRUE
excitatory_set1	COX7A2L	9167	cytochrome c oxidase subunit 7A2 like	COX7AR|COX7RP|EB1|SIG81	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits | OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly	FALSE	COX7A2L	canonical	TRUE	TRUE
excitatory_set1	COX7B	1349	cytochrome c oxidase subunit 7B	APLCC|LSDMCA2	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX7B	canonical	TRUE	TRUE
excitatory_set1	COX7B2	170712	cytochrome c oxidase subunit 7B2	-	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX7B2	canonical	TRUE	TRUE
excitatory_set1	COX7C	1350	cytochrome c oxidase subunit 7C	-	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX7C	canonical	TRUE	TRUE
excitatory_set1	COX8A	1351	cytochrome c oxidase subunit 8A	COX|COX8|COX8-2|COX8L|VIII|VIII-L	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX8A	canonical	TRUE	TRUE
excitatory_set1	COX8C	341947	cytochrome c oxidase subunit 8C	COX8-3	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	FALSE	COX8C	canonical	FALSE	TRUE
excitatory_set1	CPOX	1371	coproporphyrinogen oxidase	COX|CPO|CPX|HARPO|HCP	MIM	Metabolism > Metals and cofactors > Heme synthesis and processing	FALSE	CPO;CPOX	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	CPS1	1373	carbamoyl-phosphate synthase 1	CPSASE1|PHN	Matrix	Metabolism > Amino acid metabolism > Urea cycle	FALSE	CPS1	canonical	TRUE	TRUE
excitatory_set1	CPT1A	1374	carnitine palmitoyltransferase 1A	CPT1|CPT1-L|L-CPT1	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	FALSE	CPT1A	canonical	TRUE	TRUE
excitatory_set1	CPT1B	1375	carnitine palmitoyltransferase 1B	CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	FALSE	CPT1B	canonical	TRUE	TRUE
excitatory_set1	CPT1C	126129	carnitine palmitoyltransferase 1C	CATL1|CPT1-B|CPT1P|CPTI-B|CPTIC|SPG73	MOM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	FALSE	CPT1C	canonical	TRUE	TRUE
excitatory_set1	CPT2	1376	carnitine palmitoyltransferase 2	CPT1|CPTASE|IIAE4	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Metals and cofactors > Carnitine synthesis and transport | Metabolism > Metals and cofactors > Carnitine shuttle	FALSE	CPT2	canonical	TRUE	TRUE
excitatory_set1	CRAT	1384	carnitine O-acetyltransferase	CAT|CAT1|NBIA8	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	FALSE	CRAT	canonical	TRUE	TRUE
excitatory_set1	CRLS1	54675	cardiolipin synthase 1	C20orf155|CLS|CLS1|GCD10|dJ967N21.6	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis	FALSE	CRLS1	canonical	TRUE	TRUE
excitatory_set1	CROT	54677	carnitine O-octanoyltransferase	COT	unknown	Metabolism > Lipid metabolism > Fatty acid oxidation	FALSE	CROT	canonical	TRUE	TRUE
excitatory_set1	CRY1	1407	cryptochrome circadian regulator 1	DSPD|PHLL1	unknown	0	FALSE	CRY1	canonical	TRUE	TRUE
excitatory_set1	CRYZ	1429	crystallin zeta	-	Matrix	0	FALSE	CRYZ	canonical	TRUE	TRUE
excitatory_set1	CS	1431	citrate synthase	-	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle	FALSE	CS	canonical	TRUE	TRUE
excitatory_set1	CSKMT	751071	citrate synthase lysine methyltransferase	CS-KMT|METTL12|U99HG	Matrix	Signaling	FALSE	CSKMT	canonical	TRUE	TRUE
excitatory_set1	CYB5B	80777	cytochrome b5 type B	CYB5-M|CYPB5M|OMB5	MOM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Electron carriers > Cytochromes	FALSE	CYB5B	canonical	TRUE	TRUE
excitatory_set1	CYB5R3	1727	cytochrome b5 reductase 3	B5R|DIA1	MOM	Metabolism > Detoxification > Xenobiotic metabolism | Metabolism > Detoxification > Amidoxime reducing complex | Metabolism > Lipid metabolism	FALSE	CYB5R3	canonical	TRUE	TRUE
excitatory_set1	CYC1	1537	cytochrome c1	MC3DN6|UQCR4	MIM	OXPHOS > Complex III > CIII subunits | Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits	FALSE	CYC1	canonical	TRUE	TRUE
excitatory_set1	CYCS	54205	cytochrome c, somatic	CYC|HCS|THC4	IMS	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Electron carriers > Cytochromes | OXPHOS > OXPHOS subunits | OXPHOS > Cytochrome C | Mitochondrial dynamics and surveillance > Apoptosis	FALSE	CYCS	canonical	TRUE	TRUE
excitatory_set1	CYP11A1	1583	cytochrome P450 family 11 subfamily A member 1	CYP11A|CYPXIA1|P450SCC	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins	FALSE	CYP11A1	canonical	TRUE	TRUE
excitatory_set1	CYP11B1	1584	cytochrome P450 family 11 subfamily B member 1	CPN1|CYP11B|FHI|P450C11	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins	FALSE	CPN1;CYP11B1	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	CYP11B2	1585	cytochrome P450 family 11 subfamily B member 2	ALDOS|CPN2|CYP11B|CYP11BL|CYPXIB2|P-450C18|P450C18|P450aldo	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins	FALSE	CPN2;CYP11B2	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	CYP24A1	1591	cytochrome P450 family 24 subfamily A member 1	CP24|CYP24|HCAI|HCINF1|P450-CC24	MIM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism	FALSE	CYP24A1	canonical	TRUE	TRUE
excitatory_set1	CYP27A1	1593	cytochrome P450 family 27 subfamily A member 1	CP27|CTX|CYP27	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme-containing proteins	FALSE	CYP27A1	canonical	TRUE	TRUE
excitatory_set1	CYP27B1	1594	cytochrome P450 family 27 subfamily B member 1	CP2B|CYP1|CYP1alpha|CYP27B|P450c1|PDDR|VDD1|VDDR|VDDRI|VDR	MIM	Metabolism > Metals and cofactors > Heme-containing proteins | Metabolism > Vitamin metabolism > Vitamin D metabolism	FALSE	CYP27B1;VDR	canonical;unique_synonym	TRUE	TRUE
excitatory_set1	D2HGDH	728294	D-2-hydroxyglutarate dehydrogenase	D2HGD	Matrix	Metabolism > Carbohydrate metabolism > TCA-associated	FALSE	D2HGDH	canonical	TRUE	TRUE
excitatory_set1	DAP3	7818	death associated protein 3	DAP-3|MRP-S29|MRPS29|S29mt|bMRP-10	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	FALSE	DAP3	canonical	TRUE	TRUE
excitatory_set1	DARS2	55157	aspartyl-tRNA synthetase 2, mitochondrial	ASPRS|LBSL|MT-ASPRS|mtAspRS	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	FALSE	DARS2	canonical	TRUE	TRUE
excitatory_set1	DBI	1622	diazepam binding inhibitor, acyl-CoA binding protein	ACBD1|ACBP|CCK-RP|EP	unknown	Metabolism > Lipid metabolism	FALSE	DBI	canonical	TRUE	TRUE
excitatory_set1	DBT	1629	dihydrolipoamide branched chain transacylase E2	BCATE2|BCKAD-E2|BCKADE2|BCKDH-E2|BCOADC-E2|E2|E2B	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex	FALSE	DBT	canonical	TRUE	TRUE
excitatory_set1	DCAKD	79877	dephospho-CoA kinase domain containing	-	Membrane	0	FALSE	DCAKD	canonical	TRUE	TRUE
excitatory_set1	DCXR	51181	dicarbonyl and L-xylulose reductase	DCR|HCR2|HCRII|KIDCR|P34H|PNTSU|SDR20C1|XR	Matrix	Metabolism > Carbohydrate metabolism	FALSE	DCXR	canonical	TRUE	TRUE
excitatory_set1	DDX28	55794	DEAD-box helicase 28	MDDX28	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	FALSE	DDX28	canonical	TRUE	TRUE
excitatory_set1	DECR1	1666	2,4-dienoyl-CoA reductase 1	DECR|NADPH|SDR18C1	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation	FALSE	DECR1	canonical	TRUE	TRUE
excitatory_set1	DELE1	9812	DAP3 binding cell death enhancer 1	DELE|DELE1(L)|KIAA0141	MIM	Signaling	FALSE	DELE1	canonical	TRUE	TRUE
excitatory_set1	DGLUCY	80017	D-glutamate cyclase	C14orf159	Matrix	Metabolism > Amino acid metabolism	FALSE	DGLUCY	canonical	TRUE	TRUE
excitatory_set1	DGUOK	1716	deoxyguanosine kinase	MTDPS3|NCPH|PEOB4|dGK	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	FALSE	DGUOK	canonical	TRUE	TRUE
excitatory_set1	DHODH	1723	dihydroorotate dehydrogenase (quinone)	DHOdehase|POADS|URA1	MIM	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing | Metabolism > Electron carriers > Q-linked reactions, other	FALSE	DHODH	canonical	TRUE	TRUE
excitatory_set1	DHRS1	115817	dehydrogenase/reductase 1	SDR19C1	MIM	Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis	FALSE	DHRS1	canonical	TRUE	TRUE
excitatory_set1	DHRS2	10202	dehydrogenase/reductase 2	HEP27|SDR25C1	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	FALSE	DHRS2	canonical	TRUE	TRUE
excitatory_set1	DHRS4	10901	dehydrogenase/reductase 4	CR|NRDR|PHCR|PSCD|SCAD-SRL|SDR-SRL|SDR25C1|SDR25C2	Matrix	Metabolism > Vitamin metabolism > Vitamin A metabolism	FALSE	DHRS4	canonical	TRUE	TRUE
excitatory_set1	DHRS7B	25979	dehydrogenase/reductase 7B	CGI-93|SDR32C1	Membrane	0	FALSE	DHRS7B	canonical	TRUE	TRUE
excitatory_set1	DHTKD1	55526	dehydrogenase E1 and transketolase domain containing 1	AMOXAD|CMT2Q	Matrix	Metabolism > Amino acid metabolism > Lysine metabolism	FALSE	DHTKD1	canonical	TRUE	TRUE
excitatory_set1	DHX30	22907	DExH-box helicase 30	DDX30|NEDMIAL|RETCOR	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly	FALSE	DHX30	canonical	TRUE	TRUE
excitatory_set1	DIABLO	56616	diablo IAP-binding mitochondrial protein	DFNA64|SMAC	IMS	Mitochondrial dynamics and surveillance > Apoptosis	FALSE	DIABLO	canonical	TRUE	TRUE
excitatory_set1	DLAT	1737	dihydrolipoamide S-acetyltransferase	DLTA|E2|PBC|PDC-E2|PDCE2	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism	FALSE	DLAT	canonical	TRUE	TRUE
excitatory_set1	DLD	1738	dihydrolipoamide dehydrogenase	DLDD|DLDH|E3|GCSL|LAD|OGDC-E3|PHE3	Matrix	Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Amino acid metabolism > Glycine cleavage system	FALSE	DLD	canonical	TRUE	TRUE
excitatory_set1	DLST	1743	dihydrolipoamide S-succinyltransferase	DLTS|KGD2|PGL7	Matrix	Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Amino acid metabolism > Lysine metabolism	FALSE	DLST	canonical	TRUE	TRUE
excitatory_set1	DMAC1	90871	distal membrane arm assembly complex 1	C9orf123|TMEM261	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	DMAC1	canonical	TRUE	TRUE
excitatory_set1	DMAC2	55101	distal membrane arm assembly complex 2	ATP5SL	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	FALSE	DMAC2	canonical	TRUE	TRUE
excitatory_set1	DMAC2L	27109	distal membrane arm assembly complex 2 like	ATP5S|ATPW|FB|HSU79253	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	FALSE	ATP5S	unique_synonym	TRUE	TRUE
excitatory_set1	DMGDH	29958	dimethylglycine dehydrogenase	DMGDHD|ME2GLYDH	Matrix	Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Vitamin metabolism > Folate and 1-C metabolism	FALSE	DMGDH	canonical	TRUE	TRUE
excitatory_set1	DMPK	1760	DM1 protein kinase	DM|DM1|DM1PK|DMK|MDPK|MT-PK	MOM	0	FALSE	DMPK	canonical	TRUE	TRUE
excitatory_set1	DNA2	1763	DNA replication helicase/nuclease 2	DNA2L|hDNA2	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Metabolism > Metals and cofactors > Fe-S-containing proteins	FALSE	DNA2	canonical	TRUE	TRUE
excitatory_set1	DNAJA3	9093	DnaJ heat shock protein family (Hsp40) member A3	HCA57|TID1|hTID-1	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones	FALSE	DNAJA3	canonical	TRUE	TRUE
excitatory_set1	DNAJC11	55735	DnaJ heat shock protein family (Hsp40) member C11	dJ126A5.1	MOM	Protein import, sorting and homeostasis > Protein import and sorting | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	FALSE	DNAJC11	canonical	TRUE	TRUE
excitatory_set1	DNAJC15	29103	DnaJ heat shock protein family (Hsp40) member C15	DNAJD1|HSD18|MCJ	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	FALSE	DNAJC15	canonical	TRUE	TRUE
excitatory_set1	DNAJC19	131118	DnaJ heat shock protein family (Hsp40) member C19	PAM18|TIM14|TIMM14	MIM	Protein import, sorting and homeostasis > Protein import and sorting > Import motor	FALSE	DNAJC19	canonical	TRUE	TRUE
excitatory_set1	DNAJC28	54943	DnaJ heat shock protein family (Hsp40) member C28	C21orf55|C21orf78	unknown	0	FALSE	DNAJC28	canonical	TRUE	TRUE
excitatory_set1	DNAJC30	84277	DnaJ heat shock protein family (Hsp40) member C30	WBSCR18	MIM	0	FALSE	DNAJC30	canonical	TRUE	TRUE
excitatory_set1	DNAJC4	3338	DnaJ heat shock protein family (Hsp40) member C4	DANJC4|HSPF2|MCG18	Membrane	Protein import, sorting and homeostasis > Protein homeostasis	FALSE	DNAJC4	canonical	TRUE	TRUE
excitatory_set1	DNLZ	728489	DNL-type zinc finger	C9orf151|HEP|HEP1|TIMM15|ZIM17|bA413M3.2	Matrix	Protein import, sorting and homeostasis > Protein homeostasis > Chaperones	FALSE	DNLZ	canonical	TRUE	TRUE
excitatory_set1	DNM1L	10059	dynamin 1 like	DLP1|DRP1|DVLP|DYMPLE|EMPF|EMPF1|HDYNIV|OPA5	MOM	Mitochondrial dynamics and surveillance > Fission	FALSE	DNM1L	canonical	TRUE	TRUE
excitatory_set1	DTYMK	1841	deoxythymidylate kinase	CDC8|PP3731|TMPK|TYMK	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	FALSE	DTYMK	canonical	TRUE	TRUE
excitatory_set1	DUS2	54920	dihydrouridine synthase 2	DUS2L|SMM1|URLC8	Matrix	Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	FALSE	DUS2	canonical	TRUE	TRUE
