schema_version	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	gencode_sha256	mitocarta_sha256	rds_feature_sets	tested_gene_rows	mitocarta_rows	pathway_rows	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
mito_annotations_status_v1	2	direct	minerva_production_192gb_001	global:annotations	annotations	scripts/03_build_mito_annotations.R	1b5f902b5ca9210b0f81af1ff0cc9a84bb40111c623cfba60f324cf02835be38	04ae178f3c4c752fce2b8e371d439b8564d275dd7c97d5553da6c96c4cb92af6	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	3e52f82c63f8fd860bf632ccde10441c05751f4c342ad08c0a98e9e2700171a5	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	9	301842	1136	154	1.2665901184082	26.2301886081696	validated_complete		34e49e9ad7048c7bec244506f1c0024d62b2b71a	2026-07-12 00:28:14 UTC
