alias	canonical_symbol	alias_type	canonical_targets	duplicate_alias	feature_present_rds	selected_mapping_rds
FMT1	MTFMT	synonym	1	FALSE	0	0
FNP001	ATAD1	synonym	1	FALSE	0	0
FOAP-11	C15orf48	synonym	1	FALSE	0	0
FOXRED1	FOXRED1	canonical	1	FALSE	9	0
FP	SDHA	synonym	1	FALSE	0	0
FP3235	QTRT1	synonym	1	FALSE	0	0
FP497	BID	synonym	1	FALSE	0	0
FP585	ETFB	synonym	1	FALSE	0	0
FP634	FOXRED1	synonym	1	FALSE	0	0
FP944	NIPSNAP3B	synonym	1	FALSE	0	0
FPD1	PNKD	synonym	1	FALSE	0	0
FPGS	FPGS	canonical	1	FALSE	9	0
FPPS	FDPS	synonym	1	FALSE	0	0
FPS	FDPS	synonym	1	FALSE	0	0
FRA3B	FHIT	synonym	1	FALSE	0	0
FRDA	FXN	synonym	1	FALSE	0	0
FRTS1	GATM	synonym	1	FALSE	0	0
FRTS3	EHHADH	synonym	1	FALSE	0	0
FRTS5	NDUFAF6	synonym	1	FALSE	0	0
FSP1	AIFM2	synonym	1	FALSE	0	0
FTDALS2	CHCHD10	synonym	1	FALSE	0	0
FTH	FTH1	synonym	1	FALSE	0	0
FTH1	FTH1	canonical	1	FALSE	9	0
FTHFD	ALDH1L1	synonym	1	FALSE	0	0
FTHFSDC1	MTHFD1L	synonym	1	FALSE	0	0
FTHL6	FTH1	synonym	1	FALSE	0	0
FTMT	FTMT	canonical	1	FALSE	9	0
FTSH	YME1L1	synonym	1	FALSE	0	0
FTSJ2	MRM2	synonym	1	FALSE	0	0
FUNDC1	FUNDC1	canonical	1	FALSE	9	0
FUNDC2	FUNDC2	canonical	1	FALSE	9	0
FXC1	TIMM10B	synonym	1	FALSE	0	0
FXN	FXN	canonical	1	FALSE	9	0
G-SCS	SUCLG2	synonym	1	FALSE	0	0
G24	LACTB	synonym	1	FALSE	0	0
G4.5	TAZ	synonym	1	FALSE	0	0
GA	GLS2	synonym	1	FALSE	0	0
GA2	ETFA	synonym	1	FALSE	0	0
GA3	SUGCT	synonym	1	FALSE	0	0
GABA-AT	ABAT	synonym	1	FALSE	0	0
GABAT	ABAT	synonym	1	FALSE	0	0
GAC	GLS	synonym	1	FALSE	0	0
GAC63	SLC30A9	synonym	1	FALSE	0	0
GACR	OAT	synonym	1	FALSE	0	0
GADD45GIP1	GADD45GIP1	canonical	1	FALSE	9	0
GALPHA	SUCLG1	synonym	1	FALSE	0	0
GAM	GLS	synonym	1	FALSE	0	0
GARS	GARS1	synonym	1	FALSE	9	9
GARS1	GARS1	canonical	1	FALSE	0	0
GASP10	ARMCX6	synonym	1	FALSE	0	0
GASP6	ARMCX3	synonym	1	FALSE	0	0
GASP7	ARMCX1	synonym	1	FALSE	0	0
GASP9	ARMCX2	synonym	1	FALSE	0	0
GAT	GLYAT	synonym	1	FALSE	0	0
GATB	GATB	canonical	1	FALSE	9	0
GATC	GATC	canonical	1	FALSE	9	0
GATD2	PARK7	synonym	1	FALSE	0	0
GATD3	GATD3A	synonym	1	FALSE	0	0
GATD3A	GATD3A	canonical	1	FALSE	9	0
GATM	GATM	canonical	1	FALSE	9	0
GBAS	NIPSNAP2	synonym	1	FALSE	0	0
GBETA	SUCLG2	synonym	1	FALSE	0	0
GBF-1	PTGES2	synonym	1	FALSE	0	0
GBF1	PTGES2	synonym	1	FALSE	9	9
GBP	HADHA	synonym	1	FALSE	0	0
GC-1	SLC25A22	synonym	1	FALSE	0	0
GC1	SLC25A22	synonym	1	FALSE	0	0
GC1QBP	C1QBP	synonym	1	FALSE	0	0
GC2	SLC25A18	synonym	1	FALSE	0	0
GCAT	GCAT	canonical	1	FALSE	9	0
GCCD4	NNT	synonym	1	FALSE	0	0
GCCD5	TXNRD2	synonym	1	FALSE	0	0
GCD	GCDH	synonym	1	FALSE	0	0
GCD10	CRLS1	synonym	1	FALSE	0	0
GCDH	GCDH	canonical	1	FALSE	9	0
GCE	AMT	synonym	3	TRUE	0	0
GCE	GCSH	synonym	3	TRUE	0	0
GCE	GLDC	synonym	3	TRUE	0	0
GCN5L1	BLOC1S1	synonym	1	FALSE	0	0
GCSH	GCSH	canonical	1	FALSE	9	0
GCSL	DLD	synonym	1	FALSE	0	0
GCSP	GLDC	synonym	1	FALSE	0	0
GCST	AMT	synonym	1	FALSE	0	0
GCVT	AMT	synonym	1	FALSE	0	0
GClnc1	SOD2	synonym	1	FALSE	0	0
GDA	SLC25A16	synonym	1	FALSE	9	9
GDAP1	GDAP1	canonical	1	FALSE	9	0
GDC	SLC25A16	synonym	1	FALSE	0	0
GDH	GLUD1	synonym	1	FALSE	0	0
GDH1	GLUD1	synonym	1	FALSE	0	0
GDH2	GLUD2	synonym	2	TRUE	0	0
GDH2	GPD2	synonym	2	TRUE	0	0
GDPAG	GLS	synonym	1	FALSE	0	0
GFER	GFER	canonical	1	FALSE	9	0
GFG-1	NUDT6	synonym	1	FALSE	0	0
GFG1	NUDT6	synonym	1	FALSE	0	0
GFM	GFM1	synonym	1	FALSE	0	0
GFM1	GFM1	canonical	1	FALSE	9	0
GFM2	GFM2	canonical	1	FALSE	9	0
GHITM	GHITM	canonical	1	FALSE	9	0
GI008	MRPS26	synonym	1	FALSE	0	0
GIBT	MRPS22	synonym	1	FALSE	0	0
GIDE	MUL1	synonym	1	FALSE	0	0
GIG16	HAO2	synonym	1	FALSE	0	0
GK002	MRPS22	synonym	1	FALSE	0	0
GL004	MFF	synonym	1	FALSE	0	0
GLDC	GLDC	canonical	1	FALSE	9	0
GLO2	HAGH	synonym	1	FALSE	0	0
GLOD2	MCEE	synonym	1	FALSE	0	0
GLOD4	GLOD4	canonical	1	FALSE	9	0
GLOXD1	HPDL	synonym	1	FALSE	0	0
GLRX2	GLRX2	canonical	1	FALSE	9	0
GLRX5	GLRX5	canonical	1	FALSE	9	0
GLS	GLS	canonical	2	TRUE	9	0
GLS	GLS2	synonym	2	TRUE	9	0
GLS1	GLS	synonym	1	FALSE	0	0
GLS2	GLS2	canonical	1	FALSE	9	0
GLUD	GLUD1	synonym	1	FALSE	0	0
GLUD1	GLUD1	canonical	1	FALSE	9	0
GLUD2	GLUD2	canonical	1	FALSE	9	0
GLUDP1	GLUD2	synonym	1	FALSE	0	0
GLX2	HAGH	synonym	1	FALSE	0	0
GLXII	HAGH	synonym	1	FALSE	0	0
GLXR	GRHPR	synonym	1	FALSE	0	0
GLYA	SHMT2	synonym	1	FALSE	0	0
GLYAT	GLYAT	canonical	1	FALSE	9	0
GLYCTK	GLYCTK	canonical	1	FALSE	9	0
GLYD	GRHPR	synonym	1	FALSE	0	0
GMK	GUK1	synonym	1	FALSE	0	0
GOLPH3	GOLPH3	canonical	1	FALSE	9	0
GOPP1	GOLPH3	synonym	1	FALSE	0	0
GOT2	GOT2	canonical	1	FALSE	9	0
GP130	LRPPRC	synonym	1	FALSE	0	0
GPAM	GPAM	canonical	1	FALSE	9	0
GPAT	GPAM	synonym	1	FALSE	0	0
GPAT1	GPAM	synonym	1	FALSE	0	0
GPAT2	GPAT2	canonical	1	FALSE	9	0
GPD2	GPD2	canonical	1	FALSE	9	0
GPDM	GPD2	synonym	1	FALSE	0	0
GPP34	GOLPH3	synonym	1	FALSE	0	0
GPT 2	GPT2	synonym	1	FALSE	0	0
GPT2	GPT2	canonical	1	FALSE	9	0
GPX1	GPX1	canonical	1	FALSE	0	0
GPX4	GPX4	canonical	1	FALSE	9	0
GPXD	GPX1	synonym	1	FALSE	0	0
GPx-4	GPX4	synonym	1	FALSE	0	0
GR	GSR	synonym	1	FALSE	0	0
GRACILE	BCS1L	synonym	1	FALSE	0	0
GRHPR	GRHPR	canonical	1	FALSE	9	0
GRIM-12	TXNRD1	synonym	1	FALSE	0	0
GRIM-19	NDUFA13	synonym	1	FALSE	0	0
GRIM19	NDUFA13	synonym	1	FALSE	0	0
GRO1	TRIT1	synonym	1	FALSE	0	0
GROEL	HSPD1	synonym	1	FALSE	0	0
GROES	HSPE1	synonym	1	FALSE	0	0
GRP-75	HSPA9	synonym	1	FALSE	0	0
GRP75	HSPA9	synonym	1	FALSE	0	0
GRPEL1	GRPEL1	canonical	1	FALSE	9	0
GRPEL2	GRPEL2	canonical	1	FALSE	9	0
GRS	BCL2A1	synonym	1	FALSE	0	0
GRSF1	GRSF1	canonical	1	FALSE	9	0
GRX2	GLRX2	synonym	1	FALSE	0	0
GRX5	GLRX5	synonym	1	FALSE	0	0
GS1-21A4.1	CA5A	synonym	1	FALSE	0	0
GS1-358P8.4	PDK3	synonym	1	FALSE	0	0
GSAS	ALDH18A1	synonym	1	FALSE	0	0
GSHPX1	GPX1	synonym	1	FALSE	0	0
GSHPx-4	GPX4	synonym	1	FALSE	0	0
GSR	GSR	canonical	1	FALSE	9	0
GSRD	GSR	synonym	1	FALSE	0	0
GST	GSTK1	synonym	1	FALSE	0	0
GST 13-13	GSTK1	synonym	1	FALSE	0	0
GST-III	MGST3	synonym	1	FALSE	0	0
GST12	MGST1	synonym	1	FALSE	0	0
GST13	GSTK1	synonym	1	FALSE	0	0
GST13-13	GSTK1	synonym	1	FALSE	0	0
GSTK1	GSTK1	canonical	1	FALSE	9	0
GSTK1-1	GSTK1	synonym	1	FALSE	0	0
GSTZ1	GSTZ1	canonical	1	FALSE	9	0
GSTZ1-1	GSTZ1	synonym	1	FALSE	0	0
GT335	GATD3A	synonym	1	FALSE	0	0
GTP	MTG1	synonym	1	FALSE	0	0
GTPBG3	GTPBP3	synonym	1	FALSE	0	0
GTPBP10	GTPBP10	canonical	1	FALSE	9	0
GTPBP3	GTPBP3	canonical	1	FALSE	9	0
GTPBP5	MTG2	synonym	1	FALSE	0	0
GTPBP6	GTPBP6	canonical	1	FALSE	9	0
GTPBP7	MTG1	synonym	1	FALSE	0	0
GTPSCS	SUCLG2	synonym	1	FALSE	0	0
GTT1	STARD7	synonym	1	FALSE	0	0
GUF1	GUF1	canonical	1	FALSE	9	0
GUK1	GUK1	canonical	1	FALSE	9	0
Gamm1	MYG1	synonym	1	FALSE	0	0
GatA	QRSL1	synonym	1	FALSE	0	0
Gliostatin	SCO2	synonym	1	FALSE	0	0
GlyRS	GARS1	synonym	1	FALSE	0	0
GrpE	GRPEL1	synonym	1	FALSE	0	0
H-ERA	ERAL1	synonym	1	FALSE	0	0
H-IDHG	IDH3G	synonym	1	FALSE	0	0
H17	FOXRED1	synonym	1	FALSE	0	0
H1RNA	RNASEH1	synonym	1	FALSE	0	0
H2-KE6	HSD17B8	synonym	1	FALSE	0	0
H5	SEPTIN4	synonym	1	FALSE	0	0
HABP1	C1QBP	synonym	1	FALSE	0	0
HACC275	ACACB	synonym	1	FALSE	0	0
HAD	HADH	synonym	1	FALSE	0	0
HADH	HADH	canonical	2	TRUE	9	0
HADH	HADHA	synonym	2	TRUE	9	0
HADH1	HADH	synonym	1	FALSE	0	0
HADH2	HSD17B10	synonym	1	FALSE	0	0
HADHA	HADHA	canonical	1	FALSE	9	0
HADHB	HADHB	canonical	1	FALSE	9	0
HADHSC	HADH	synonym	1	FALSE	0	0
HAGH	HAGH	canonical	1	FALSE	9	0
HAGH1	HAGH	synonym	1	FALSE	0	0
HAO2	HAO2	canonical	1	FALSE	9	0
HAOX2	HAO2	synonym	1	FALSE	0	0
HAP1	APEX1	synonym	1	FALSE	9	9
HARP	PANK2	synonym	1	FALSE	0	0
HARPO	CPOX	synonym	1	FALSE	0	0
HARS2	HARS2	canonical	1	FALSE	9	0
HARSL	HARS2	synonym	1	FALSE	0	0
HARSR	HARS2	synonym	1	FALSE	0	0
HAYOS	ATAD3A	synonym	1	FALSE	0	0
HBC189	PRDX3	synonym	1	FALSE	0	0
HBEBP2	GLYCTK	synonym	1	FALSE	0	0
HBEBP4	GLYCTK	synonym	1	FALSE	0	0
HBLD1	ISCA2	synonym	1	FALSE	0	0
HBLD2	ISCA1	synonym	1	FALSE	0	0
HBP	HEBP1	synonym	1	FALSE	0	0
HBPA1	BCL2A1	synonym	1	FALSE	0	0
HBeAgBP4A	GLYCTK	synonym	1	FALSE	0	0
HC71	GLOD4	synonym	1	FALSE	0	0
HCA2	ADCY10	synonym	1	FALSE	0	0
HCA57	DNAJA3	synonym	1	FALSE	0	0
HCA88	ECI2	synonym	1	FALSE	0	0
HCAI	CYP24A1	synonym	1	FALSE	0	0
HCBP6	FUNDC2	synonym	1	FALSE	0	0
HCC-2	MRPS11	synonym	1	FALSE	0	0
HCC3	FUNDC2	synonym	1	FALSE	0	0
HCCR	LETMD1	synonym	1	FALSE	0	0
HCCR-1	LETMD1	synonym	1	FALSE	0	0
HCCR-2	LETMD1	synonym	1	FALSE	0	0
HCCR1	LETMD1	synonym	1	FALSE	0	0
HCCR2	LETMD1	synonym	1	FALSE	0	0
HCCS	HCCS	canonical	1	FALSE	9	0
HCD2	HSD17B10	synonym	1	FALSE	0	0
HCDH	HADH	synonym	1	FALSE	0	0
HCDI	SDR39U1	synonym	1	FALSE	0	0
HCINF1	CYP24A1	synonym	1	FALSE	0	0
HCP	CPOX	synonym	1	FALSE	0	0
HCR2	DCXR	synonym	1	FALSE	0	0
HCRII	DCXR	synonym	1	FALSE	0	0
HCRR-2	LETMD1	synonym	1	FALSE	0	0
HCS	CYCS	synonym	1	FALSE	0	0
HCVFTP2	ATP5MD	synonym	1	FALSE	0	0
HD-VDAC3	VDAC3	synonym	1	FALSE	0	0
HDCMD11P	MRPS35	synonym	1	FALSE	0	0
HDHD3	HDHD3	canonical	1	FALSE	9	0
HDHD5	HDHD5	canonical	1	FALSE	9	0
HDHPR	QDPR	synonym	1	FALSE	0	0
HDMCP	SLC25A47	synonym	1	FALSE	0	0
HDYNIV	DNM1L	synonym	1	FALSE	0	0
HEBP	HEBP1	synonym	1	FALSE	0	0
HEBP1	HEBP1	canonical	1	FALSE	9	0
HEL-215	PHB	synonym	1	FALSE	0	0
HEL-75	GSR	synonym	1	FALSE	0	0
HEL-S-106	LAP3	synonym	1	FALSE	0	0
HEL-S-122m	GSR	synonym	1	FALSE	0	0
HEL-S-123m	ATP5F1A	synonym	1	FALSE	0	0
HEL-S-124m	HSPA9	synonym	1	FALSE	0	0
HEL-S-128m	PRDX6	synonym	1	FALSE	0	0
HEL-S-25	CBR3	synonym	1	FALSE	0	0
HEL-S-271	ATP5F1B	synonym	1	FALSE	0	0
HEL-S-281	LDHB	synonym	1	FALSE	0	0
HEL-S-284	ACO2	synonym	1	FALSE	0	0
HEL-S-2a	PRDX2	synonym	1	FALSE	0	0
HEL-S-302	PNPO	synonym	1	FALSE	0	0
HEL-S-44	SOD1	synonym	1	FALSE	0	0
HEL-S-51e	SHMT2	synonym	1	FALSE	0	0
HEL-S-54e	PHB	synonym	1	FALSE	0	0
HEL-S-55	PRDX5	synonym	1	FALSE	0	0
HEL-S-67p	PARK7	synonym	1	FALSE	0	0
HEL-S-76	ECHDC1	synonym	1	FALSE	0	0
HEL-S-7a	ADCY10	synonym	1	FALSE	0	0
HEL-S-8a	NIT2	synonym	1	FALSE	0	0
HEL-S-97n	PRDX4	synonym	1	FALSE	0	0
HEL-S-98	SPATA20	synonym	1	FALSE	0	0
HEL-S-98n	COMT	synonym	1	FALSE	0	0
HEL97	MRM2	synonym	1	FALSE	0	0
HEMK	HEMK1	synonym	1	FALSE	0	0
HEMK1	HEMK1	canonical	1	FALSE	9	0
HEP	DNLZ	synonym	1	FALSE	0	0
HEP1	DNLZ	synonym	1	FALSE	0	0
HEP27	DHRS2	synonym	1	FALSE	0	0
HERA-A	ERAL1	synonym	1	FALSE	0	0
HERA-B	ERAL1	synonym	1	FALSE	0	0
HERV1	GFER	synonym	1	FALSE	0	0
HES1	GATD3A	synonym	1	FALSE	9	9
HFE5	FTH1	synonym	1	FALSE	0	0
HFL-EDDG1	PRELID3A	synonym	1	FALSE	0	0
HGCLAS	LIAS	synonym	1	FALSE	0	0
HGT.1	SLC25A16	synonym	1	FALSE	0	0
HGTD-P	FAM162A	synonym	1	FALSE	0	0
HHF4	HADH	synonym	1	FALSE	0	0
HHH	SLC25A15	synonym	1	FALSE	0	0
HIBADH	HIBADH	canonical	1	FALSE	9	0
HIBCH	HIBCH	canonical	1	FALSE	9	0
HIBYLCOAH	HIBCH	synonym	1	FALSE	0	0
HIG1	HIGD1A	synonym	1	FALSE	0	0
HIGD1A	HIGD1A	canonical	1	FALSE	9	0
HIGD2A	HIGD2A	canonical	1	FALSE	9	0
HIGM4	UNG	synonym	1	FALSE	0	0
HIGM5	UNG	synonym	1	FALSE	0	0
HINT	HINT1	synonym	1	FALSE	0	0
HINT1	HINT1	canonical	1	FALSE	9	0
HINT2	HINT2	canonical	1	FALSE	9	0
HINT3	HINT3	canonical	1	FALSE	9	0
HINT4	HINT3	synonym	1	FALSE	0	0
HIRIP	NFU1	synonym	1	FALSE	0	0
HIRIP5	NFU1	synonym	1	FALSE	0	0
HIS	AKR1B10	synonym	1	FALSE	0	0
HIT-17	HINT2	synonym	1	FALSE	0	0
HKE6	HSD17B8	synonym	1	FALSE	0	0
HKPX4	ATAD1	synonym	1	FALSE	0	0
HL	HMGCL	synonym	1	FALSE	0	0
HLASA	LARS2	synonym	1	FALSE	0	0
HLC-1	NDUFC2	synonym	1	FALSE	0	0
HLD10	PYCR2	synonym	1	FALSE	0	0
HLD4	HSPD1	synonym	1	FALSE	0	0
HLRCC	FH	synonym	1	FALSE	0	0
HMC08D05	ATP5PO	synonym	1	FALSE	0	0
HMFN1655	SLC25A47	synonym	1	FALSE	0	0
HMFT2263	ADHFE1	synonym	1	FALSE	0	0
HMGCL	HMGCL	canonical	1	FALSE	9	0
HMGCS2	HMGCS2	canonical	1	FALSE	9	0
HMGE	GRPEL1	synonym	1	FALSE	0	0
HMIP	MIPEP	synonym	1	FALSE	0	0
HML	ISCU	synonym	1	FALSE	0	0
HMMH	OGG1	synonym	1	FALSE	0	0
HMN5	GARS1	synonym	1	FALSE	0	0
HMP	IMMT	synonym	1	FALSE	0	0
HMRF1L	MTRF1L	synonym	1	FALSE	0	0
HMSN6A	MFN2	synonym	1	FALSE	0	0
HMSN6B	SLC25A46	synonym	1	FALSE	0	0
HNYA	TRMT10C	synonym	1	FALSE	0	0
HO3	HARS2	synonym	1	FALSE	0	0
HOGA	OAT	synonym	1	FALSE	0	0
HOGA1	HOGA1	canonical	1	FALSE	9	0
HOGG1	OGG1	synonym	1	FALSE	0	0
HOT	ADHFE1	synonym	1	FALSE	0	0
HP06981	PIGBOS1	synonym	1	FALSE	0	0
HP3	HOGA1	synonym	1	FALSE	0	0
HP55	POLG2	synonym	1	FALSE	0	0
HPC2	ELAC2	synonym	1	FALSE	0	0
HPDL	HPDL	canonical	1	FALSE	9	0
HPO	GFER	synonym	1	FALSE	0	0
HPO1	GFER	synonym	1	FALSE	0	0
HPO2	GFER	synonym	1	FALSE	0	0
HPT	MRS2	synonym	1	FALSE	0	0
HPXEL	ECH1	synonym	1	FALSE	0	0
HRPAP20	NDUFAF4	synonym	1	FALSE	0	0
HRSP12	RIDA	synonym	1	FALSE	0	0
HSC20	HSCB	synonym	1	FALSE	0	0
HSCB	HSCB	canonical	1	FALSE	9	0
HSCO	ETHE1	synonym	1	FALSE	0	0
HSD10MD	HSD17B10	synonym	1	FALSE	0	0
HSD17B10	HSD17B10	canonical	1	FALSE	9	0
HSD17B4	HSD17B4	canonical	1	FALSE	9	0
HSD17B8	HSD17B8	canonical	1	FALSE	9	0
HSD18	DNAJC15	synonym	1	FALSE	0	0
HSD24	LYRM9	synonym	1	FALSE	0	0
HSDL1	HSDL1	canonical	1	FALSE	9	0
HSDL2	HSDL2	canonical	1	FALSE	9	0
HSG	MFN2	synonym	1	FALSE	0	0
HSI	AKR1B10	synonym	1	FALSE	0	0
HSMRPS14	MRPS14	synonym	1	FALSE	0	0
HSN1C	SPTLC2	synonym	1	FALSE	0	0
HSP 75	TRAP1	synonym	1	FALSE	0	0
HSP-60	HSPD1	synonym	1	FALSE	0	0
HSP10	HSPE1	synonym	1	FALSE	0	0
HSP60	HSPD1	synonym	1	FALSE	0	0
HSP65	HSPD1	synonym	1	FALSE	0	0
HSP75	TRAP1	synonym	1	FALSE	0	0
HSP78	CLPB	synonym	1	FALSE	0	0
HSP90L	TRAP1	synonym	1	FALSE	0	0
HSPA9	HSPA9	canonical	1	FALSE	9	0
HSPA9B	HSPA9	synonym	1	FALSE	0	0
HSPC007	MRPS28	synonym	1	FALSE	0	0
HSPC009	COA3	synonym	1	FALSE	0	0
HSPC011	MRPS17	synonym	1	FALSE	0	0
HSPC032	MTCH2	synonym	1	FALSE	0	0
HSPC051	UQCR10	synonym	1	FALSE	0	0
HSPC071	MRPL18	synonym	1	FALSE	0	0
HSPC108	STOML2	synonym	1	FALSE	0	0
HSPC119	UQCR10	synonym	1	FALSE	0	0
HSPC124	PPA2	synonym	1	FALSE	0	0
HSPC125	NDUFAF4	synonym	1	FALSE	0	0
HSPC132	TRIAP1	synonym	1	FALSE	0	0
HSPC133	METTL5	synonym	1	FALSE	0	0
HSPC145	MRPL15	synonym	1	FALSE	0	0
HSPC151	UQCR10	synonym	1	FALSE	0	0
HSPC154	TIMM21	synonym	1	FALSE	0	0
HSPC158	MRPL22	synonym	1	FALSE	0	0
HSPC167	CDK5RAP1	synonym	1	FALSE	0	0
HSPC183	MRPS18B	synonym	1	FALSE	0	0
HSPC194	TMEM14C	synonym	1	FALSE	0	0
HSPC199	GATB	synonym	1	FALSE	0	0
HSPC203	COX16	synonym	1	FALSE	0	0
HSPC204	MRPL42	synonym	1	FALSE	0	0
HSPC230	MTRES1	synonym	1	FALSE	0	0
HSPC241	MRPL51	synonym	1	FALSE	0	0
HSPC242	MTFP1	synonym	1	FALSE	0	0
HSPC262	MRPL38	synonym	1	FALSE	0	0
HSPC268	FMC1	synonym	1	FALSE	0	0
HSPC282	GHITM	synonym	1	FALSE	0	0
HSPC283	MRPL32	synonym	1	FALSE	0	0
HSPC290	MRPL48	synonym	1	FALSE	0	0
HSPC299	NIPSNAP3A	synonym	1	FALSE	0	0
HSPC320	FARS2	synonym	1	FALSE	0	0
HSPC329	MRPS23	synonym	1	FALSE	0	0
HSPC335	MRPS24	synonym	1	FALSE	0	0
HSPD1	HSPD1	canonical	1	FALSE	9	0
HSPE1	HSPE1	canonical	1	FALSE	9	0
HSPF2	DNAJC4	synonym	1	FALSE	0	0
HSPOX1	PRODH2	synonym	1	FALSE	0	0
HSPOX2	PRODH	synonym	1	FALSE	0	0
HSS	GFER	synonym	2	TRUE	0	0
HSS	PANK2	synonym	2	TRUE	0	0
HSU79252	MIEF1	synonym	1	FALSE	0	0
HSU79253	DMAC2L	synonym	1	FALSE	0	0
HT007	TMEM126B	synonym	1	FALSE	0	0
HT012	ACOT13	synonym	1	FALSE	0	0
HT015	SLC25A37	synonym	1	FALSE	0	0
HTATIP2	HTATIP2	canonical	1	FALSE	9	0
HTD2	HTD2	canonical	1	FALSE	9	0
HTOM34P	TOMM34	synonym	1	FALSE	0	0
HTRA2	HTRA2	canonical	1	FALSE	9	0
HUEL	SLC30A9	synonym	1	FALSE	0	0
HUMMR	MGARP	synonym	1	FALSE	0	0
HUSSY-01	LIAS	synonym	1	FALSE	0	0
HUSSY-08	NFS1	synonym	1	FALSE	0	0
HVLI	BCAT2	synonym	1	FALSE	0	0
HXMA	ACSM2B	synonym	1	FALSE	0	0
HYGN1	GLDC	synonym	1	FALSE	0	0
HYPDH	PRODH2	synonym	1	FALSE	0	0
HYST1046	ACSM2B	synonym	1	FALSE	0	0
HYST1888	MTFR1L	synonym	1	FALSE	0	0
HemW	RSAD1	synonym	1	FALSE	0	0
HisRS	HARS2	synonym	1	FALSE	0	0
Hkp1	TFB2M	synonym	1	FALSE	0	0
Hs.6719	BCS1L	synonym	1	FALSE	0	0
HsFH	FH	synonym	1	FALSE	0	0
HsMCU	MCU	synonym	1	FALSE	0	0
HsT169	RBFA	synonym	1	FALSE	0	0
HsT19268	MTHFS	synonym	1	FALSE	0	0
HsT2329	FAM210A	synonym	1	FALSE	0	0
HsT661	METTL4	synonym	1	FALSE	0	0
HuCHA60	HSPD1	synonym	1	FALSE	0	0
HumanS18a	MRPS18B	synonym	1	FALSE	0	0
HumanS18b	MRPS18A	synonym	1	FALSE	0	0
IAI3B	NBR1	synonym	1	FALSE	0	0
IARS2	IARS2	canonical	1	FALSE	9	0
IBA57	IBA57	canonical	1	FALSE	9	0
IBDH	ACAD8	synonym	1	FALSE	0	0
IBP	TSPO	synonym	1	FALSE	0	0
ICD-M	IDH2	synonym	1	FALSE	0	0
ICE-LAP6	CASP9	synonym	1	FALSE	0	0
ICF45	THG1L	synonym	1	FALSE	0	0
ICP55	XPNPEP3	synonym	1	FALSE	0	0
ICRD	ACO2	synonym	1	FALSE	0	0
ICT1	MRPL58	synonym	1	FALSE	0	0
IDE	IDE	canonical	1	FALSE	9	0
IDH	IDH2	synonym	1	FALSE	0	0
IDH2	IDH2	canonical	1	FALSE	9	0
IDH3A	IDH3A	canonical	1	FALSE	9	0
IDH3B	IDH3B	canonical	1	FALSE	9	0
IDH3G	IDH3G	canonical	1	FALSE	9	0
IDHM	IDH2	synonym	1	FALSE	0	0
IDI1	IDI1	canonical	1	FALSE	9	0
IDP	IDH2	synonym	1	FALSE	0	0
IDPM	IDH2	synonym	1	FALSE	0	0
IF3mt	MTIF3	synonym	1	FALSE	0	0
IFI27	IFI27	canonical	1	FALSE	9	0
IHG-1	THG1L	synonym	1	FALSE	0	0
IHG1	THG1L	synonym	1	FALSE	0	0
IIAE4	CPT2	synonym	1	FALSE	0	0
ILERS	IARS2	synonym	1	FALSE	0	0
IMMD	CHCHD10	synonym	1	FALSE	0	0
IMMP1	IMMP1L	synonym	1	FALSE	0	0
IMMP1L	IMMP1L	canonical	1	FALSE	9	0
IMMP2L	IMMP2L	canonical	1	FALSE	9	0
IMMP2L-IT1	IMMP2L	synonym	1	FALSE	0	0
IMMT	IMMT	canonical	1	FALSE	9	0
IMNEPD	PTRH2	synonym	1	FALSE	0	0
IMOGN38	MRPS31	synonym	1	FALSE	0	0
IMP1	IMMP1L	synonym	1	FALSE	0	0
IMP1-LIKE	IMMP1L	synonym	1	FALSE	0	0
IMP2	IMMP2L	synonym	1	FALSE	0	0
IMP2-LIKE	IMMP2L	synonym	1	FALSE	0	0
IND1	NUBPL	synonym	1	FALSE	0	0
INPP5E	PMPCA	synonym	1	FALSE	9	9
INSULYSIN	IDE	synonym	1	FALSE	0	0
IOSCA	TWNK	synonym	1	FALSE	0	0
IP	ATP5IF1	synonym	2	TRUE	0	0
IP	SDHB	synonym	2	TRUE	0	0
IPIA-ALPHA	NME6	synonym	1	FALSE	0	0
IPLA2-2	PNPLA8	synonym	1	FALSE	0	0
IPLA2G	PNPLA8	synonym	1	FALSE	0	0
IPO-B	SOD2	synonym	1	FALSE	0	0
IPOA	SOD1	synonym	1	FALSE	0	0
IPOB	SOD2	synonym	1	FALSE	0	0
IPP1	IDI1	synonym	1	FALSE	0	0
IPPI1	IDI1	synonym	1	FALSE	0	0
IPPT	TRIT1	synonym	1	FALSE	0	0
IPS-1	MAVS	synonym	1	FALSE	0	0
IPS1	MAVS	synonym	1	FALSE	0	0
IPT	TRIT1	synonym	1	FALSE	0	0
IPTase	TRIT1	synonym	1	FALSE	0	0
IRBIT	AHCYL1	synonym	1	FALSE	0	0
IRG1	ACOD1	synonym	1	FALSE	0	0
IRIP	YRDC	synonym	1	FALSE	0	0
ISA1	ISCA1	synonym	1	FALSE	0	0
ISA2	ISCA2	synonym	1	FALSE	0	0
ISCA1	ISCA1	canonical	1	FALSE	9	0
ISCA2	ISCA2	canonical	1	FALSE	9	0
ISCU	ISCU	canonical	1	FALSE	9	0
