alias	canonical_symbol	alias_type	canonical_targets	duplicate_alias	feature_present_rds	selected_mapping_rds
BCL2L4	BAX	synonym	1	FALSE	0	0
BCL2L5	BCL2A1	synonym	1	FALSE	0	0
BCL2L7	BAK1	synonym	1	FALSE	0	0
BCL2L8	BAD	synonym	1	FALSE	0	0
BCL2L9	BOK	synonym	1	FALSE	0	0
BCLW	BCL2L2	synonym	1	FALSE	0	0
BCLX	BCL2L1	synonym	1	FALSE	0	0
BCO2	BCO2	canonical	1	FALSE	9	0
BCOADC-E2	DBT	synonym	1	FALSE	0	0
BCRM1	SFXN4	synonym	1	FALSE	0	0
BCS	BCS1L	synonym	1	FALSE	0	0
BCS1	BCS1L	synonym	1	FALSE	0	0
BCS1L	BCS1L	canonical	1	FALSE	9	0
BCT2	BCAT2	synonym	1	FALSE	0	0
BDH	BDH1	synonym	1	FALSE	0	0
BDH1	BDH1	canonical	1	FALSE	9	0
BDK	BCKDK	synonym	1	FALSE	0	0
BDP	PPM1K	synonym	1	FALSE	0	0
BERHS	OPA1	synonym	1	FALSE	0	0
BFIT	ACOT11	synonym	1	FALSE	0	0
BFL1	BCL2A1	synonym	1	FALSE	0	0
BFZB	UQCC1	synonym	1	FALSE	0	0
BID	BID	canonical	1	FALSE	9	0
BIK	BIK	canonical	1	FALSE	9	0
BILAPES	SLC30A9	synonym	1	FALSE	0	0
BIM	BCL2L11	synonym	1	FALSE	0	0
BIP1	BIK	synonym	1	FALSE	0	0
BIT1	PTRH2	synonym	1	FALSE	0	0
BJS	BCS1L	synonym	1	FALSE	0	0
BLOC1S1	BLOC1S1	canonical	1	FALSE	9	0
BLOS1	BLOC1S1	synonym	1	FALSE	0	0
BM022	MRPL1	synonym	1	FALSE	0	0
BMCP1	SLC25A14	synonym	1	FALSE	0	0
BMIQ4	UCP2	synonym	1	FALSE	0	0
BMRP	MRPL41	synonym	1	FALSE	0	0
BMSC-MCP	SLC25A33	synonym	1	FALSE	0	0
BND7	STOM	synonym	1	FALSE	0	0
BNIP3	BNIP3	canonical	1	FALSE	9	0
BNIP3L	BNIP3L	canonical	1	FALSE	9	0
BNIP3a	BNIP3L	synonym	1	FALSE	0	0
BOD	BCL2L11	synonym	1	FALSE	0	0
BOK	BOK	canonical	1	FALSE	9	0
BOKL	BOK	synonym	1	FALSE	0	0
BOLA1	BOLA1	canonical	1	FALSE	9	0
BOLA3	BOLA3	canonical	1	FALSE	9	0
BOP	RTL10	synonym	1	FALSE	0	0
BORCS1	BLOC1S1	synonym	1	FALSE	0	0
BP4	BIK	synonym	1	FALSE	0	0
BPBS	TSPO	synonym	1	FALSE	0	0
BPH-RP	BPHL	synonym	1	FALSE	0	0
BPHL	BPHL	canonical	1	FALSE	9	0
BPR-2	SARDH	synonym	1	FALSE	0	0
BRADEION	SEPTIN4	synonym	1	FALSE	0	0
BRIP1	MRPL36	synonym	1	FALSE	9	9
BRKS1	FKBP10	synonym	1	FALSE	0	0
BRNRS	MAOA	synonym	1	FALSE	0	0
BRP17	PNKD	synonym	1	FALSE	0	0
BRP44	MPC2	synonym	1	FALSE	0	0
BRP44L	MPC1	synonym	1	FALSE	0	0
BRPK	PINK1	synonym	1	FALSE	0	0
BTHS	TAZ	synonym	1	FALSE	0	0
BUCS1	ACSM1	synonym	1	FALSE	0	0
BXLBV68	PGAM5	synonym	1	FALSE	0	0
BZRP	TSPO	synonym	1	FALSE	0	0
Bap37	PHB2	synonym	1	FALSE	0	0
Bcl-2	BCL2	synonym	1	FALSE	0	0
Bcl-X	BCL2L1	synonym	1	FALSE	0	0
Bcl2-L-13	BCL2L13	synonym	1	FALSE	0	0
Beta-MPP	PMPCB	synonym	1	FALSE	0	0
Boo	BCL2L10	synonym	1	FALSE	0	0
C10orf2	TWNK	synonym	1	FALSE	0	0
C10orf34	CHCHD1	synonym	1	FALSE	0	0
C10orf42	MCU	synonym	1	FALSE	0	0
C10orf58	PRXL2A	synonym	1	FALSE	0	0
C10orf65	HOGA1	synonym	1	FALSE	0	0
C10orf70	CISD1	synonym	1	FALSE	0	0
C11orf4	MRPL49	synonym	1	FALSE	0	0
C11orf79	SDHAF2	synonym	1	FALSE	0	0
C11orf83	UQCC3	synonym	1	FALSE	0	0
C12orf10	MYG1	synonym	1	FALSE	9	9
C12orf62	COX14	synonym	1	FALSE	0	0
C12orf65	C12orf65	canonical	1	FALSE	9	0
C12orf72	ETFBKMT	synonym	1	FALSE	0	0
C14orf112	COX16	synonym	1	FALSE	0	0
C14orf114	EXD2	synonym	1	FALSE	0	0
C14orf124	SDR39U1	synonym	1	FALSE	0	0
C14orf127	NUBPL	synonym	1	FALSE	0	0
C14orf153	COA8	synonym	1	FALSE	0	0
C14orf156	SLIRP	synonym	1	FALSE	0	0
C14orf159	DGLUCY	synonym	1	FALSE	0	0
C14orf160	L2HGDH	synonym	1	FALSE	0	0
C14orf2	ATP5MPL	synonym	1	FALSE	0	0
C14orf68	SLC25A47	synonym	1	FALSE	0	0
C14orf69	SLC25A29	synonym	1	FALSE	0	0
C14orf87	GLRX5	synonym	1	FALSE	0	0
C15orf20	PIF1	synonym	1	FALSE	0	0
C15orf4	MRPL46	synonym	1	FALSE	0	0
C15orf48	C15orf48	canonical	1	FALSE	9	0
C15orf61	C15orf61	canonical	1	FALSE	9	0
C16orf14	MCRIP2	synonym	1	FALSE	0	0
C16orf24	ANTKMT	synonym	1	FALSE	0	0
C16orf36	FAHD1	synonym	1	FALSE	0	0
C16orf39	RHOT2	synonym	1	FALSE	0	0
C16orf49	COQ9	synonym	1	FALSE	0	0
C16orf51	TMEM186	synonym	1	FALSE	0	0
C16orf61	CMC2	synonym	1	FALSE	0	0
C16orf91	C16orf91	canonical	1	FALSE	9	0
C17orf108	LYRM9	synonym	1	FALSE	0	0
C17orf25	GLOD4	synonym	1	FALSE	0	0
C17orf35	TMEM11	synonym	1	FALSE	0	0
C17orf42	TEFM	synonym	1	FALSE	0	0
C17orf47	SEPTIN4	synonym	1	FALSE	9	9
C17orf89	NDUFAF8	synonym	1	FALSE	0	0
C17orf90	OXLD1	synonym	1	FALSE	0	0
C18orf19	FAM210A	synonym	1	FALSE	0	0
C18orf22	RBFA	synonym	1	FALSE	0	0
C18orf43	PRELID3A	synonym	1	FALSE	0	0
C18orf55	TIMM21	synonym	1	FALSE	0	0
C19orf1	TOMM40	synonym	1	FALSE	0	0
C19orf52	TIMM29	synonym	1	FALSE	0	0
C19orf70	MICOS13	synonym	1	FALSE	9	9
C19orf79	PET100	synonym	1	FALSE	0	0
C1QBP	C1QBP	canonical	1	FALSE	9	0
C1orf151	MICOS10	synonym	1	FALSE	0	0
C1orf163	COA7	synonym	1	FALSE	0	0
C1orf166	MUL1	synonym	1	FALSE	0	0
C1orf31	COA6	synonym	1	FALSE	0	0
C1orf69	IBA57	synonym	1	FALSE	0	0
C20orf108	FAM210B	synonym	1	FALSE	0	0
C20orf155	CRLS1	synonym	1	FALSE	0	0
C20orf193	MRPS26	synonym	1	FALSE	0	0
C20orf24	RAB5IF	synonym	1	FALSE	0	0
C20orf34	CDK5RAP1	synonym	1	FALSE	0	0
C20orf44	UQCC1	synonym	1	FALSE	0	0
C20orf45	PRELID3B	synonym	1	FALSE	0	0
C20orf48	PANK2	synonym	1	FALSE	0	0
C20orf52	ROMO1	synonym	1	FALSE	0	0
C20orf7	NDUFAF5	synonym	1	FALSE	0	0
C20orf72	MGME1	synonym	1	FALSE	0	0
C21orf101	MRPS6	synonym	1	FALSE	0	0
C21orf33	GATD3A	synonym	1	FALSE	0	0
C21orf55	DNAJC28	synonym	1	FALSE	0	0
C21orf57	YBEY	synonym	1	FALSE	0	0
C21orf78	DNAJC28	synonym	1	FALSE	0	0
C21orf92	MRPL39	synonym	1	FALSE	0	0
C22orf16	CHCHD10	synonym	1	FALSE	0	0
C22orf29	RTL10	synonym	1	FALSE	0	0
C22orf32	SMDT1	synonym	1	FALSE	0	0
C2360	CHCHD1	synonym	1	FALSE	0	0
C2orf1	MRPL33	synonym	1	FALSE	0	0
C2orf25	MMADHC	synonym	1	FALSE	0	0
C2orf33	MFF	synonym	1	FALSE	0	0
C2orf47	MAIP1	synonym	1	FALSE	0	0
C2orf56	NDUFAF7	synonym	1	FALSE	0	0
C2orf64	COA5	synonym	1	FALSE	0	0
C2orf69	C2orf69	canonical	1	FALSE	9	0
C2orf9	CHCHD5	synonym	1	FALSE	0	0
C3orf1	TIMMDC1	synonym	1	FALSE	0	0
C3orf23	TCAIM	synonym	1	FALSE	0	0
C3orf28	FAM162A	synonym	1	FALSE	0	0
C3orf31	TAMM41	synonym	1	FALSE	0	0
C3orf33	C3orf33	canonical	1	FALSE	9	0
C3orf5	MRPS22	synonym	1	FALSE	0	0
C3orf60	NDUFAF3	synonym	1	FALSE	0	0
C3orf68	CMC1	synonym	1	FALSE	0	0
C42	CDK5RAP1	synonym	1	FALSE	0	0
C4orf1	SLC30A9	synonym	1	FALSE	0	0
C4orf14	NOA1	synonym	1	FALSE	0	0
C4orf49	MGARP	synonym	1	FALSE	0	0
C4orf52	SMIM20	synonym	1	FALSE	0	0
C5orf31	LYRM7	synonym	1	FALSE	0	0
C5orf33	NADK2	synonym	1	FALSE	0	0
C5orf35	SETD9	synonym	1	FALSE	0	0
C5orf63	C5orf63	canonical	1	FALSE	9	0
C6.1B	CMC4	synonym	1	FALSE	0	0
C6orf125	UQCC2	synonym	1	FALSE	0	0
C6orf126	UQCC2	synonym	1	FALSE	0	0
C6orf136	C6orf136	canonical	1	FALSE	9	0
C6orf14	MRPS18B	synonym	1	FALSE	0	0
C6orf149	LYRM4	synonym	1	FALSE	0	0
C6orf158	PRSS35	synonym	1	FALSE	0	0
C6orf162	SMIM8	synonym	1	FALSE	0	0
C6orf203	MTRES1	synonym	1	FALSE	9	9
C6orf210	PDSS2	synonym	1	FALSE	0	0
C6orf53	TMEM14C	synonym	1	FALSE	0	0
C6orf57	SDHAF4	synonym	1	FALSE	0	0
C6orf66	NDUFAF4	synonym	1	FALSE	0	0
C6orf79	MCUR1	synonym	1	FALSE	0	0
C6orf96	RMND1	synonym	1	FALSE	0	0
C7orf10	SUGCT	synonym	1	FALSE	0	0
C7orf17	CHCHD2	synonym	1	FALSE	0	0
C7orf30	MALSU1	synonym	1	FALSE	0	0
C7orf44	COA1	synonym	1	FALSE	0	0
C7orf55	FMC1	synonym	1	FALSE	0	0
C8orf38	NDUFAF6	synonym	1	FALSE	0	0
C8orf82	C8orf82	canonical	1	FALSE	9	0
C9orf105	TOMM5	synonym	1	FALSE	0	0
C9orf115	PTRH1	synonym	1	FALSE	0	0
C9orf123	DMAC1	synonym	1	FALSE	0	0
C9orf15	PTGES2	synonym	1	FALSE	0	0
C9orf151	DNLZ	synonym	1	FALSE	0	0
C9orf158	HDHD3	synonym	1	FALSE	0	0
C9orf46	PLGRKT	synonym	1	FALSE	0	0
C9orf54	MIGA2	synonym	1	FALSE	0	0
C9orf99	HSDL2	synonym	1	FALSE	0	0
CA-VB	CA5B	synonym	1	FALSE	0	0
CA5	CA5A	synonym	1	FALSE	0	0
CA5A	CA5A	canonical	1	FALSE	9	0
CA5AD	CA5A	synonym	1	FALSE	0	0
CA5B	CA5B	canonical	1	FALSE	9	0
CABC1	COQ8A	synonym	1	FALSE	0	0
CAC	SLC25A20	synonym	1	FALSE	0	0
CACL	SLC25A29	synonym	1	FALSE	0	0
CACT	SLC25A20	synonym	1	FALSE	0	0
CAD	ACOD1	synonym	1	FALSE	9	9
CAGSSS	IARS2	synonym	1	FALSE	0	0
CALC	MICU1	synonym	1	FALSE	0	0
CALS-7	NIF3L1	synonym	1	FALSE	0	0
CAMR	HSD17B10	synonym	1	FALSE	0	0
CAP4	CASP8	synonym	1	FALSE	0	0
CAR	SPG7	synonym	1	FALSE	0	0
CARDIF	MAVS	synonym	1	FALSE	0	0
CARKD	NAXD	synonym	1	FALSE	0	0
CARS2	CARS2	canonical	1	FALSE	9	0
CASGID	GLS	synonym	1	FALSE	0	0
CASP3	CASP3	canonical	1	FALSE	9	0
CASP8	CASP8	canonical	1	FALSE	9	0
CASP9	CASP9	canonical	1	FALSE	9	0
CAT	CAT	canonical	3	TRUE	9	0
CAT	CRAT	synonym	3	TRUE	9	0
CAT	GLYAT	synonym	3	TRUE	9	0
CAT1	CRAT	synonym	1	FALSE	0	0
CAT5	COQ7	synonym	1	FALSE	0	0
CATC5	AGK	synonym	1	FALSE	0	0
CATL1	CPT1C	synonym	1	FALSE	0	0
CAV	CA5A	synonym	1	FALSE	0	0
CAVA	CA5A	synonym	1	FALSE	0	0
CAVB	CA5B	synonym	1	FALSE	0	0
CBARA1	MICU1	synonym	1	FALSE	0	0
CBAS4	AMACR	synonym	1	FALSE	0	0
CBAS5	ABCD3	synonym	1	FALSE	0	0
CBP3	UQCC1	synonym	1	FALSE	0	0
CBR3	CBR3	canonical	1	FALSE	9	0
CBR4	CBR4	canonical	1	FALSE	9	0
CBS-1	MSRB2	synonym	1	FALSE	0	0
CBS1	MSRB2	synonym	1	FALSE	0	0
CBT1	SDHD	synonym	1	FALSE	0	0
CC3	HTATIP2	synonym	1	FALSE	0	0
CC6	NDUFA9	synonym	1	FALSE	0	0
CCA1	TRNT1	synonym	1	FALSE	0	0
CCBL2	KYAT3	synonym	1	FALSE	0	0
CCDC109A	MCU	synonym	1	FALSE	0	0
CCDC109B	MCUB	synonym	1	FALSE	0	0
CCDC111	PRIMPOL	synonym	1	FALSE	0	0
CCDC123	CEP89	synonym	1	FALSE	0	0
CCDC127	CCDC127	canonical	1	FALSE	9	0
CCDC44	TACO1	synonym	1	FALSE	0	0
CCDC51	CCDC51	canonical	1	FALSE	9	0
CCDC56	COA3	synonym	1	FALSE	0	0
CCDC58	CCDC58	canonical	1	FALSE	9	0
CCDC90A	MCUR1	synonym	1	FALSE	0	0
CCDC90B	CCDC90B	canonical	1	FALSE	9	0
CCDS3	GATM	synonym	1	FALSE	0	0
CCDS41658.1	UQCC3	synonym	1	FALSE	0	0
CCHL	HCCS	synonym	1	FALSE	0	0
CCK-RP	DBI	synonym	1	FALSE	0	0
CCR4L	NOCT	synonym	1	FALSE	0	0
CCRN4L	NOCT	synonym	1	FALSE	0	0
CCSMST1	C16orf91	synonym	1	FALSE	0	0
CD14	NDUFA2	synonym	1	FALSE	9	9
CDA016	NDUFA13	synonym	1	FALSE	0	0
CDA09	MRPL51	synonym	1	FALSE	0	0
CDC8	DTYMK	synonym	1	FALSE	0	0
CDK5RAP1	CDK5RAP1	canonical	1	FALSE	9	0
CDN1	BAK1	synonym	1	FALSE	0	0
CE5B3	SEPTIN4	synonym	1	FALSE	0	0
CECR5	HDHD5	synonym	1	FALSE	0	0
CEDNIK	SNAP29	synonym	1	FALSE	0	0
CEGA	ERAL1	synonym	1	FALSE	0	0
CEH	EPHX2	synonym	1	FALSE	0	0
CEM1	OXSM	synonym	1	FALSE	0	0
CEMCOX1	SCO2	synonym	1	FALSE	0	0
CEMCOX2	COX15	synonym	1	FALSE	0	0
CEMCOX3	COA5	synonym	1	FALSE	0	0
CEMCOX4	COA6	synonym	1	FALSE	0	0
CEP123	CEP89	synonym	1	FALSE	0	0
CEP89	CEP89	canonical	1	FALSE	9	0
CESP-1	MGARP	synonym	1	FALSE	0	0
CF6	ATP5PF	synonym	1	FALSE	0	0
CFAP23	MMAB	synonym	1	FALSE	0	0
CFAP37	PTRH2	synonym	1	FALSE	0	0
CG7943	SLC25A51	synonym	1	FALSE	0	0
CGI-02	MTO1	synonym	1	FALSE	0	0
CGI-04	YARS2	synonym	1	FALSE	0	0
CGI-05	CDK5RAP1	synonym	1	FALSE	0	0
CGI-10	COQ6	synonym	1	FALSE	0	0
CGI-105	FAHD2A	synonym	1	FALSE	0	0
CGI-106	PRELID1	synonym	1	FALSE	0	0
CGI-113	MRPL11	synonym	1	FALSE	0	0
CGI-114	REXO2	synonym	1	FALSE	0	0
CGI-118	MRPL48	synonym	1	FALSE	0	0
CGI-12	MTERF3	synonym	1	FALSE	0	0
CGI-129	MPC1	synonym	1	FALSE	0	0
CGI-131	MSRB2	synonym	1	FALSE	0	0
CGI-132	MRPS16	synonym	1	FALSE	0	0
CGI-133	GLRX2	synonym	1	FALSE	0	0
CGI-134	MRPS18C	synonym	1	FALSE	0	0
CGI-135	FIS1	synonym	1	FALSE	0	0
CGI-136	PAM16	synonym	1	FALSE	0	0
CGI-138	MRPS23	synonym	1	FALSE	0	0
CGI-139	MRPS33	synonym	1	FALSE	0	0
CGI-143	BOLA1	synonym	1	FALSE	0	0
CGI-147	PTRH2	synonym	1	FALSE	0	0
CGI-150	GLOD4	synonym	1	FALSE	0	0
CGI-16	ACOT9	synonym	1	FALSE	0	0
CGI-203	LYRM4	synonym	1	FALSE	0	0
CGI-204	MRPL47	synonym	1	FALSE	0	0
CGI-22	MRPL2	synonym	1	FALSE	0	0
CGI-28	MRPL4	synonym	1	FALSE	0	0
CGI-33	NFU1	synonym	1	FALSE	0	0
CGI-39	NDUFA13	synonym	1	FALSE	0	0
CGI-44	SQOR	synonym	1	FALSE	0	0
CGI-47	TRNT1	synonym	1	FALSE	0	0
CGI-51	SAMM50	synonym	1	FALSE	0	0
CGI-63	MECR	synonym	1	FALSE	0	0
CGI-64	MTCH1	synonym	1	FALSE	0	0
CGI-65	NDUFAF1	synonym	1	FALSE	0	0
CGI-69	SLC25A39	synonym	1	FALSE	0	0
CGI-75	TFB1M	synonym	1	FALSE	0	0
CGI-83	LACTB2	synonym	1	FALSE	0	0
CGI-90	RMDN1	synonym	1	FALSE	0	0
CGI-91	MRPS2	synonym	1	FALSE	0	0
CGI-92	COQ4	synonym	1	FALSE	0	0
CGI-93	DHRS7B	synonym	1	FALSE	0	0
CGI10	COQ6	synonym	1	FALSE	0	0
CGI65	NDUFAF1	synonym	1	FALSE	0	0
CGI69	SLC25A39	synonym	1	FALSE	0	0
CGI75	TFB1M	synonym	1	FALSE	0	0
CGS-PDE	PDE2A	synonym	1	FALSE	0	0
CHCHD1	CHCHD1	canonical	1	FALSE	9	0
CHCHD10	CHCHD10	canonical	1	FALSE	9	0
CHCHD2	CHCHD2	canonical	1	FALSE	9	0
CHCHD3	CHCHD3	canonical	1	FALSE	9	0
CHCHD4	CHCHD4	canonical	1	FALSE	9	0
CHCHD5	CHCHD5	canonical	1	FALSE	9	0
CHCHD6	CHCHD6	canonical	1	FALSE	9	0
CHCHD7	CHCHD7	canonical	1	FALSE	9	0
CHCHD8	COA4	synonym	1	FALSE	0	0
CHCM1	CHCHD6	synonym	1	FALSE	0	0
CHDH	CHDH	canonical	1	FALSE	9	0
CHEGDD	OXR1	synonym	1	FALSE	0	0
CHPPR	MTFR1	synonym	1	FALSE	0	0
CHPT1	CHPT1	canonical	1	FALSE	9	0
CHTM1	CHCHD5	synonym	1	FALSE	0	0
CI	NDUFB6	synonym	1	FALSE	0	0
CI-10k	NDUFV3	synonym	1	FALSE	0	0
CI-13KD-B	NDUFA5	synonym	1	FALSE	0	0
CI-13kA	NDUFS6	synonym	1	FALSE	0	0
CI-13kB	NDUFA5	synonym	1	FALSE	0	0
CI-13kD-A	NDUFS6	synonym	1	FALSE	0	0
CI-15k	NDUFS5	synonym	1	FALSE	0	0
CI-18	NDUFS4	synonym	1	FALSE	0	0
CI-18 kDa	NDUFS4	synonym	1	FALSE	0	0
CI-19KD	NDUFA8	synonym	1	FALSE	0	0
CI-20	NDUFS7	synonym	1	FALSE	0	0
CI-20KD	NDUFS7	synonym	1	FALSE	0	0
CI-23k	NDUFS8	synonym	1	FALSE	0	0
CI-24k	NDUFV2	synonym	1	FALSE	0	0
CI-30	NDUFS3	synonym	1	FALSE	0	0
CI-39k	NDUFA9	synonym	1	FALSE	0	0
CI-42KD	NDUFA10	synonym	1	FALSE	0	0
CI-42k	NDUFA10	synonym	1	FALSE	0	0
CI-49	NDUFS2	synonym	1	FALSE	0	0
CI-51K	NDUFV1	synonym	1	FALSE	0	0
CI-75Kd	NDUFS1	synonym	1	FALSE	0	0
CI-75k	NDUFS1	synonym	1	FALSE	0	0
CI-9KD	NDUFV3	synonym	1	FALSE	0	0
CI-9k	NDUFA4	synonym	1	FALSE	0	0
CI-AGGG	NDUFB2	synonym	1	FALSE	0	0
CI-AQDQ	NDUFS4	synonym	1	FALSE	0	0
CI-ASHI	NDUFB8	synonym	1	FALSE	0	0
CI-B12	NDUFB3	synonym	1	FALSE	0	0
CI-B14	NDUFA6	synonym	1	FALSE	0	0
CI-B14.5a	NDUFA7	synonym	1	FALSE	0	0
CI-B14.5b	NDUFC2	synonym	1	FALSE	0	0
CI-B14.7	NDUFA11	synonym	1	FALSE	0	0
CI-B15	NDUFB4	synonym	1	FALSE	0	0
CI-B18	NDUFB7	synonym	1	FALSE	0	0
CI-B22	NDUFB9	synonym	1	FALSE	0	0
CI-B9	NDUFA3	synonym	1	FALSE	0	0
CI-ESSS	NDUFB11	synonym	1	FALSE	0	0
CI-MLRQ	NDUFA4	synonym	1	FALSE	0	0
CI-MNLL	NDUFB1	synonym	1	FALSE	0	0
CI-MWFE	NDUFA1	synonym	1	FALSE	0	0
CI-PGIV	NDUFA8	synonym	1	FALSE	0	0
CI-SGDH	NDUFB1	synonym	1	FALSE	0	0
CI13KDA	NDUFS6	synonym	1	FALSE	0	0
CI15K	NDUFS5	synonym	1	FALSE	0	0
CI23KD	NDUFS8	synonym	1	FALSE	0	0
CI39k	NDUFA9	synonym	1	FALSE	0	0
CI51KD	NDUFV1	synonym	1	FALSE	0	0
CIA30	NDUFAF1	synonym	1	FALSE	0	0
CIB8	NDUFA2	synonym	1	FALSE	0	0
CII-4	SDHD	synonym	1	FALSE	0	0
CISD1	CISD1	canonical	1	FALSE	9	0
CISD3	CISD3	canonical	1	FALSE	9	0
CISGDH	NDUFB5	synonym	1	FALSE	0	0
CITRIN	SLC25A13	synonym	1	FALSE	0	0
CKBBP2	GADD45GIP1	synonym	1	FALSE	0	0
CKMT	CKMT1B	synonym	1	FALSE	0	0
CKMT1	CKMT1A	synonym	2	TRUE	0	0
CKMT1	CKMT1B	synonym	2	TRUE	0	0
CKMT1A	CKMT1A	canonical	1	FALSE	9	0
CKMT1B	CKMT1B	canonical	1	FALSE	9	0
CKMT2	CKMT2	canonical	1	FALSE	9	0
CKbetaBP2	GADD45GIP1	synonym	1	FALSE	0	0
CL25022	MMADHC	synonym	1	FALSE	0	0
CL640	COQ2	synonym	1	FALSE	0	0
CLA1	PMPCA	synonym	1	FALSE	0	0
CLATP	ACLY	synonym	1	FALSE	0	0
CLB	CLYBL	synonym	1	FALSE	0	0
CLK-1	COQ7	synonym	1	FALSE	0	0
CLK1	COQ7	synonym	1	FALSE	9	9
CLONE-23970	LRPPRC	synonym	1	FALSE	0	0
CLONE24922	TRUB2	synonym	1	FALSE	0	0
CLPB	CLPB	canonical	1	FALSE	9	0
CLPP	CLPP	canonical	1	FALSE	9	0
CLPX	CLPX	canonical	1	FALSE	9	0
CLR11.3	NLRX1	synonym	1	FALSE	0	0
CLS	CRLS1	synonym	1	FALSE	0	0
CLS1	CRLS1	synonym	1	FALSE	0	0
CLYBL	CLYBL	canonical	1	FALSE	9	0
CMAR	SPG7	synonym	1	FALSE	0	0
CMC1	CMC1	canonical	1	FALSE	9	0
CMC2	CMC2	canonical	1	FALSE	9	0
CMC3	COA4	synonym	1	FALSE	0	0
CMC4	CMC4	canonical	1	FALSE	9	0
CMD1GG	SDHA	synonym	1	FALSE	0	0
CMD3A	TAZ	synonym	1	FALSE	0	0
CML3	NAT8L	synonym	1	FALSE	0	0
CMPK2	CMPK2	canonical	1	FALSE	9	0
CMS22	PREPL	synonym	1	FALSE	0	0
CMS23	SLC25A1	synonym	1	FALSE	0	0
CMT2A	MFN2	synonym	1	FALSE	0	0
CMT2A2	MFN2	synonym	1	FALSE	0	0
CMT2A2A	MFN2	synonym	1	FALSE	0	0
CMT2A2B	MFN2	synonym	1	FALSE	0	0
CMT2D	AIFM1	synonym	2	TRUE	0	0
CMT2D	GARS1	synonym	2	TRUE	0	0
CMT2EE	MPV17	synonym	1	FALSE	0	0
CMT2Q	DHTKD1	synonym	1	FALSE	0	0
CMT4	GDAP1	synonym	1	FALSE	0	0
CMT4A	GDAP1	synonym	1	FALSE	0	0
CMT4K	SURF1	synonym	1	FALSE	0	0
CMTRIA	GDAP1	synonym	1	FALSE	0	0
CMTRIB	KARS1	synonym	1	FALSE	0	0
CMTRID	COX6A1	synonym	1	FALSE	0	0
CMTX4	AIFM1	synonym	1	FALSE	0	0
CMTX6	PDK3	synonym	1	FALSE	0	0
COA1	COA1	canonical	1	FALSE	9	0
COA3	COA3	canonical	1	FALSE	9	0
COA4	COA4	canonical	1	FALSE	9	0
COA5	COA5	canonical	1	FALSE	9	0
COA6	COA6	canonical	1	FALSE	9	0
COA7	COA7	canonical	1	FALSE	9	0
COA8	COA8	canonical	1	FALSE	0	0
COASY	COASY	canonical	1	FALSE	9	0
CODASS	LONP1	synonym	1	FALSE	0	0
COI	MT-CO1	synonym	1	FALSE	0	0
COII	MT-CO2	synonym	1	FALSE	0	0
COIII	MT-CO3	synonym	1	FALSE	0	0
COMT	COMT	canonical	1	FALSE	9	0
COMTD1	COMTD1	canonical	1	FALSE	9	0
COQ1	PDSS1	synonym	1	FALSE	0	0
COQ10A	COQ10A	canonical	1	FALSE	9	0
COQ10B	COQ10B	canonical	1	FALSE	9	0
COQ10D1	COQ2	synonym	1	FALSE	0	0
COQ10D2	PDSS1	synonym	1	FALSE	0	0
COQ10D3	PDSS2	synonym	1	FALSE	0	0
COQ10D4	COQ8A	synonym	1	FALSE	0	0
COQ10D5	COQ9	synonym	1	FALSE	0	0
COQ10D6	COQ6	synonym	1	FALSE	0	0
COQ10D7	COQ4	synonym	1	FALSE	0	0
COQ10D8	COQ7	synonym	1	FALSE	0	0
COQ11	NDUFA9	synonym	1	FALSE	0	0
COQ1A	PDSS1	synonym	1	FALSE	0	0
COQ1B	PDSS2	synonym	1	FALSE	0	0
COQ2	COQ2	canonical	1	FALSE	9	0
COQ3	COQ3	canonical	1	FALSE	9	0
COQ4	COQ4	canonical	1	FALSE	9	0
COQ5	COQ5	canonical	1	FALSE	9	0
COQ6	COQ6	canonical	1	FALSE	9	0
COQ7	COQ7	canonical	1	FALSE	9	0
COQ8	COQ8A	synonym	1	FALSE	0	0
COQ8A	COQ8A	canonical	1	FALSE	9	0
COQ8B	COQ8B	canonical	1	FALSE	9	0
COQ9	COQ9	canonical	1	FALSE	9	0
COT	CROT	synonym	1	FALSE	0	0
COWCK	AIFM1	synonym	1	FALSE	0	0
COX	COX5A	synonym	3	TRUE	0	0
COX	COX8A	synonym	3	TRUE	0	0
COX	CPOX	synonym	3	TRUE	0	0
COX IV-1	COX4I1	synonym	1	FALSE	0	0
COX-VA	COX5A	synonym	1	FALSE	0	0
COX10	COX10	canonical	1	FALSE	9	0
COX11	COX11	canonical	1	FALSE	9	0
COX11P	COX11	synonym	1	FALSE	0	0
COX14	COX14	canonical	1	FALSE	9	0
COX15	COX15	canonical	1	FALSE	9	0
COX16	COX16	canonical	1	FALSE	9	0
COX17	COX17	canonical	1	FALSE	9	0
COX18	COX18	canonical	1	FALSE	9	0
COX18HS	COX18	synonym	1	FALSE	0	0
COX19	COX19	canonical	1	FALSE	9	0
COX20	COX20	canonical	1	FALSE	9	0
COX23	CHCHD7	synonym	1	FALSE	0	0
COX25	COA3	synonym	1	FALSE	0	0
COX4	COX4I1	synonym	2	TRUE	0	0
COX4	COX4I2	synonym	2	TRUE	0	0
COX4-1	COX4I1	synonym	1	FALSE	0	0
COX4-2	COX4I2	synonym	1	FALSE	0	0
COX4B	COX4I2	synonym	1	FALSE	0	0
COX4I1	COX4I1	canonical	1	FALSE	9	0
