shortlist_rank	priority_tier	gene	context_effect_rank	contrast_id	rds_id	cell_type	sex	apoe_group	yu_stratum	logFC	fdr	cells_ad	cells_nci	donors_ad	donors_nci
1	A	ATP5IF1	19	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	excitatory_set3	Exc RELN CHD7	Male	e33	M_e33	-0.61494	4.81679e-20	22508	8393	28	51
1	A	ATP5IF1	20	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	-0.58118	0.00260651	364	292	7	6
1	A	ATP5IF1	21	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6b	Male	e2	M_e2x	0.543334	5.60479e-06	363	383	7	6
1	A	ATP5IF1	22	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e2	F_e2x	0.526598	4.302e-08	266	899	8	16
1	A	ATP5IF1	23	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e4	F_e4x	-0.518647	3.80706e-09	6768	4054	26	11
1	A	ATP5IF1	24	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	inhibitory	Inh ENOX2 SPHKAP	Male	e2	M_e2x	0.512344	0.0108346	196	198	7	6
1	A	ATP5IF1	25	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	-0.497477	1.33186e-10	1690	1874	7	6
1	A	ATP5IF1	26	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6 THEMIS NFIA	Female	e2	F_e2x	0.467206	1.1636e-11	839	2594	8	16
1	A	ATP5IF1	27	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	F_e4x	-0.44847	0.000587437	2439	1115	26	11
1	A	ATP5IF1	28	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e4	F_e4x	-0.438857	0.014409	4249	2234	25	11
1	A	ATP5IF1	29	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	0.429053	0.000357332	174	699	8	16
1	A	ATP5IF1	30	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6b	Female	e4	F_e4x	-0.424503	0.00953393	1520	846	25	11
1	A	ATP5IF1	31	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	0.420122	9.42435e-20	1430	4990	8	17
1	A	ATP5IF1	32	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	oligodendrocytes	Oli	Male	e33	M_e33	-0.410393	1.3982e-14	35873	94184	29	53
1	A	ATP5IF1	33	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Male	e33	M_e33	-0.393047	0.000457263	280	511	24	50
1	A	ATP5IF1	34	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune	Mic P2RY12	Female	e4	F_e4x	-0.383896	0.000233344	5261	2621	26	11
2	A	TUFM	1	astrocytes::Ast CHI3L1::AD_vs_NCI__Male__e4	astrocytes	Ast CHI3L1	Male	e4	M_e4x	-1.28443	0.0215927	1655	412	24	9
2	A	TUFM	2	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-1.16633	1.29609e-11	1249	1339	7	6
2	A	TUFM	3	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	-1.09862	0.010141	364	292	7	6
2	A	TUFM	4	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Male	e2	M_e2x	-0.939184	2.44527e-09	1411	1186	7	6
2	A	TUFM	5	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	excitatory_set3	Exc NRGN	Male	e33	M_e33	-0.936866	1.0689e-10	4383	6868	28	52
2	A	TUFM	6	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.927918	4.51091e-08	2069	3140	7	6
2	A	TUFM	7	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	-0.907376	2.8016e-05	732	581	7	6
2	A	TUFM	8	astrocytes::Ast DPP10::AD_vs_NCI__Male__e2	astrocytes	Ast DPP10	Male	e2	M_e2x	-0.799272	0.0279813	659	305	7	6
2	A	TUFM	9	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-0.779781	1.57238e-28	4010	3277	7	6
2	A	TUFM	10	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e2	M_e2x	-0.65934	0.0197415	420	333	7	6
2	A	TUFM	11	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	inhibitory	Inh PVALB HTR4	Male	e4	M_e4x	-0.600419	4.39465e-05	2593	877	27	10
2	A	TUFM	12	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-0.577737	2.38474e-17	15950	14571	26	11
2	A	TUFM	13	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	-0.558202	4.95643e-06	1690	1874	7	6
2	A	TUFM	14	opcs::OPC::AD_vs_NCI__Male__e2	opcs	OPC	Male	e2	M_e2x	-0.543542	1.34329e-08	1320	1404	7	6
2	A	TUFM	15	astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Female	e2	F_e2x	0.505573	4.27621e-06	957	2720	8	17
2	A	TUFM	16	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	oligodendrocytes	Oli	Male	e2	M_e2x	-0.494356	4.21478e-19	9717	5807	7	6
2	A	TUFM	17	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e33	astrocytes	Ast CHI3L1	Female	e33	F_e33	0.441004	7.99219e-06	1974	3186	35	43
2	A	TUFM	18	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	0.432901	0.00788426	174	699	8	16
2	A	TUFM	19	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-0.432348	0.00159139	884	736	24	11
3	A	HSPD1	1	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Female	e4	F_e4x	-2.57357	1.59365e-10	1329	914	24	11
3	A	HSPD1	2	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-2.38939	3.99194e-290	15950	14571	26	11
3	A	HSPD1	3	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	inhibitory	Inh L3-5 SST MAFB	Female	e4	F_e4x	-1.98842	1.57706e-06	1075	850	25	11
3	A	HSPD1	4	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	inhibitory	Inh PVALB CA8 (Chandelier)	Female	e4	F_e4x	-1.57329	0.00102107	812	488	25	11
3	A	HSPD1	5	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e4	astrocytes	Ast CHI3L1	Female	e4	F_e4x	-1.55221	1.67571e-05	1193	1298	22	11
3	A	HSPD1	6	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	inhibitory	Inh CUX2 MSR1	Female	e4	F_e4x	-1.50403	0.000616266	1105	666	26	11
3	A	HSPD1	7	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5/6 IT Car3	Female	e4	F_e4x	-1.4173	3.74466e-13	1113	561	25	11
3	A	HSPD1	8	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	inhibitory	Inh L1-6 LAMP5 CA13	Female	e4	F_e4x	-1.34793	0.0445076	941	505	26	11
3	A	HSPD1	9	inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	inhibitory	Inh ALCAM TRPM3	Female	e4	F_e4x	-1.32264	0.0376704	605	329	24	11
3	A	HSPD1	10	vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Female	e4	F_e4x	-1.30715	0.02036	308	217	22	11
3	A	HSPD1	11	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	inhibitory	Inh PVALB HTR4	Female	e4	F_e4x	-1.21864	1.75857e-15	2139	1553	25	11
3	A	HSPD1	12	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-1.19196	1.14273e-07	884	736	24	11
3	A	HSPD1	13	vasculature::End::AD_vs_NCI__Female__e4	vasculature	End	Female	e4	F_e4x	-1.07381	0.0415015	445	220	25	11
3	A	HSPD1	14	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6 CT	Female	e4	F_e4x	-0.915886	0.000128685	1402	835	25	11
3	A	HSPD1	15	astrocytes::Ast GRM3::AD_vs_NCI__Female__e4	astrocytes	Ast GRM3	Female	e4	F_e4x	-0.806394	3.41631e-19	5204	1797	26	11
3	A	HSPD1	16	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6b	Female	e4	F_e4x	-0.752578	4.8134e-05	1520	846	25	11
3	A	HSPD1	17	immune::Mic P2RY12::AD_vs_NCI__Male__e2	immune	Mic P2RY12	Male	e2	M_e2x	-0.739457	0.0265763	1175	390	7	6
3	A	HSPD1	18	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB GABRG1	Female	e4	F_e4x	-0.731502	2.91736e-08	4249	2234	25	11
3	A	HSPD1	19	opcs::OPC::AD_vs_NCI__Female__e4	opcs	OPC	Female	e4	F_e4x	-0.7136	6.34204e-19	5248	2760	26	11
3	A	HSPD1	20	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e4	F_e4x	-0.699751	3.28351e-22	6768	4054	26	11
3	A	HSPD1	21	astrocytes::Ast GRM3::AD_vs_NCI__Male__e33	astrocytes	Ast GRM3	Male	e33	M_e33	-0.659486	1.70425e-30	5946	14440	29	53
3	A	HSPD1	22	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Female	e4	F_e4x	-0.658795	0.000153088	2439	1115	26	11
3	A	HSPD1	23	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	excitatory_set3	Exc RELN CHD7	Male	e4	M_e4x	0.653254	0.000561097	5746	397	26	10
3	A	HSPD1	24	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5-6 RORB LINC02196	Female	e4	F_e4x	-0.630535	0.0155051	1237	683	26	11
3	A	HSPD1	25	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	0.615095	0.0194204	364	292	7	6
3	A	HSPD1	26	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e33	M_e33	-0.560035	0.000337728	1647	4297	27	53
3	A	HSPD1	27	immune::Mic P2RY12::AD_vs_NCI__Male__e33	immune	Mic P2RY12	Male	e33	M_e33	-0.551782	8.28048e-13	4009	11074	29	52
3	A	HSPD1	28	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	0.519899	0.00635707	174	699	8	16
3	A	HSPD1	29	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	inhibitory	Inh PVALB CA8 (Chandelier)	Male	e33	M_e33	-0.517417	0.00432286	838	2277	27	52
3	A	HSPD1	30	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	excitatory_set3	Exc NRGN	Male	e33	M_e33	-0.467254	2.94284e-05	4383	6868	28	52
3	A	HSPD1	31	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	F_e4x	-0.458755	6.72251e-09	9664	4753	26	11
3	A	HSPD1	32	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Male	e2	M_e2x	-0.443598	2.61807e-09	1411	1186	7	6
3	A	HSPD1	33	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6b	Male	e2	M_e2x	0.43761	0.0173131	363	383	7	6
3	A	HSPD1	34	astrocytes::Ast DPP10::AD_vs_NCI__Male__e33	astrocytes	Ast DPP10	Male	e33	M_e33	-0.423419	1.17234e-07	1859	5177	27	53
3	A	HSPD1	35	opcs::OPC::AD_vs_NCI__Male__e33	opcs	OPC	Male	e33	M_e33	-0.40884	7.7122e-13	4876	14431	29	53
3	A	HSPD1	36	astrocytes::Ast GRM3::AD_vs_NCI__Female__e33	astrocytes	Ast GRM3	Female	e33	F_e33	0.387259	4.9783e-29	9577	10462	37	45
3	A	HSPD1	37	oligodendrocytes::Oli::AD_vs_NCI__Male__e33	oligodendrocytes	Oli	Male	e33	M_e33	-0.383832	3.01418e-80	35873	94184	29	53
4	A	TOMM7	1	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	excitatory_set3	Exc RELN CHD7	Male	e2	M_e2x	-3.34677	0.00165742	202	673	7	6
4	A	TOMM7	2	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-1.74828	5.0736e-72	15950	14571	26	11
4	A	TOMM7	3	astrocytes::Ast CHI3L1::AD_vs_NCI__Male__e4	astrocytes	Ast CHI3L1	Male	e4	M_e4x	-1.54883	0.0299918	1655	412	24	9
4	A	TOMM7	4	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-1.1396	6.54236e-12	1249	1339	7	6
4	A	TOMM7	5	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-1.09474	2.29418e-33	4010	3277	7	6
4	A	TOMM7	6	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	-1.04917	0.00805697	342	322	7	6
4	A	TOMM7	7	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	inhibitory	Inh VIP TSHZ2	Female	e4	F_e4x	1.03318	0.0282758	650	377	26	11
4	A	TOMM7	8	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-0.931455	9.50294e-05	884	736	24	11
4	A	TOMM7	9	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e2	M_e2x	-0.875272	0.0210733	363	318	7	6
4	A	TOMM7	10	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	inhibitory	Inh PVALB HTR4	Female	e4	F_e4x	-0.866703	0.00102259	2139	1553	25	11
4	A	TOMM7	11	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.837188	4.58778e-08	2069	3140	7	6
4	A	TOMM7	12	immune::Mic TPT1::AD_vs_NCI__Male__e4	immune	Mic TPT1	Male	e4	M_e4x	-0.763047	0.0119757	217	283	24	8
4	A	TOMM7	13	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	-0.762368	0.000129019	732	581	7	6
4	A	TOMM7	14	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	0.619072	1.76807e-31	1430	4990	8	17
4	A	TOMM7	15	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e2	M_e2x	-0.598209	0.0408072	420	333	7	6
4	A	TOMM7	16	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6 THEMIS NFIA	Female	e2	F_e2x	0.593821	2.762e-14	839	2594	8	16
4	A	TOMM7	17	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	-0.58209	2.39668e-08	1690	1874	7	6
4	A	TOMM7	18	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	inhibitory	Inh L3-5 SST MAFB	Female	e33	F_e33	0.549801	0.0322885	1924	3338	35	45
4	A	TOMM7	19	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	inhibitory	Inh PVALB HTR4	Male	e2	M_e2x	-0.523127	0.000276082	612	545	7	6
4	A	TOMM7	20	opcs::OPC::AD_vs_NCI__Female__e2	opcs	OPC	Female	e2	F_e2x	0.519871	0.000106617	1325	3748	8	17
4	A	TOMM7	21	astrocytes::Ast GRM3::AD_vs_NCI__Female__e2	astrocytes	Ast GRM3	Female	e2	F_e2x	0.517681	0.00868015	957	2720	8	17
4	A	TOMM7	22	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e4	F_e4x	-0.513538	0.000290644	6768	4054	26	11
4	A	TOMM7	23	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	inhibitory	Inh PVALB SULF1	Male	e2	M_e2x	-0.467656	0.0137368	331	368	7	6
4	A	TOMM7	24	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	F_e2x	0.459658	1.68672e-19	2049	7715	8	16
4	A	TOMM7	25	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5/6 IT Car3	Male	e33	M_e33	-0.417596	2.41682e-10	1386	2592	27	53
5	A	FKBP8	1	astrocytes::Ast CHI3L1::AD_vs_NCI__Female__e2	astrocytes	Ast CHI3L1	Female	e2	F_e2x	1.05741	0.0333922	105	1104	6	16
5	A	FKBP8	2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	excitatory_set3	Exc RELN CHD7	Male	e4	M_e4x	1.01809	2.59309e-07	5746	397	26	10
5	A	FKBP8	3	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	excitatory_set3	Exc NRGN	Male	e33	M_e33	-0.866926	1.40917e-50	4383	6868	28	52
5	A	FKBP8	4	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	inhibitory	Inh RYR3 TSHZ2	Male	e2	M_e2x	-0.808852	0.0494314	362	297	7	6
5	A	FKBP8	5	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	excitatory_set3	Exc NRGN	Male	e2	M_e2x	0.790427	1.11328e-06	545	1905	7	6
5	A	FKBP8	6	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	excitatory_set3	Exc NRGN	Male	e4	M_e4x	-0.713643	5.14969e-08	4828	461	27	10
5	A	FKBP8	7	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.685306	7.43525e-09	2069	3140	7	6
5	A	FKBP8	8	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-0.676679	0.000558872	1249	1339	7	6
5	A	FKBP8	9	opcs::OPC::AD_vs_NCI__Male__e2	opcs	OPC	Male	e2	M_e2x	-0.618433	0.00188464	1320	1404	7	6
5	A	FKBP8	10	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	-0.556434	1.77358e-09	1690	1874	7	6
5	A	FKBP8	11	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	inhibitory	Inh PVALB SULF1	Male	e2	M_e2x	-0.549626	0.0351249	331	368	7	6
5	A	FKBP8	12	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-0.536781	3.72821e-30	15950	14571	26	11
5	A	FKBP8	13	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	-0.525399	0.00015607	732	581	7	6
5	A	FKBP8	14	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	excitatory_set3	Exc RELN CHD7	Female	e33	F_e33	0.525189	1.65962e-05	2001	4024	35	44
5	A	FKBP8	15	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	-0.521685	0.00340014	342	322	7	6
5	A	FKBP8	16	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-0.517967	2.82963e-46	4010	3277	7	6
5	A	FKBP8	17	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6 THEMIS NFIA	Female	e2	F_e2x	0.483904	3.10185e-25	839	2594	8	16
5	A	FKBP8	18	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L3-4 RORB CUX2	Female	e2	F_e2x	0.475843	4.81468e-40	2049	7715	8	16
5	A	FKBP8	19	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	excitatory_set3	Exc L6b	Female	e33	F_e33	0.44667	1.68004e-42	2695	3137	36	45
5	A	FKBP8	20	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	0.446565	1.7252e-05	174	699	8	16
5	A	FKBP8	21	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	excitatory_set3	Exc L6 THEMIS NFIA	Male	e4	M_e4x	0.445389	1.40464e-22	3580	1566	27	10
5	A	FKBP8	22	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	M_e4x	0.441637	1.73651e-11	2238	987	26	10
5	A	FKBP8	23	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e4	M_e4x	0.435753	2.34335e-06	1275	493	27	10
5	A	FKBP8	24	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	0.428171	7.35018e-35	1430	4990	8	17
5	A	FKBP8	25	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	excitatory_set3	Exc L6b	Male	e4	M_e4x	0.415161	1.05912e-05	1260	480	27	10
5	A	FKBP8	26	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Male	e2	M_e2x	-0.403286	1.53541e-08	1411	1186	7	6
5	A	FKBP8	27	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	excitatory_set2	Exc L3-4 RORB CUX2	Female	e4	F_e4x	-0.390482	1.31644e-24	9664	4753	26	11
5	A	FKBP8	28	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6b	Male	e2	M_e2x	-0.379117	2.1828e-06	363	383	7	6
6	A	UQCC2	1	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5/6 NP	Male	e2	M_e2x	1.13713	0.00945694	295	285	7	6
6	A	UQCC2	2	opcs::OPC::AD_vs_NCI__Male__e2	opcs	OPC	Male	e2	M_e2x	0.927067	0.00042907	1320	1404	7	6
6	A	UQCC2	3	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	inhibitory	Inh PVALB HTR4	Male	e2	M_e2x	0.869422	0.0191361	612	545	7	6
6	A	UQCC2	4	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	0.656086	6.18217e-09	732	581	7	6
6	A	UQCC2	5	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6 THEMIS NFIA	Male	e2	M_e2x	0.638288	0.000111305	1323	1024	7	6
6	A	UQCC2	6	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-0.563549	1.33052e-15	15950	14571	26	11
6	A	UQCC2	7	astrocytes::Ast DPP10::AD_vs_NCI__Male__e4	astrocytes	Ast DPP10	Male	e4	M_e4x	0.502071	0.047702	1565	979	27	10
6	A	UQCC2	8	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	0.501371	5.46406e-06	1690	1874	7	6
6	A	UQCC2	9	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5/6 IT Car3	Male	e2	M_e2x	0.476538	0.0398761	297	298	7	6
6	A	UQCC2	10	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	M_e4x	0.428761	0.0299976	2238	987	26	10
6	A	UQCC2	11	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Male	e33	M_e33	-0.424311	0.00503042	280	511	24	50
