schema_version	source_id	modality	trait_or_context	ancestry	sample_size	genome_build	access_url	full_statistics_access	overlap_state	selection_frozen_before_result
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726396	GWAS	csf_abeta42	European	18948	GRCh38	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726396/GCST90726396.tsv	public_complete	possible_overlap_ROS_MAP	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726397	GWAS	csf_total_tau	European	18948	GRCh38	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726397/GCST90726397.tsv	public_complete	possible_overlap_ROS_MAP	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726398	GWAS	csf_ptau181	European	18948	GRCh38	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726398/GCST90726398.tsv	public_complete	possible_overlap_ROS_MAP	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	eQTL_snuc-eQTL_sQTL_pQTL	twenty_brain_cell_types_and_regions	source_reported	source_reported	GRCh38	https://dss.niagads.org/datasets/ng00184/	public_packaged_all_and_released_finemapping	known_ROSMAP_and_other_cohort_overlap	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NG00130.v2	pQTL	CSF	European	3506	GRCh38	https://dss.niagads.org/datasets/ng00130/	public_gwas_catalog_or_application	known_overlap_unquantified	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	scMetaBrain_2026	eQTL	major_brain_cell_types	mixed_source_meta_analysis	785	GRCh38	https://pubmed.ncbi.nlm.nih.gov/41394650/	inventory_required	possible_overlap	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	PsychAD_snRNA_eQTL	eQTL	DLPFC_cell_classes_and_subclasses	multi_ancestry	1384	GRCh38	https://pmc.ncbi.nlm.nih.gov/articles/PMC11661307/	inventory_required	known_overlap_quantified	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	EQTL_Catalogue_r7	eQTL_sQTL	exact_lineage_or_bulk_brain	source_reported	source_reported	GRCh38	https://www.ebi.ac.uk/eqtl/Data_access/	public_targeted	source_specific	TRUE
