schema_version	validation_status	run_id	execution_stage	execution_backend	publication_namespace	technical_status	scientific_status	baseline_phase19_hashes_unchanged	full_phase19_complete	unique_phase18_genes	nuclear_gene_biomarker_screens	terminal_nuclear_gate_decisions	regional_signal_pairs	candidate_magma_signal_pairs	generated_qtl_routes	terminal_qtl_routes	candidate_context_biomarker_rows	mtdna_context_biomarker_not_applicable_rows	newly_biomarker_supported_unique_genes	declared_output_files	undeclared_output_files	blocking_check_failures	artifact_manifest_sha256	completed_utc	next_required_action
phase19_endophenotype_gwas_qtl_extension_v1	validated_complete_endophenotype_gwas_qtl_extension	phase19_endophenotype_local_20260821	local_production_equivalent	direct	minerva_production	validated_complete	terminal_biomarker_specific_extension_complete	TRUE	FALSE	25	57	57	3	3	27	27	141	60	0	36	0	0	463a0a08f2877aac2fe38b95b72fb7b62eb9f6d506e63c035d6fcbb36ad2ef27	2026-08-21 23:07:32 UTC	review_biomarker_specific_evidence_and_route_specific_data_limitations
