schema_version	validation_status	run_id	execution_stage	execution_backend	publication_namespace	technical_status	scientific_status	baseline_tier1_hashes_unchanged	baseline_tier2_hashes_unchanged	full_phase19_complete	candidate_contexts	nuclear_recovery_routes	terminal_recovery_routes	precomputed_resolved_routes	custom_resolved_routes	distinct_signal_routes	no_regional_gwas_signal_routes	no_regional_qtl_signal_routes	model_or_ld_incompatible_routes	not_assessable_routes	blocking_check_failures	output_files	artifact_manifest_sha256	completed_utc	next_required_action
human_genetic_support_tier2_classical_coloc_recovery_v1	validated_complete_tier2_classical_coloc_recovery	phase19_tier2_recovery_local_20260821	local_production_equivalent	direct	minerva_production	validated_complete_tier2_recovery	terminal_route_specific_recovery_complete	TRUE	TRUE	FALSE	47	54	54	0	0	0	42	4	2	6	0	26	95d5d194ec360c59bf9a56ac0884267bca70f8a273df4d47f47a99dfa85b56e3	2026-08-21 17:50:58 UTC	review_route_specific_remaining_source_or_LD_limitations
