schema_version	network	gene	pathway	pathway_code	pathway_display_label	pathway_color	pathway_url	pathway_background_gene_count	display_overlap_gene_count	raw_hypergeometric_p	bh_fdr	fdr_significant_0_05
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	ATP5IF1	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	85	5	6.61999681229819e-07	0.0008226870788197319	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	ATP5MC2	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	85	5	6.61999681229819e-07	0.0008226870788197319	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	NDUFA6	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	85	5	6.61999681229819e-07	0.0008226870788197319	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	NDUFB6	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	85	5	6.61999681229819e-07	0.0008226870788197319	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	UQCR10	WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	O	ETC / oxidative phosphorylation	#0072B2	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	85	5	6.61999681229819e-07	0.0008226870788197319	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	NDUFA6	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	60	3	0.00025834133037218944	0.044925557351723745	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	NDUFB6	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	60	3	0.00025834133037218944	0.044925557351723745	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	TMEM126A	REACTOME_COMPLEX_I_BIOGENESIS	I	Mitochondrial complex I biogenesis	#009E73	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_I_BIOGENESIS	60	3	0.00025834133037218944	0.044925557351723745	True
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	ATP5MC2	REACTOME_CRISTAE_FORMATION	C	Cristae formation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CRISTAE_FORMATION	24	2	0.0011669588721403184	0.1691117898876678	False
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	TMEM11	REACTOME_CRISTAE_FORMATION	C	Cristae formation	#D55E00	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CRISTAE_FORMATION	24	2	0.0011669588721403184	0.1691117898876678	False
phase18_lamtor5_excitatory_consensus_v1	Excitatory_neurons	LAMTOR5	REACTOME_MTORC1_MEDIATED_SIGNALLING	M	mTORC1-mediated signaling	#CC79A7	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MTORC1_MEDIATED_SIGNALLING	21	1	0.04440882730276589	1.0	False
