schema_version	technical_status	scientific_status	candidate_contexts	unique_genes	output_files	visible_internal_phase_label	completed_utc
genetic_support_slide_summary_v1	validated_complete	descriptive_evidence_summary	47	25	9	False	2026-08-16T23:30:47.800070+00:00
