schema_version	check_id	observed	expected	passed
phase19b_sex_apoe_kda_combo_v2_checks	candidate_rows	912	912	True
phase19b_sex_apoe_kda_combo_v2_checks	unique_candidates	228	228	True
phase19b_sex_apoe_kda_combo_v2_checks	traits	4	4	True
phase19b_sex_apoe_kda_combo_v2_checks	threshold	1	1	True
phase19b_sex_apoe_kda_combo_v2_checks	historical_csf_sha256	9f21a94f2eee60873133583270b708df403cc7340c8a6e93d44794bad54fd02e	9f21a94f2eee60873133583270b708df403cc7340c8a6e93d44794bad54fd02e	True
phase19b_sex_apoe_kda_combo_v2_checks	tested_gene_definitions	18707	>=18000	True
phase19b_sex_apoe_kda_combo_v2_checks	candidate_tests_completed	832	>=800	True
