schema_version	broad_network	current_symbol	case_order	case_id	is_core_mito	mitocarta_canonical_symbol	mito_tier	genome_origin	is_mtdna_gene	extended_reference_member	mapping_status	phase03_mitocarta_match_type	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	coverage_pass	conservative_support_count	conservative_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_group_count	supporting_groups	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	aggregate_acat_p	aggregate_acat_q	aggregate_q_pass	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	terminal_candidate_status	within_case_rank	top5_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_tier
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	UQCR10	2	case2_core_mito_not_in_query	TRUE	UQCR10	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	79	79	31	48	0	79	79	1.0	TRUE	5	TRUE	0.06329113924050633	5	Exc L3-5 RORB PLCH1|Exc L5/6 IT Car3|Exc L6b|Exc NRGN|Exc RELN CHD7	4	F_e2|F_e33|M_e2|M_e4	2	AD_down_mito|AD_up_mito	14.88	23.2	7.070776839242077e-06	0.002617601585887417	TRUE	7.070776839242077e-06	0.002726668318632726	0.8402749175791308	driver_candidate	5	TRUE	14	1.0	1.0	1.0	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX6B1	2	case2_core_mito_not_in_query	TRUE	COX6B1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	72	72	29	43	0	72	72	1.0	TRUE	3	TRUE	0.041666666666666664	3	Exc L3-5 RORB PLCH1|Exc L5/6 IT Car3|Exc L5/6 NP	3	F_e33|F_e4|M_e2	2	AD_down_mito|AD_up_mito	16.94	64.88	2.1176481772286153e-05	0.005764362905956128	TRUE	2.1176481772286153e-05	0.00593904056977298	0.7889913070098908	driver_candidate	6	FALSE	14	1.0	1.0	1.0	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	NDUFB10	2	case2_core_mito_not_in_query	TRUE	NDUFB10	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	81	75	32	43	6	75	81	0.9259259259259259	TRUE	4	TRUE	0.05333333333333334	4	Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L6 THEMIS NFIA|Exc L6b	3	F_e2|F_e33|F_e4	2	AD_down_mito|AD_up_mito	32.25	49.35	2.5957405557093058e-05	0.006673216345302674	TRUE	2.803405010066439e-05	0.00720708704671247	0.7092036058308668	driver_candidate	7	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX7B	2	case2_core_mito_not_in_query	TRUE	COX7B	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	74	72	16	56	2	72	74	0.972972972972973	TRUE	3	TRUE	0.041666666666666664	3	Exc L3-5 RORB PLCH1|Exc L5-6 RORB LINC02196|Exc NRGN	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	54.44	70.69	4.926464484781625e-05	0.01199853389648788	TRUE	5.063317604161875e-05	0.012331843270136356	0.4825636294769952	driver_candidate	8	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-ATP6	2	case2_core_mito_not_in_query	TRUE	MT-ATP6	core_mito_protein	mtDNA	TRUE	TRUE	mapped_ensembl	canonical	66	66	22	44	0	66	66	1.0	TRUE	6	TRUE	0.09090909090909091	5	Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L6 THEMIS NFIA|Exc L6b	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	294.515	594.24	9.525436168949546e-05	0.021501929693567817	TRUE	9.525436168949546e-05	0.021501929693567817	0.5429049632411199	driver_candidate	9	FALSE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPL11	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	58	39	0	97	97	1.0	TRUE	20	TRUE	0.20618556701030927	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e33|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	9.06	22.03	6.503322187746793e-13	2.0062748949198854e-09	TRUE	6.503322187746793e-13	2.0062748949198854e-09	2.220253047410561	driver_candidate	1	TRUE	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPS13	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	95	60	35	2	95	97	0.979381443298969	TRUE	10	TRUE	0.10526315789473684	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	11.355	16.45	3.810746310662914e-09	5.002957260403934e-06	TRUE	3.890972549269818e-09	5.002957260403934e-06	1.3578810500293903	driver_candidate	2	TRUE	14	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	SELENOW	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	56	41	0	97	97	1.0	TRUE	14	TRUE	0.14432989690721648	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN	4	F_e2|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	11.065	20.04	4.7430512286758335e-09	5.002957260403934e-06	TRUE	4.7430512286758335e-09	5.002957260403934e-06	1.4600756226977492	driver_candidate	3	TRUE	14	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	LAMTOR5	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	93	48	45	4	93	97	0.9587628865979382	TRUE	12	TRUE	0.12903225806451613	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	18.125	35.92	4.082987826979987e-06	0.0021942274200684965	TRUE	4.258600817764658e-06	0.0023184323863771716	1.0035368036995678	driver_candidate	4	TRUE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	DYNLT1	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	83	30	53	14	83	97	0.8556701030927835	TRUE	2	TRUE	0.024096385542168676	2	Exc L3-4 RORB CUX2|Exc L6 THEMIS NFIA	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	54.695	99.79	4.267541173552992e-06	0.0021942274200684965	TRUE	4.9873766492383095e-06	0.002429377415194766	0.47611485308066537	driver_candidate	5	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	SSR2	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	87	42	45	10	87	97	0.8969072164948454	TRUE	8	TRUE	0.09195402298850575	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	2	F_e4|M_e2	1	AD_down_mito	15.185	39.3	5.6484082798378435e-06	0.0024893342204713926	TRUE	6.297652789373259e-06	0.002726668318632726	1.0358728587886399	driver_candidate	6	FALSE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	PSMB6	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	78	44	34	19	78	97	0.8041237113402062	TRUE	8	TRUE	0.10256410256410256	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	10.81	16.15	6.5145424132406044e-06	0.002617601585887417	TRUE	8.101437616564684e-06	0.002776992783011339	0.8862407971907649	driver_candidate	7	FALSE	4	1.0	1.0	1.0	15	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPL29	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	45	52	0	97	97	1.0	TRUE	7	TRUE	0.07216494845360824	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc RELN CHD7	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	10.69	25.55	6.9640955991762775e-06	0.002617601585887417	TRUE	6.9640955991762775e-06	0.002726668318632726	0.8524298217889793	driver_candidate	8	FALSE	14	1.0	1.0	1.0	13	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	PRDX1	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	60	37	0	97	97	1.0	TRUE	11	TRUE	0.1134020618556701	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	4	F_e2|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	5.75	7.25	8.085804541881517e-06	0.002771634112411609	TRUE	8.085804541881517e-06	0.002776992783011339	1.1681216894946995	driver_candidate	9	FALSE	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	WDR82	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	59	38	0	97	97	1.0	TRUE	19	TRUE	0.1958762886597938	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	4	F_e2|F_e33|M_e33|M_e4	1	AD_up_mito	26.66	48.63	9.625378895952362e-06	0.003181531488644254	TRUE	9.625378895952362e-06	0.003181531488644254	1.4099075024052796	driver_candidate	10	FALSE	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	SRSF7	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	26	71	0	97	97	1.0	TRUE	1	TRUE	0.010309278350515464	1	Exc L3-4 RORB CUX2	1	F_e33	1	AD_down_mito	83.16	83.16	1.0687149676836915e-05	0.003410674836521574	TRUE	1.0687149676836915e-05	0.003410674836521574	0.2984517117236745	driver_candidate	11	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	12	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	GABARAPL2	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	61	36	0	97	97	1.0	TRUE	14	TRUE	0.14432989690721648	10	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN|Exc RELN CHD7	4	F_e2|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	9.879999999999999	42.58	1.606729018857768e-05	0.004956759023176214	TRUE	1.606729018857768e-05	0.004956759023176214	1.2115673009045376	driver_candidate	12	FALSE	14	1.0	1.0	1.0	16	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPL6	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	53	44	0	97	97	1.0	TRUE	10	TRUE	0.10309278350515463	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	18.47	40.97	1.6682783664221888e-05	0.004980618155237857	TRUE	1.6682783664221888e-05	0.004980618155237857	0.8271899829440665	driver_candidate	13	FALSE	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MAPKAPK5-AS1	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	81	50	31	16	81	97	0.8350515463917526	TRUE	1	TRUE	0.012345679012345678	1	Exc L3-4 RORB CUX2	1	F_e33	1	AD_down_mito	68.04	68.04	2.0447305793335975e-05	0.005734539852040134	TRUE	2.448642560887709e-05	0.006575351198795619	0.3340540231340542	driver_candidate	14	FALSE	14	0.9285714285714286	0.9285714285714286	0.9285714285714286	15	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPLP2	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	45	52	0	97	97	1.0	TRUE	16	TRUE	0.16494845360824742	10	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	4	F_e2|F_e33|F_e4|M_e2	2	AD_down_mito|AD_up_mito	29.085	81.88	2.4866266013813793e-05	0.006575351198795619	TRUE	2.4866266013813793e-05	0.006575351198795619	1.0700072489620878	driver_candidate	15	FALSE	14	1.0	1.0	1.0	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	LAGE3	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	88	52	36	9	88	97	0.9072164948453608	TRUE	9	TRUE	0.10227272727272728	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	14.76	51.41	4.558181094832599e-05	0.011401612441263703	TRUE	5.024420146225822e-05	0.012331843270136356	0.9859585378724848	driver_candidate	16	FALSE	14	1.0	1.0	1.0	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	SELENOM	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	93	42	51	4	93	97	0.9587628865979382	TRUE	10	TRUE	0.10752688172043011	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 CT|Exc L6 THEMIS NFIA	5	F_e2|F_e33|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	11.78	136.26	5.6138760448309835e-05	0.013322159691002757	TRUE	5.855354505204331e-05	0.013895206652734892	0.7140314042053044	driver_candidate	17	FALSE	14	1.0	1.0	1.0	18	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	BTF3	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	51	46	0	97	97	1.0	TRUE	8	TRUE	0.08247422680412371	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	7.125	8.98	6.968844323347216e-05	0.01612416355314462	TRUE	6.968844323347216e-05	0.01612416355314462	0.9331102263598388	driver_candidate	18	FALSE	14	1.0	1.0	1.0	19	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	TARBP1	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	50	47	0	97	97	1.0	TRUE	4	TRUE	0.041237113402061855	4	Exc L2-3 CBLN2 LINC02306|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196	2	M_e2|M_e4	2	AD_down_mito|AD_up_mito	10.745000000000001	12.04	0.00012351229364411967	0.02721681613515066	TRUE	0.00012351229364411967	0.02721681613515066	0.6376154415742162	driver_candidate	19	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	20	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	RPS15	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	59	38	0	97	97	1.0	TRUE	10	TRUE	0.10309278350515463	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc L6 THEMIS NFIA	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	7.359999999999999	14.56	0.00014284412022942872	0.029378274060519176	TRUE	0.00014284412022942872	0.029378274060519176	0.7922975885776302	driver_candidate	20	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	21	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	PGAM1	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	97	97	52	45	0	97	97	1.0	TRUE	4	TRUE	0.041237113402061855	3	Exc L3-5 RORB PLCH1|Exc NRGN|Exc RELN CHD7	4	F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	11.719999999999999	23.2	0.0001726347352701887	0.03399435053033184	TRUE	0.0001726347352701887	0.03399435053033184	0.6322070418375597	driver_candidate	21	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	22	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	MT-CO2	1	case1_core_mito_in_query	TRUE	MT-CO2	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	5	TRUE	1.0	5	Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh PVALB HTR4|Inh PVALB SULF1|Inh SORCS1 TTN	3	F_e2|F_e33|M_e33	1	AD_up_mito	313.26	504.07	1.853939668014416e-22	1.4293874840391146e-18	TRUE	1.853939668014416e-22	1.4293874840391146e-18	19.055785682271896	driver_candidate	1	TRUE	12	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	MT-CO3	1	case1_core_mito_in_query	TRUE	MT-CO3	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	4	TRUE	1.0	4	Inh FBN2 EPB41L4A|Inh PVALB HTR4|Inh PVALB SULF1|Inh SORCS1 TTN	3	F_e2|F_e33|M_e33	1	AD_up_mito	243.525	315.05	3.0404139855877804e-12	1.1720795914440893e-08	TRUE	3.0404139855877804e-12	1.1720795914440893e-08	9.724097460352693	driver_candidate	2	TRUE	12	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	MT-CYB	1	case1_core_mito_in_query	TRUE	MT-CYB	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	5	TRUE	1.0	5	Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh PVALB HTR4|Inh PVALB SULF1|Inh SORCS1 TTN	3	F_e2|F_e33|M_e33	1	AD_up_mito	216.03	278.14	5.131816550747508e-12	1.3188768535421097e-08	TRUE	5.131816550747508e-12	1.3188768535421097e-08	10.184139347684507	driver_candidate	3	TRUE	12	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	MT-ND5	1	case1_core_mito_in_query	TRUE	MT-ND5	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	7	7	7	0	0	7	7	1.0	TRUE	5	TRUE	0.7142857142857143	5	Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh PVALB HTR4|Inh PVALB SULF1|Inh SORCS1 TTN	3	F_e2|F_e33|M_e33	1	AD_up_mito	131.5	135.1	3.7441254000963624e-10	7.216801708685738e-07	TRUE	3.7441254000963624e-10	7.216801708685738e-07	6.152703063745288	driver_candidate	4	TRUE	12	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	COX7C	1	case1_core_mito_in_query	TRUE	COX7C	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	10	10	10	0	0	10	10	1.0	TRUE	5	TRUE	0.5	3	Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	15.32	17.71	1.5495771446427578e-09	2.3894479570391327e-06	TRUE	1.5495771446427578e-09	2.3894479570391327e-06	3.998854003119079	driver_candidate	5	TRUE	12	1.0	1.0	1.0	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	COX7A2	1	case1_core_mito_in_query	TRUE	COX7A2	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	6	6	6	0	0	6	6	1.0	TRUE	5	TRUE	0.8333333333333334	3	Inh CUX2 MSR1|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	97.73	146.9	1.7355200321773128e-07	0.0001911551349726726	TRUE	1.7355200321773128e-07	0.0001911551349726726	4.418551045032422	driver_candidate	6	FALSE	12	1.0	0.9166666666666666	0.9166666666666666	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	ATP5MC3	1	case1_core_mito_in_query	TRUE	ATP5MC3	core_mito_protein	nuclear	FALSE	TRUE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	3	TRUE	0.6	3	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh PVALB HTR4	1	M_e2	1	AD_down_mito	16.86	18.27	3.264634573418153e-07	0.0003146291570131745	TRUE	3.264634573418153e-07	0.0003146291570131745	3.503566256081733	driver_candidate	7	FALSE	12	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	MT-ND1	1	case1_core_mito_in_query	TRUE	MT-ND1	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	5	TRUE	1.0	5	Inh FBN2 EPB41L4A|Inh L1-6 LAMP5 CA13|Inh PVALB HTR4|Inh PVALB SULF1|Inh SORCS1 TTN	3	F_e2|F_e33|M_e33	1	AD_up_mito	626.52	756.11	3.4199356400668586e-06	0.002636770378491548	TRUE	3.4199356400668586e-06	0.002636770378491548	5.253887023440373	driver_candidate	8	FALSE	12	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	PRDX5	1	case1_core_mito_in_query	TRUE	PRDX5	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	2	TRUE	0.5	2	Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)	2	F_e4|M_e2	1	AD_down_mito	41.855000000000004	48.86	1.1412238083860803e-05	0.00628488254475477	TRUE	1.1412238083860803e-05	0.00628488254475477	2.9462148977392633	driver_candidate	9	FALSE	12	1.0	1.0	1.0	11	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Inhibitory_neurons	COX4I1	1	case1_core_mito_in_query	TRUE	COX4I1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	10	10	10	0	0	10	10	1.0	TRUE	2	TRUE	0.2	2	Inh L3-5 SST MAFB|Inh PVALB HTR4	2	M_e2|M_e4	1	AD_down_mito	78.51	113.45	1.5564326412164464e-05	0.008000063775852535	TRUE	1.5564326412164464e-05	0.008000063775852535	1.505033872182583	driver_candidate	10	FALSE	12	1.0	0.9166666666666666	0.9166666666666666	10	tier1_recurrent_stable
