schema_version	execution_stage	execution_class	stable_task_id	task_mode	phase12_planned_runs	phase18_structural_run_slots	phase18_included_runs	phase18_cases	included_broad_networks	aggregate_rows	driver_candidates	top5_network_case_lists	failed_checks	elapsed_seconds	validation_status	git_revision	timestamp_utc
mitochondrial_key_driver_selection_v1_status_v1	local_production_equivalent	real_phase12_data_local_production_equivalent	global:key_driver_selection	key_driver_selection	1782	648	161	3	7	49618	109	27	0	71.11075091362	validated_complete	3af738a5b1e4c684cb841f0c33b6bafe9c6c78d6	2026-08-14 23:58:15 UTC
