schema_version	kda_run_id	fine_cell_type	broad_network	signature_group	sex	apoe_group	signature_direction	effective_query_genes	effective_background_genes	run_terminal_status	key_driver	returned_by_call_key_drivers	published_best_layer	published_overlap_count	published_neighborhood_size	published_non_neighborhood_size	published_signature_size	published_fold_enrichment	published_log_p_value	published_raw_p_value	published_adjusted_p_value	published_is_signature	published_is_root_node	published_global_key_driver	published_overlap_items	case_order	case_id	case_label	is_core_mito	mitocarta_canonical_symbol	query_member	test_status	usable_test	explicit_family_member	original_layer	original_overlap_count	original_neighborhood_size	original_non_neighborhood_size	original_signature_size	original_fold_enrichment	original_log_p	original_raw_p	original_run_q	self_excluded	final_layer	final_overlap_count	final_neighborhood_size	final_non_neighborhood_size	final_signature_size	final_background_size	final_fold_enrichment	final_log_p	final_raw_p	final_run_q	other_query_overlap	support_overlap_pass	support_fold_pass	support_run_q_pass	conservative_support	mito_tier	genome_origin	is_mtdna_gene	extended_reference_member	mapping_status	phase03_mitocarta_match_type	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	coverage_pass	conservative_support_count	conservative_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_group_count	supporting_groups	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	aggregate_acat_p	aggregate_acat_q	aggregate_q_pass	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	terminal_candidate_status	within_case_rank	top5_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_tier	case_driver_candidate_count	case_displayed_candidate_count
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e33_AD_up_mito	Ast CHI3L1	Astrocytes	M_e33	Male	e33	AD_up_mito	17	7152	completed_significant	PRTFDC1	TRUE	2	2	9	7143	17	93.49	-8.57062878935666	0.00018959339801290234	0.0254055153337288	FALSE	TRUE	TRUE	TXNRD2;SIRT5	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	2	2	9	7143	17	93.49	-8.57062878934698	0.0001895933980147375	0.025405515333974824	FALSE	2	2	9	7143	17	7152	93.49	-8.57062878934698	0.0001895933980147375	0.025405515333974824	2	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	3	18	0	21	21	1.0	TRUE	1	TRUE	0.047619047619047616	1	Ast CHI3L1	1	M_e33	1	AD_up_mito	93.49	93.49	0.003889693479180004	0.7780641698192001	FALSE	0.003889693479180004	0.7780641698192001	0.2770905038800774	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_up_mito	22	6266	completed_significant	MT-CO2	TRUE	3	5	19	6247	22	74.95	-19.4173202118939	3.6911779141959428e-09	9.70779791433512e-07	TRUE	TRUE	TRUE	MT-CO2;MT-ATP6;MT-CO3;MT-CYB;MT-ND5	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-CO2	TRUE	explicit_test	TRUE	TRUE	3	5	19	6247	22	74.95	-19.417320211891095	3.6911779142063024e-09	9.707797914362575e-07	TRUE	3	4	18	6247	21	6265	66.3	-15.099193834124977	2.7701509597898085e-07	7.285497024247197e-05	4	TRUE	TRUE	TRUE	TRUE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	4	TRUE	1.0	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	82.965	297.96	1.0124977983537836e-16	6.278498847591812e-13	TRUE	1.0124977983537836e-16	6.278498847591812e-13	9.975181157754687	driver_candidate	1	TRUE	3	1.0	1.0	1.0	1	tier1_recurrent_stable	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_up_mito	22	6266	completed_significant	MT-CO3	TRUE	2	3	6	6260	22	142.41	-14.108005550653	7.463989824785637e-07	9.81514661959325e-05	TRUE	FALSE	FALSE	MT-ATP6;MT-CO3;MT-ND5	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-CO3	TRUE	explicit_test	TRUE	TRUE	2	3	6	6260	22	142.41	-14.108005550641487	7.463989824871581e-07	9.815146619706129e-05	TRUE	2	2	5	6260	21	6265	119.33	-9.148541011249156	0.0001063748893510781	0.01398829794966677	2	TRUE	TRUE	TRUE	TRUE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	4	TRUE	1.0	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	F_e4|M_e2|M_e4	2	AD_down_mito|AD_up_mito	94.69999999999999	149.45	1.0443914055559916e-12	3.238135552926352e-09	TRUE	1.0443914055559916e-12	3.238135552926352e-09	8.096519041366214	driver_candidate	2	TRUE	3	1.0	1.0	1.0	2	tier1_recurrent_stable	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_up_mito	22	6266	completed_significant	MT-ATP6	TRUE	1	2	3	6263	22	189.88	-10.2535809930545	3.523111231872927e-05	0.00308859417994204	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-ATP6	TRUE	explicit_test	TRUE	TRUE	1	2	3	6263	22	189.88	-10.25358099304862	3.523111231893642e-05	0.0030885941799600933	TRUE	1	1	2	6263	21	6265	149.17	-5.006661948691751	0.00669320833071065	0.25147339871098584	1	FALSE	TRUE	FALSE	FALSE	core_mito_protein	mtDNA	TRUE	TRUE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	2	TRUE	0.5	2	Ast DPP10|Ast GRM3	2	M_e2|M_e4	2	AD_down_mito|AD_up_mito	106.00999999999999	159.41	1.0169177434884658e-08	1.5764767318429943e-05	TRUE	1.0169177434884658e-08	1.5764767318429943e-05	5.195279396851439	driver_candidate	3	TRUE	3	1.0	1.0	1.0	5	tier1_recurrent_stable	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_down_mito	36	6266	completed_significant	RPL11	TRUE	2	3	17	6249	36	30.72	-9.09626581962456	0.00011208356827053277	0.0160980846209663	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	2	3	17	6249	36	30.72	-9.09626581962736	0.00011208356827021878	0.016098084620978573	FALSE	2	3	17	6249	36	6266	30.72	-9.09626581962736	0.00011208356827021878	0.016678101425048865	3	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	20	13	7	1	20	21	0.9523809523809523	TRUE	3	TRUE	0.15	2	Ast CHI3L1|Ast GRM3	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	30.72	33.52	1.7776559635829543e-08	2.20464892603558e-05	TRUE	1.8665387654938577e-08	2.314881376965482e-05	1.3746049487425158	driver_candidate	1	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	1	tier1_recurrent_stable	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_down_mito	36	6266	completed_significant	RPS25	TRUE	3	3	18	6248	36	29.01	-8.91789613401841	0.0001339698030182891	0.0160980846209663	FALSE	TRUE	TRUE	FTH1;COX7C;COX20	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	3	3	18	6248	36	29.01	-8.917896134011912	0.00013396980301915964	0.016098084620978573	FALSE	3	3	18	6248	36	6266	29.01	-8.917896134011912	0.00013396980301915964	0.016678101425048865	3	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	20	11	9	1	20	21	0.9523809523809523	TRUE	1	TRUE	0.05	1	Ast CHI3L1	1	M_e4	1	AD_down_mito	29.01	29.01	0.002290361308896551	0.5462511721718274	FALSE	0.0024049286021250653	0.5735754716068281	0.8541765486239143	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_down_mito	36	6266	completed_significant	APOE	TRUE	2	3	18	6248	36	29.01	-8.91789613401841	0.0001339698030182891	0.0160980846209663	FALSE	FALSE	TRUE	TUFM;NME3;AGT	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	2	3	18	6248	36	29.01	-8.917896134011912	0.00013396980301915964	0.016098084620978573	FALSE	2	3	18	6248	36	6266	29.01	-8.917896134011912	0.00013396980301915964	0.016678101425048865	3	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	10	11	0	21	21	1.0	TRUE	4	TRUE	0.19047619047619047	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	33.13	46.74	2.0726873539087566e-05	0.012340946107657309	TRUE	2.0726873539087566e-05	0.012340946107657309	1.228255082083577	driver_candidate	4	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	4	tier1_recurrent_stable	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_down_mito	36	6266	completed_significant	RPLP1	TRUE	3	3	19	6247	36	27.48	-8.74999718452397	0.00015846177126044186	0.0160980846209663	FALSE	FALSE	FALSE	COX7C;PSAP;TOMM7	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	3	3	19	6247	36	27.48	-8.749997184530724	0.00015846177125937165	0.016098084620978573	FALSE	3	3	19	6247	36	6266	27.48	-8.749997184530724	0.00015846177125937165	0.016678101425048865	3	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	12	9	0	21	21	1.0	TRUE	3	TRUE	0.14285714285714285	2	Ast CHI3L1|Ast GRM3	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	22.97	27.48	2.4594995685497456e-06	0.0019064196030721217	TRUE	2.4594995685497456e-06	0.0019064196030721217	0.923683435638276	driver_candidate	2	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	2	tier1_recurrent_stable	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	Ast CHI3L1	Astrocytes	M_e4	Male	e4	AD_down_mito	36	6266	completed_significant	TUFM	TRUE	1	2	4	6262	36	87.03	-8.56224990295906	0.00019118865345565614	0.0160980846209663	TRUE	FALSE	FALSE	TUFM;NME3	1	case1_core_mito_in_query	MT-related and in query	TRUE	TUFM	TRUE	explicit_test	TRUE	TRUE	1	2	4	6262	36	87.03	-8.562249902958294	0.00019118865345580253	0.016098084620978573	TRUE	1	1	3	6262	35	6265	59.67	-4.094206557909989	0.01666896689725241	0.4509899497756509	1	FALSE	TRUE	FALSE	FALSE	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	0	FALSE	0.0	0		0		0		NA	NA	0.08201709482387422	1.0	FALSE	0.08201709482387422	1.0	0.355618263174483	not_supported	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	6	5
phase18_significant_kda_returns_v1	primary_Ast_DPP10_F_e4_AD_down_mito	Ast DPP10	Astrocytes	F_e4	Female	e4	AD_down_mito	25	6099	completed_significant	RPL15	TRUE	2	4	18	6081	25	54.21	-14.2515475138853	6.46593830023377e-07	0.000146776799415301	FALSE	FALSE	FALSE	COX4I1;SLC25A3;ATP5F1B;NDUFV1	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	2	4	18	6081	25	54.21	-14.251547513899096	6.465938300144559e-07	0.0001467767994132815	FALSE	2	4	18	6081	25	6099	54.21	-14.251547513899096	6.465938300144559e-07	0.0001467767994132815	4	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	12	9	0	21	21	1.0	TRUE	3	TRUE	0.14285714285714285	2	Ast DPP10|Ast GRM3	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	20.69	54.21	5.11728522358795e-06	0.0035258095190520977	TRUE	5.11728522358795e-06	0.0035258095190520977	1.2387323441894584	driver_candidate	3	TRUE	3	1.0	1.0	1.0	3	tier1_recurrent_stable	5	5
phase18_significant_kda_returns_v1	primary_Ast_DPP10_F_e4_AD_down_mito	Ast DPP10	Astrocytes	F_e4	Female	e4	AD_down_mito	25	6099	completed_significant	RPL13	TRUE	3	4	24	6075	25	40.66	-13.0232252223886	2.2084376847857986e-06	0.000250657677223191	FALSE	TRUE	TRUE	COX4I1;SLC25A3;ATP5F1B;NDUFV1	2	case2_core_mito_not_in_query	MT-related and not in query	TRUE	MRPL13	FALSE	explicit_test	TRUE	TRUE	3	4	24	6075	25	40.66	-13.023225222397011	2.208437684767223e-06	0.00025065767722107983	FALSE	3	4	24	6075	25	6099	40.66	-13.023225222397011	2.208437684767223e-06	0.00025065767722107983	4	TRUE	TRUE	TRUE	TRUE	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	unique_synonym	14	14	5	9	0	14	14	1.0	TRUE	1	TRUE	0.07142857142857142	1	Ast DPP10	1	F_e4	1	AD_down_mito	40.66	40.66	3.091812175732162e-05	0.014747944078242415	TRUE	3.091812175732162e-05	0.014747944078242415	0.5683481111612948	driver_candidate	2	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	2	tier2_localized_or_unstable	2	2
