schema_version	kda_run_id	fine_cell_type	broad_network	signature_group	sex	apoe_group	signature_direction	effective_query_genes	effective_background_genes	run_terminal_status	key_driver	returned_by_call_key_drivers	published_best_layer	published_overlap_count	published_neighborhood_size	published_non_neighborhood_size	published_signature_size	published_fold_enrichment	published_log_p_value	published_raw_p_value	published_adjusted_p_value	published_is_signature	published_is_root_node	published_global_key_driver	published_overlap_items	case_order	case_id	case_label	is_core_mito	mitocarta_canonical_symbol	query_member	test_status	usable_test	explicit_family_member	original_layer	original_overlap_count	original_neighborhood_size	original_non_neighborhood_size	original_signature_size	original_fold_enrichment	original_log_p	original_raw_p	original_run_q	self_excluded	final_layer	final_overlap_count	final_neighborhood_size	final_non_neighborhood_size	final_signature_size	final_background_size	final_fold_enrichment	final_log_p	final_raw_p	final_run_q	other_query_overlap	support_overlap_pass	support_fold_pass	support_run_q_pass	conservative_support	mito_tier	genome_origin	is_mtdna_gene	extended_reference_member	mapping_status	phase03_mitocarta_match_type	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	coverage_pass	conservative_support_count	conservative_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_group_count	supporting_groups	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	aggregate_acat_p	aggregate_acat_q	aggregate_q_pass	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	terminal_candidate_status	within_case_rank	top5_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_tier	case_driver_candidate_count	case_displayed_candidate_count
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	Ast CHI3L1	Astrocytes	F_e33	Female	e33	AD_up_mito	25	7172	completed_significant	PGK1	TRUE	3	3	13	7159	25	66.2	-11.4680233429051	1.0459254818723276e-05	0.00533421995754882	FALSE	TRUE	TRUE	FAM162A;BNIP3;BNIP3L	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	3	3	13	7159	25	66.2	-11.468023342915371	1.045925481861585e-05	0.0053342199574940834	FALSE	3	3	13	7159	25	7172	66.2	-11.468023342915371	1.045925481861585e-05	0.0053342199574940834	3	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	8	13	0	21	21	1.0	TRUE	3	TRUE	0.14285714285714285	2	Ast CHI3L1|Ast DPP10	3	F_e33|F_e4|M_e4	2	AD_down_mito|AD_up_mito	66.2	121.98	0.00013447442776089584	0.055591728436354335	FALSE	0.00013447442776089584	0.055591728436354335	1.093120214733978	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	Ast CHI3L1	Astrocytes	F_e33	Female	e33	AD_up_mito	25	7172	completed_significant	TSC22D3	TRUE	1	2	4	7168	25	143.44	-9.57133241432097	6.969845448075007e-05	0.0177731058925912	FALSE	FALSE	FALSE	PDK4;UNG	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	1	2	4	7168	25	143.44	-9.571332414326344	6.969845448037554e-05	0.017773105892495762	FALSE	1	2	4	7168	25	7172	143.44	-9.571332414326344	6.969845448037554e-05	0.017773105892495762	2	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	12	3	9	9	12	21	0.5714285714285714	FALSE	2	TRUE	0.16666666666666666	2	Ast CHI3L1|Ast GRM3	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	87.99	143.44	NA	NA	FALSE	NA	NA	0.7576387579001603	insufficient_coverage	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	Ast CHI3L1	Astrocytes	F_e33	Female	e33	AD_up_mito	25	7172	completed_significant	CCND3	TRUE	2	2	6	7166	25	95.63	-8.65932159004834	0.00017350197245099704	0.022121501487502	FALSE	FALSE	TRUE	PDK4;UNG	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	2	2	6	7166	25	95.63	-8.659321590055736	0.0001735019724497137	0.022121501487338498	FALSE	2	2	6	7166	25	7172	95.63	-8.659321590055736	0.0001735019724497137	0.022121501487338498	2	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	5	16	0	21	21	1.0	TRUE	1	TRUE	0.047619047619047616	1	Ast CHI3L1	1	F_e33	1	AD_up_mito	95.63	95.63	0.003425368451374421	0.7080236588990928	FALSE	0.003425368451374421	0.7080236588990928	0.3850324183143222	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e33_AD_up_mito	Ast CHI3L1	Astrocytes	F_e33	Female	e33	AD_up_mito	25	7172	completed_significant	P4HA1	TRUE	1	2	6	7166	25	95.63	-8.65932159004834	0.00017350197245099704	0.022121501487502	FALSE	FALSE	FALSE	FAM162A;BNIP3L	3	case3_not_core_mito	Not MT-related	FALSE	NA	FALSE	explicit_test	TRUE	TRUE	1	2	6	7166	25	95.63	-8.659321590055736	0.0001735019724497137	0.022121501487338498	FALSE	1	2	6	7166	25	7172	95.63	-8.659321590055736	0.0001735019724497137	0.022121501487338498	2	TRUE	TRUE	TRUE	TRUE	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	11	10	0	21	21	1.0	TRUE	2	TRUE	0.09523809523809523	2	Ast CHI3L1|Ast DPP10	2	F_e33|M_e4	1	AD_up_mito	79.96000000000001	95.63	0.0018249739416766615	0.5143937914698626	FALSE	0.0018249739416766615	0.5143937914698626	0.7368919671950673	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	5	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_down_mito	46	7096	completed_significant	MT-CO2	TRUE	3	7	22	7074	46	49.08	-23.7728877313467	4.737683445138319e-11	2.77628249885111e-08	FALSE	TRUE	TRUE	MT-ND2;MT-CO1;MT-ATP6;MT-CO3;MT-ND4;MT-ND4L;MT-ND5	2	case2_core_mito_not_in_query	MT-related and not in query	TRUE	MT-CO2	FALSE	explicit_test	TRUE	TRUE	3	7	22	7074	46	49.08	-23.7728877313442	4.7376834451501684e-11	2.7762824988579986e-08	FALSE	3	7	22	7074	46	7096	49.08	-23.7728877313442	4.7376834451501684e-11	2.7762824988579986e-08	7	TRUE	TRUE	TRUE	TRUE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	17	17	4	13	0	17	17	1.0	TRUE	2	TRUE	0.11764705882352941	2	Ast CHI3L1|Ast DPP10	2	F_e4|M_e2	1	AD_down_mito	61.785	74.49	8.054004259178892e-10	1.664762680372277e-06	TRUE	8.054004259178892e-10	1.664762680372277e-06	1.1316148612570813	driver_candidate	1	TRUE	3	1.0	1.0	1.0	2	tier1_recurrent_stable	2	2
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_down_mito	46	7096	completed_significant	MT-CO3	TRUE	3	5	10	7086	46	77.13	-19.911379675358	2.2521519054753547e-09	6.59880508304309e-07	TRUE	FALSE	FALSE	MT-CO1;MT-ATP6;MT-CO3;MT-ND5;MT-ND4L	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-CO3	TRUE	explicit_test	TRUE	TRUE	3	5	10	7086	46	77.13	-19.91137967535243	2.2521519054879005e-09	6.598805083079549e-07	TRUE	3	4	9	7086	45	7095	70.07	-15.564910797382908	1.7387819747239662e-07	5.094631185941221e-05	4	TRUE	TRUE	TRUE	TRUE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	4	TRUE	1.0	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	F_e4|M_e2|M_e4	2	AD_down_mito|AD_up_mito	94.69999999999999	149.45	1.0443914055559916e-12	3.238135552926352e-09	TRUE	1.0443914055559916e-12	3.238135552926352e-09	8.096519041366214	driver_candidate	2	TRUE	3	1.0	1.0	1.0	2	tier1_recurrent_stable	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_down_mito	46	7096	completed_significant	MT-ATP6	TRUE	2	3	6	7090	46	77.13	-12.1998796362169	5.031061128219705e-06	0.000982733940378936	TRUE	FALSE	FALSE	MT-ATP6;MT-ND5;MT-ND4L	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-ATP6	TRUE	explicit_test	TRUE	TRUE	2	3	6	7090	46	77.13	-12.19987963621544	5.03106112822705e-06	0.0009827339403803506	TRUE	2	2	5	7090	45	7095	63.07	-7.852857312598731	0.00038863991454261295	0.0759143299739904	2	TRUE	TRUE	FALSE	FALSE	core_mito_protein	mtDNA	TRUE	TRUE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	2	TRUE	0.5	2	Ast DPP10|Ast GRM3	2	M_e2|M_e4	2	AD_down_mito|AD_up_mito	106.00999999999999	159.41	1.0169177434884658e-08	1.5764767318429943e-05	TRUE	1.0169177434884658e-08	1.5764767318429943e-05	5.195279396851439	driver_candidate	3	TRUE	3	1.0	1.0	1.0	5	tier1_recurrent_stable	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_down_mito	46	7096	completed_significant	MT-ND4	TRUE	2	3	13	7083	46	35.6	-9.57148277320325	6.968797548686235e-05	0.0102092884088253	TRUE	FALSE	FALSE	MT-ND2;MT-ND4;MT-ND4L	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-ND4	TRUE	explicit_test	TRUE	TRUE	2	3	13	7083	46	35.6	-9.571482773175584	6.968797548879038e-05	0.010209288409107791	TRUE	2	2	12	7083	45	7095	26.28	-5.9940670162127265	0.0024935022859554987	0.29223846791398445	2	TRUE	TRUE	FALSE	FALSE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	5	5	5	0	0	5	5	1.0	TRUE	1	TRUE	0.2	1	Ast DPP10	1	M_e4	1	AD_up_mito	39.85	39.85	0.0031844430755373875	0.7052404111216907	FALSE	0.0031844430755373875	0.7052404111216907	1.9405270913257637	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_F_e4_AD_down_mito	Ast CHI3L1	Astrocytes	F_e4	Female	e4	AD_down_mito	46	7096	completed_significant	MT-ND5	TRUE	1	2	3	7093	46	102.84	-9.00465946092293	0.00012283611849774306	0.0143963930879355	TRUE	FALSE	FALSE	MT-ND5;MT-ND4L	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-ND5	TRUE	explicit_test	TRUE	TRUE	1	2	3	7093	46	102.84	-9.004659460913011	0.00012283611849896149	0.014396393088078285	TRUE	1	1	2	7093	45	7095	78.83	-4.370441950273224	0.012645650584118092	0.4733391321944133	1	FALSE	TRUE	FALSE	FALSE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	0	FALSE	0.0	0		0		0		NA	NA	0.01886698839317654	1.0	FALSE	0.01886698839317654	1.0	1.3544380507486433	exploratory	NA	FALSE	0	NA	NA	NA	NA	not_a_driver_candidate	6	5
phase18_significant_kda_returns_v1	primary_Ast_CHI3L1_M_e33_AD_up_mito	Ast CHI3L1	Astrocytes	M_e33	Male	e33	AD_up_mito	17	7152	completed_significant	MT-CO2	TRUE	1	3	4	7148	17	315.53	-16.9263456266093	4.4563726027610925e-08	1.19430785754e-05	TRUE	TRUE	TRUE	MT-CO2;MT-ND4;MT-CYB	1	case1_core_mito_in_query	MT-related and in query	TRUE	MT-CO2	TRUE	explicit_test	TRUE	TRUE	1	3	4	7148	17	315.53	-16.926345626595666	4.4563726028218565e-08	1.1943078575562575e-05	TRUE	1	2	3	7148	16	7151	297.96	-11.171930306577735	1.4063464318682441e-05	0.0037690084374068945	2	TRUE	TRUE	TRUE	TRUE	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	4	4	4	0	0	4	4	1.0	TRUE	4	TRUE	1.0	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	82.965	297.96	1.0124977983537836e-16	6.278498847591812e-13	TRUE	1.0124977983537836e-16	6.278498847591812e-13	9.975181157754687	driver_candidate	1	TRUE	3	1.0	1.0	1.0	1	tier1_recurrent_stable	6	5
