AL627309.1	RASSF8
AGRN	NLN
AGRN	KLHL3
AGRN	UPRT
AGRN	CORO2B
C1orf159	AVL9
TNFRSF4	SAP18
B3GALT6	PIF1
B3GALT6	MPND
C1QTNF12	YKT6
C1QTNF12	AL117190.2
AL391244.3	EXOSC10
AL391244.3	PRPF38A
AL391244.3	UBLCP1
AL391244.3	ADAT1
VWA1	MON2
ATAD3C	FAM177B
ATAD3C	GMPPA
ATAD3C	PRRT1
AL645728.1	LYSMD1
FO704657.1	GPR75-ASB3
FO704657.1	SRP72
FO704657.1	CDKAL1
CFAP74	FAM76A
GABRD	SZT2
FAAP20	IL21R
HES5	AC007319.1
HES5	DCPS
HES5	RHBDF1
TTC34	PLPP1
TTC34	MYO6
TTC34	PSMG3-AS1
TTC34	SHCBP1
TTC34	FMNL1
LINC00982	SNX8
LINC00982	CACNA1A
AJAP1	MAPRE3
AJAP1	FAM20C
AJAP1	DUS4L
RNF207	PLOD2
RNF207	TMEM14C
RNF207	SMCO4
ACOT7	AP3D1
PLEKHG5	ELP6
TAS1R1	GLRX
TAS1R1	NT5C3A
CAMTA1-DT	DFFB
CAMTA1-DT	PHIP
SLC45A1	FAM162A
SLC45A1	CDAN1
AL096855.1	NEB
AL096855.1	CHCHD1
AL096855.1	KNSTRN
AL109811.4	AC091133.1
AL109811.4	PLEKHJ1
MASP2	RAB11B-AS1
C1orf167	FLNC-AS1
NPPA	AC013403.2
NPPA	NSG1
NPPA	HIST1H2BJ
NPPA	RDH12
NPPA	AL355838.1
NPPA	MRPS12
TNFRSF8	AIF1
TNFRSF1B	LYST
TNFRSF1B	ZEB2
TMEM51-AS1	AC019077.1
TMEM51-AS1	ZNF664
TMEM51-AS1	ATP2C2-AS1
CELA2B	STAG1
CELA2B	CD83
CELA2B	AL353768.1
CELA2B	AC010864.1
CELA2B	FAM186A
UQCRHL	SMIM29
UQCRHL	C11orf87
UQCRHL	SERPINF1
SRARP	BRINP3
SRARP	AAMP
SRARP	TUSC2
SRARP	AL158198.1
SRARP	GPR143
SRARP	STMN4
SRARP	NDUFA8
SRARP	PTPRO
SRARP	SH3GL3
SRARP	NDUFAB1
SRARP	AC027601.3
SPATA21	EPS15
SPATA21	METTL6
SPATA21	MARCH6
SPATA21	DRC3
SPATA21	ZNFX1
PADI4	FBP1
PADI4	SYNGR2
ARHGEF10L	CORO1C
IGSF21	SGIP1
NBL1	ATP6V1F
PLA2G2C	SNAP91
KIF17	ZFHX4
KIF17	ADAMTS20
KIF17	GGT7
KIF17	AC093227.1
HSPG2	DOCK7
HSPG2	TMEM158
HSPG2	PLCXD3
HSPG2	AL512380.2
HSPG2	FBXO21
HSPG2	FLVCR2
HSPG2	OAZ2
C1QA	C1QB
C1QC	C1QB
EPHB2	GORASP1
EPHB2	FAM216A
EPHB2	PROCA1
ZNF436-AS1	GPATCH3
ZNF436-AS1	COL11A1
ZNF436-AS1	TMC7
ASAP3	MELTF-AS1
ASAP3	DOCK2
ASAP3	PLS3
ASAP3	GAS8
ASAP3	CEP131
ASAP3	LINC01270
NCMAP	WDR47
NCMAP	AC002116.2
CLIC4	TMEM59L
RUNX3	SH2D2A
RUNX3	ZAP70
RUNX3	LPCAT1
AL606491.1	AC068896.1
PAQR7	LRRC57
EXTL1	MTFP1
TRNP1	CLIC4
TRNP1	C3orf67-AS1
TRNP1	AC092287.1
TRNP1	RBM11
MAP3K6	PALB2
FO393419.2	GADD45A
FO393419.2	AMIGO1
FO393419.2	AC015971.1
FO393419.2	SV2C
FO393419.2	ARHGAP11A
FO393419.2	LARP6
FO393419.2	WDR24
FO393419.2	SPNS3
LINC01715	CFAP100
LINC01715	SMARCA1
LINC01715	AL589843.1
PTPRU	ZNF35
PTPRU	SLC26A6
PTPRU	FRK
PTPRU	C9orf64
PTPRU	WASF3
PTPRU	TTC23
PTPRU	PRR11
PTPRU	MAPK4
PTPRU	ZNF304
FABP3	AL450384.2
SERINC2	LINC01194
SERINC2	OR52K1
SERINC2	FBN3
SERINC2	AC011509.2
AC114488.2	RRAGC
COL16A1	MYO5C
CCDC28B	CASP3
AL049795.1	PRKCZ
AL049795.1	AC008073.3
AL049795.1	ANTXR1
AL049795.1	DAPL1
AL049795.1	C3orf58
AL049795.1	DHX36
AL049795.1	MELTF
AL049795.1	FGFR3
AL049795.1	LINC01411
AL049795.1	ARMC2
AL049795.1	LINC02398
AL049795.1	AC090115.1
AL049795.1	AC068987.3
AL049795.1	AL355390.2
AL049795.1	DCT
AL049795.1	EFCAB11
AL049795.1	LINC00923
AL049795.1	ZKSCAN2
AL033529.1	FAT1
KIAA1522	GALE
KIAA1522	AL121652.1
TMEM54	TSHZ3
AL662907.3	DSCAML1
AL513327.2	AC080162.1
AL513327.2	FBXO30
AL513327.2	PRKX-AS1
AL513327.2	ZNF350-AS1
ZSCAN20	PDS5A
ZSCAN20	PPP1R11
ZSCAN20	TMEM106B
ZSCAN20	CDK2AP2
ZSCAN20	SLC25A28
ZSCAN20	EIF2B1
ZSCAN20	RNPS1
ZSCAN20	ZNF337
DLGAP3	NOXRED1
AL590434.1	CISD2
AL590434.1	MRPL22
AL590434.1	NUDCD2
AL590434.1	PRPF18
AL590434.1	AC109460.2
AL590434.1	MRPL27
AL590434.1	ZSWIM9
AL590434.1	AC020915.3
AL138787.2	CCNG1
COL8A2	AC022826.2
AL591845.1	MOGS
OSCP1	PHF21A
OSCP1	MMP25-AS1
MRPS15	WWC2
CSF3R	FLT3
AL353604.1	CRABP2
AL353604.1	AMER3
AL353604.1	EPHA5-AS1
AL353604.1	AC004466.1
AL353604.1	OR7C1
C1orf109	C12orf66
CDCA8	PARP10
FHL3	SOBP
POU3F1	CAPN10
POU3F1	COQ4
POU3F1	UBAC1
POU3F1	ZDHHC24
POU3F1	AGAP4
POU3F1	AC025682.1
POU3F1	FBXO46
BMP8B	LINC00951
MYCL	IGFBP7
MYCL	PHLDA2
MYCL	SCUBE1
MFSD2A	LRRC47
MFSD2A	NDUFB5
SMAP2	FKBP5
SMAP2	SSH2
AL031985.4	C1QTNF7
AL031985.4	TNKS
AL031985.4	RRN3
AL031985.4	PAFAH1B1
AL031985.4	NFS1
AL031985.4	UQCRFS1
EXO5	SIGMAR1
ZNF684	IQCG
CITED4	LZIC
CITED4	PIGV
CITED4	USP21
CITED4	AC017074.1
CITED4	AC099329.3
CITED4	SGCB
CITED4	AC008581.2
CITED4	SMIM3
CITED4	MANEA-DT
CITED4	TPD52L1
CITED4	AC007285.1
CITED4	FOXO4
CITED4	KLF10
CITED4	LRP12
CITED4	UCK1
CITED4	FADD
CITED4	BMI1
CITED4	DNAJC12
CITED4	MFSD5
CITED4	C12orf29
CITED4	RABGGTA
CITED4	HNRNPA1P48
CITED4	AC010528.1
CITED4	ABHD15
CITED4	ABCA9
CITED4	CCDC106
RIMKLA	TMEM120A
ZNF691	B4GALT2
TMEM125	FAM104A
AL139289.2	C8orf33
ST3GAL3	MSI2
AL139220.2	AL360270.1
AL139220.2	NCF2
AL139220.2	AC009242.1
AL139220.2	PLCD4
AL139220.2	PDLIM3
AL139220.2	RSPH9
AL139220.2	GJB7
AL139220.2	SSC4D
AL139220.2	TMSB15B-AS1
AL139220.2	FOSL1
AL139220.2	AP002748.3
AL139220.2	XYLT2
BTBD19	LRRC8C-DT
BTBD19	PBX2
BTBD19	TICAM1
CCDC163	PHACTR4
CCDC163	ECI1
CCDC163	NCOA5
MMACHC	GABRB3
CYP4X1	AL592295.3
CYP4A22-AS1	SGCZ
AL356289.1	COG2
AL356289.1	SLC30A3
AL356289.1	SMIM5
RAB3B	UQCRC1
RAB3B	RFX3
AL445685.1	AL442647.1
AL445685.1	LINC02133
COA7	ZDHHC13
COA7	HDAC10
ZYG11A	CD300LF
GLIS1	VAV1
AL357673.1	AL669831.5
AL357673.1	AC126118.1
AL357673.1	LHFPL3
AL357673.1	GOLGA7
AL357673.1	AP003108.2
AL357673.1	BATF2
AL357673.1	AC007529.2
AL357673.1	JKAMP
AL357673.1	AL157756.1
AL357673.1	AC092140.2
AL357673.1	AC104532.1
TTC4	AK5
TTC4	BCL3
PLPP3	SLC31A1
PRKAA2	HMGCLL1
PRKAA2	SNX12
PRKAA2	SNX11
AL136985.3	AC067956.1
AL136985.3	RDM1
LINC01748	ENPP4
LINC01748	PGLS
LINC01748	ZNF529
AC099792.1	PIP4P2
PATJ	NR3C2
TCTEX1D1	AC009228.1
TCTEX1D1	TTC21A
TCTEX1D1	PRR7-AS1
TCTEX1D1	CYP2E1
TCTEX1D1	LRRC29
WDR78	TESK1
GADD45A	MYL6B
GADD45A	GATM
GNG12	MMADHC
GNG12	ACOT9
GNG12	C12orf65
ZRANB2-AS1	AC009133.1
PTGFR	PRDX1
PTGFR	OST4
PTGFR	AC098617.1
PTGFR	AL512422.1
SAMD13	DNAJA3
MCOLN3	BAG4
SYDE2	RTL8A
SYDE2	CPNE6
COL24A1	POU6F1
AL136382.1	THSD4
CLCA4	AARS
AC099062.1	AL365361.1
AC099062.1	LINC01123
AC099062.1	CLNK
AC099062.1	SLC22A9
AC099062.1	LINC01924
AC099568.2	CCP110
HFM1	PITHD1
HFM1	PEX3
HFM1	AL033504.1
HFM1	AC093627.5
HFM1	ZNF485
HFM1	NARS
TGFBR3	LINC00299
TGFBR3	YES1
MIR137HG	UBE3D
AL445433.2	ZFAND3
AL445433.2	CYSLTR2
PALMD	CAMKV
PALMD	AC004069.1
PALMD	ITM2A
PALMD	LY6H
PALMD	MIR155HG
FRRS1	AL591895.1
RTCA-AS1	PGM2
RTCA-AS1	RAD52
RTCA-AS1	FEM1B
RTCA-AS1	TGIF1
RTCA-AS1	MAPRE1
VAV3-AS1	IGSF11
VAV3-AS1	B4GALNT4
VAV3-AS1	CARNS1
VAV3-AS1	RNFT2
VAV3-AS1	CACNG2
AL356488.3	C1orf174
AL356488.3	ZBTB48
AL356488.3	LRRC41
AL356488.3	LRRC40
AL356488.3	GPSM2
AL356488.3	POLR3C
AL356488.3	RNASEL
AL356488.3	SWT1
AL356488.3	BPNT1
AL356488.3	DUSP11
AL356488.3	RABL2A
AL356488.3	HS6ST1
AL356488.3	NIF3L1
AL356488.3	CARF
AL356488.3	SYN2
AL356488.3	SEPSECS
AL356488.3	CYP4V2
AL356488.3	MYO10
AL356488.3	SH3PXD2B
AL356488.3	SLC35B3
AL356488.3	SYNGAP1
AL356488.3	UQCC2
AL356488.3	SERAC1
AL356488.3	ERMARD
AL356488.3	AC093627.3
AL356488.3	LINC00997
AL356488.3	ZNF273
AL356488.3	GUSB
AL356488.3	AC004918.1
AL356488.3	ZNF282
AL356488.3	ZNF212
AL356488.3	ATG4A
AL356488.3	DPY19L4
AL356488.3	SHARPIN
AL356488.3	INCENP
AL356488.3	TYSND1
AL356488.3	PRKAB1
AL356488.3	KNTC1
AL356488.3	ZFYVE26
AL356488.3	AL357153.2
AL356488.3	TUBGCP4
AL356488.3	SPATA5L1
AL356488.3	GLCE
AL356488.3	FBXL19
AL356488.3	TLDC1
AL356488.3	TVP23B
AL356488.3	ASB16-AS1
AL356488.3	RECQL5
AL356488.3	TRIM65
AL356488.3	TEPSIN
AL356488.3	POLR3F
AL356488.3	ZNF136
AL356488.3	AC012617.1
AL356488.3	ZNF226
AL356488.3	ZNF350
AL356488.3	ZNF836
AL356488.3	ZNF329
AL356488.3	LRP5L
RBM15-AS1	GTPBP1
