schema_version	path	bytes	sha256	rows	validation_state
human_genetic_support_tier2_coloc_v1	tier2_analysis_manifest.tsv	884	3a183c4d1ba37a8f7d63fa3007f74d18f57f40ef59f6a1b7e2df3bacb030c9d0	1	validated
human_genetic_support_tier2_coloc_v1	tier2_candidate_route_manifest.tsv	8020	38fe2c58e3f8de3f24704f321de6047746be3935083856d288caaf452f996e06	54	validated
human_genetic_support_tier2_coloc_v1	tier2_dataset_registry.tsv	5788	f237d7428ba8c596f758610b846364e306f51063008d5f2b891a1af95832ead9	22	validated
human_genetic_support_tier2_coloc_v1	tier2_input_inventory.tsv	13896	d82c533983ea92df0b521a4f9ac35c7da40939dac897bd84e9a435357fb6a86d	48	validated
human_genetic_support_tier2_coloc_v1	tier2_source_checks.tsv	2159	da586816362e836c50a8412ca8a77dc5b665fdeb5b5ff13ea2589a9edd9f4ab4	14	validated
human_genetic_support_tier2_coloc_v1	tier2_rerun_decisions.tsv	14698	a5592ef13479acaaa251135d5cb11ffa2045616569b4a8c83e48de093a0d03e7	54	validated
human_genetic_support_tier2_coloc_v1	tier2_gwas_finemapping.tsv.gz	973	bedc31c54e4927be8081fd0334ea98ad0359e2439a142713887162027a7931de	19	validated
human_genetic_support_tier2_coloc_v1	tier2_qtl_finemapping.tsv.gz	266061	cbe2ee2bb971a422b5ba1ce1ead0fd1b70a524adf43431be1560652e0fc629cf	9363	validated
human_genetic_support_tier2_coloc_v1	tier2_variant_harmonization.tsv.gz	124	9e2238ec0a2a5dfe77c503d53d8fb79380847cb419e1dbb02df2d400f80e5cbd	0	validated
human_genetic_support_tier2_coloc_v1	tier2_variant_harmonization_summary.tsv	7013	a490e13eecc6ca7f8726ec392a9104e710de1198fc9f90a4ba719499b4b283ab	54	validated
human_genetic_support_tier2_coloc_v1	tier2_colocalization.tsv.gz	1225	cb74403438e50ed2969e4588f2d9fe2f304d849277c669560c6aa758b64f2f37	54	validated
human_genetic_support_tier2_coloc_v1	tier2_colocalization_qc.tsv	13728	888d26243c0bc209f7f24074b79e3b740a3b8fb17cba2e6e706d5a528214e608	54	validated
human_genetic_support_tier2_coloc_v1	tier2_prior_sensitivity.tsv.gz	117	c9a85d65a2b9226a7f02687d7d6e951785329aaa63740297c3d16840b500bf52	0	validated
human_genetic_support_tier2_coloc_v1	tier2_assessability.tsv	12714	94edfae377fb6e935764786883b947786fdf5432ce80dcabf854030d0dc17114	54	validated
human_genetic_support_tier2_coloc_v1	tier2_evidence_summary.tsv	28355	1bc6912aac2de8fb3342a323ed0002dd2b141514574f9e98e92937308a3a621c	47	validated
human_genetic_support_tier2_coloc_v1	tier2_figure_data.tsv.gz	826	fb7f80d9850a322715745f01a1989a2bc56bedafea4f1303a545cee521d24946	94	validated
human_genetic_support_tier2_coloc_v1	tier2_evidence_matrix.pdf	6201	c0a2cfaf5033cb1337a9a20a0fd4a32034a8e31bbfdbdef4b44c5e1335e4dca9	NA	validated
human_genetic_support_tier2_coloc_v1	tier2_evidence_matrix.png	165531	f90c04d91ef6020fd88fc0d6dd53276138c393eefa4c16b9f57368dd2726cd7e	NA	validated
human_genetic_support_tier2_coloc_v1	tier2_locus_plots.pdf	4343	29cb5da010350859f062489adb545a5d5478aba340bc5b6d641c9799968ad1e0	NA	validated
human_genetic_support_tier2_coloc_v1	tier2_stage_status.tsv	1229	a8894a122b60a648c547a4b1a44c3b0a4658b9241f62107d8a768fb566093821	8	validated
human_genetic_support_tier2_coloc_v1	tier2_checks.tsv	2626	8e2c827002eac55be87b1841d3af14521a8b08357fe9dd0a15e24cd02c783bcd	18	validated
