schema_version	analysis_id	manifest_row	category_id	kda_run_id	query_tier	contrast_id	broad_cell_type	group_id	sex	apoe_group	signature_direction	source_terminal_status	source_message	donors_ad	donors_nci	provisional_query_rows	provisional_query_genes	effective_query_genes	query_genes_lost_from_background	source_result_rows	exact_tested_genes	mapped_symbol_collision_count	mapped_symbol_collapsed_rows	full_network_edges	induced_network_edges	effective_background_genes	query_size_tier	eligibility_status	terminal_status	explicit_candidate_tests	non_mt_candidate_family_size	stock_significant_returns	relaxed_non_mt_candidates	strict_non_mt_candidates	message
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	26	OPCs::F_e33	broad__relaxed__OPCs__F_e33__AD_down_mito	relaxed	OPCs::AD_vs_NCI__Female__e33	OPCs	F_e33	Female	e33	AD_down_mito	validated_complete		37	45	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	27	OPCs::F_e4	broad__relaxed__OPCs__F_e4__AD_up_mito	relaxed	OPCs::AD_vs_NCI__Female__e4	OPCs	F_e4	Female	e4	AD_up_mito	validated_complete		24	11	1	1	1	0	18378	18364	14	14	8610	8113	7817	below_minimum	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	27	OPCs::F_e4	broad__relaxed__OPCs__F_e4__AD_down_mito	relaxed	OPCs::AD_vs_NCI__Female__e4	OPCs	F_e4	Female	e4	AD_down_mito	validated_complete		24	11	6	6	4	2	18378	18364	14	14	8610	8113	7817	small_query_3_9	eligible	completed_significant	137	133	9	10	7	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	28	OPCs::M_e2	broad__relaxed__OPCs__M_e2__AD_up_mito	relaxed	OPCs::AD_vs_NCI__Male__e2	OPCs	M_e2	Male	e2	AD_up_mito	validated_complete		7	5	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	28	OPCs::M_e2	broad__relaxed__OPCs__M_e2__AD_down_mito	relaxed	OPCs::AD_vs_NCI__Male__e2	OPCs	M_e2	Male	e2	AD_down_mito	validated_complete		7	5	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	29	OPCs::M_e33	broad__relaxed__OPCs__M_e33__AD_up_mito	relaxed	OPCs::AD_vs_NCI__Male__e33	OPCs	M_e33	Male	e33	AD_up_mito	validated_complete		28	53	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	29	OPCs::M_e33	broad__relaxed__OPCs__M_e33__AD_down_mito	relaxed	OPCs::AD_vs_NCI__Male__e33	OPCs	M_e33	Male	e33	AD_down_mito	validated_complete		28	53	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	30	OPCs::M_e4	broad__relaxed__OPCs__M_e4__AD_up_mito	relaxed	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	Male	e4	AD_up_mito	validated_complete		25	10	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	30	OPCs::M_e4	broad__relaxed__OPCs__M_e4__AD_down_mito	relaxed	OPCs::AD_vs_NCI__Male__e4	OPCs	M_e4	Male	e4	AD_down_mito	validated_complete		25	10	0	0	0	0	18378	18364	14	14	8610	8113	7817	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	31	Oligodendrocytes::F_e2	broad__relaxed__Oligodendrocytes__F_e2__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	Female	e2	AD_up_mito	validated_complete		8	17	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	31	Oligodendrocytes::F_e2	broad__relaxed__Oligodendrocytes__F_e2__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e2	Oligodendrocytes	F_e2	Female	e2	AD_down_mito	validated_complete		8	17	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	32	Oligodendrocytes::F_e33	broad__relaxed__Oligodendrocytes__F_e33__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	Female	e33	AD_up_mito	validated_complete		37	45	1	1	1	0	22150	22125	24	25	9067	8513	7752	below_minimum	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	32	Oligodendrocytes::F_e33	broad__relaxed__Oligodendrocytes__F_e33__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e33	Oligodendrocytes	F_e33	Female	e33	AD_down_mito	validated_complete		37	45	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	33	Oligodendrocytes::F_e4	broad__relaxed__Oligodendrocytes__F_e4__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	Female	e4	AD_up_mito	validated_complete		26	11	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	33	Oligodendrocytes::F_e4	broad__relaxed__Oligodendrocytes__F_e4__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Female__e4	Oligodendrocytes	F_e4	Female	e4	AD_down_mito	validated_complete		26	11	2	2	0	2	22150	22125	24	25	9067	8513	7752	empty	effective_query_empty_after_background	skipped_effective_query_empty_after_background	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	34	Oligodendrocytes::M_e2	broad__relaxed__Oligodendrocytes__M_e2__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	Male	e2	AD_up_mito	validated_complete		7	6	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	34	Oligodendrocytes::M_e2	broad__relaxed__Oligodendrocytes__M_e2__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e2	Oligodendrocytes	M_e2	Male	e2	AD_down_mito	validated_complete		7	6	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	35	Oligodendrocytes::M_e33	broad__relaxed__Oligodendrocytes__M_e33__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	Male	e33	AD_up_mito	validated_complete		28	53	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	35	Oligodendrocytes::M_e33	broad__relaxed__Oligodendrocytes__M_e33__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e33	Oligodendrocytes	M_e33	Male	e33	AD_down_mito	validated_complete		28	53	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	36	Oligodendrocytes::M_e4	broad__relaxed__Oligodendrocytes__M_e4__AD_up_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	Male	e4	AD_up_mito	validated_complete		27	10	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	36	Oligodendrocytes::M_e4	broad__relaxed__Oligodendrocytes__M_e4__AD_down_mito	relaxed	Oligodendrocytes::AD_vs_NCI__Male__e4	Oligodendrocytes	M_e4	Male	e4	AD_down_mito	validated_complete		27	10	0	0	0	0	22150	22125	24	25	9067	8513	7752	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	37	Vasculature_cells::F_e2	broad__relaxed__Vasculature_cells__F_e2__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	Female	e2	AD_up_mito	not_estimable	fewer_than_5_eligible_donors_per_arm:AD=3,NCI=10	3	10	0	0	0	0	0	0	0	0	5266	0	0	empty	source_contrast_not_estimable	skipped_source_contrast_not_estimable	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	37	Vasculature_cells::F_e2	broad__relaxed__Vasculature_cells__F_e2__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e2	Vasculature_cells	F_e2	Female	e2	AD_down_mito	not_estimable	fewer_than_5_eligible_donors_per_arm:AD=3,NCI=10	3	10	0	0	0	0	0	0	0	0	5266	0	0	empty	source_contrast_not_estimable	skipped_source_contrast_not_estimable	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	38	Vasculature_cells::F_e33	broad__relaxed__Vasculature_cells__F_e33__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	Female	e33	AD_up_mito	validated_complete		29	35	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	38	Vasculature_cells::F_e33	broad__relaxed__Vasculature_cells__F_e33__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e33	Vasculature_cells	F_e33	Female	e33	AD_down_mito	validated_complete		29	35	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	39	Vasculature_cells::F_e4	broad__relaxed__Vasculature_cells__F_e4__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	Female	e4	AD_up_mito	validated_complete		19	9	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	39	Vasculature_cells::F_e4	broad__relaxed__Vasculature_cells__F_e4__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Female__e4	Vasculature_cells	F_e4	Female	e4	AD_down_mito	validated_complete		19	9	1	1	1	0	8096	8095	1	1	5266	4902	4914	below_minimum	effective_query_below_minimum	skipped_effective_query_below_minimum	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	40	Vasculature_cells::M_e2	broad__relaxed__Vasculature_cells__M_e2__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	Male	e2	AD_up_mito	not_estimable	fewer_than_5_eligible_donors_per_arm:AD=4,NCI=3	4	3	0	0	0	0	0	0	0	0	5266	0	0	empty	source_contrast_not_estimable	skipped_source_contrast_not_estimable	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	40	Vasculature_cells::M_e2	broad__relaxed__Vasculature_cells__M_e2__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e2	Vasculature_cells	M_e2	Male	e2	AD_down_mito	not_estimable	fewer_than_5_eligible_donors_per_arm:AD=4,NCI=3	4	3	0	0	0	0	0	0	0	0	5266	0	0	empty	source_contrast_not_estimable	skipped_source_contrast_not_estimable	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	41	Vasculature_cells::M_e33	broad__relaxed__Vasculature_cells__M_e33__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	Male	e33	AD_up_mito	validated_complete		20	39	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	41	Vasculature_cells::M_e33	broad__relaxed__Vasculature_cells__M_e33__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e33	Vasculature_cells	M_e33	Male	e33	AD_down_mito	validated_complete		20	39	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	42	Vasculature_cells::M_e4	broad__relaxed__Vasculature_cells__M_e4__AD_up_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	Male	e4	AD_up_mito	validated_complete		21	6	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
phase20_broad_direction_manifest_v1	phase20_sex_apoe_kda_broad_v1	42	Vasculature_cells::M_e4	broad__relaxed__Vasculature_cells__M_e4__AD_down_mito	relaxed	Vasculature_cells::AD_vs_NCI__Male__e4	Vasculature_cells	M_e4	Male	e4	AD_down_mito	validated_complete		21	6	0	0	0	0	8096	8095	1	1	5266	4902	4914	empty	no_provisional_query	skipped_no_provisional_query	0	0	0	0	0	
