schema_version	analysis_id	task_mode	execution_stage	primary_query_tier	aggregation_method	structural_categories	primary_direction_slots	source_complete_contrasts	source_not_estimable_contrasts	primary_executable_runs	primary_completed_runs	primary_failed_runs	primary_explicit_candidate_tests	primary_stock_significant_returns	relaxed_non_mt_candidates	strict_non_mt_candidates	strict_query_executable_runs	relaxed_query_executable_runs	exploratory_query_executable_runs	blocking_checks	failed_checks	scientific_config_sha256	scientific_script_sha256	complete_evidence_engine_sha256	fkda_source_sha256	fkda_parity_helper_sha256	python_version	networkx_version	scipy_version	source_release_timestamp_utc	git_revision	validation_status
phase20_broad_status_v1	phase20_sex_apoe_kda_broad_v1	direct_broad_kda_no_acat	local_production	relaxed	none	42	84	40	2	3	3	0	377	11	12	9	2	3	7	31	0	1544c83c5fa43c2200f99a0847dbc7a055287311eff5f907dc6eaaec84cb2fc9	dcaa3bc9e591d1a0b46bebe9e39ac7715a386e5a27b5c0b77aa5cf0371af4a5e	e34f478f2fb6f766287dd4524933717c42ac6cedfec22f456c1126aa8064a8e0	fed8f89f35a3f08f38a420eb9b26c590cdc5f13a12064af1b9fa4a4cb1168550	c749f8aa669b2f7b4f65189958d89e7075bddaa5edd78ebeca7858bba4028238	3.13.6	3.5	1.16.1	2026-08-28 20:07:44 UTC	c8f7e29492a4a8721027848f1e6b6dd6e7d5fa4b	validated_complete
