signature_group	sex	apoe_group	broad_cell_type	query_mode	pathway_collection	collection_role	pathway_id	pathway_name	hierarchy_depth	level_1	level_2	structurally_available_contrasts	total_contrasts	testable_queries	locally_significant_queries	globally_significant_queries	significant_ad_any_queries	significant_ad_up_queries	significant_ad_down_queries	significant_fine_cell_types	signal_depends_on_one_fine_cell	median_significant_fold_enrichment	minimum_significant_fold_enrichment	maximum_significant_fold_enrichment	overlap_gene_union	overlap_gene_union_count	recurrent_overlap_genes	recurrent_overlap_gene_count	schema_version
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	OXPHOS subunits	OXPHOS subunits	2	OXPHOS	OXPHOS subunits	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Metabolism	Metabolism	1	Metabolism	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	OXPHOS	OXPHOS	1	OXPHOS	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Mitochondrial central dogma	Mitochondrial central dogma	1	Mitochondrial central dogma	NA	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	mtDNA maintenance	mtDNA maintenance	2	Mitochondrial central dogma	mtDNA maintenance	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	mtRNA metabolism	mtRNA metabolism	2	Mitochondrial central dogma	mtRNA metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Translation	Translation	2	Mitochondrial central dogma	Translation	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Protein import and sorting	Protein import and sorting	2	Protein import, sorting and homeostasis	Protein import and sorting	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	OXPHOS assembly factors	OXPHOS assembly factors	2	OXPHOS	OXPHOS assembly factors	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex III	Complex III	2	OXPHOS	Complex III	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex IV	Complex IV	2	OXPHOS	Complex IV	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex V	Complex V	2	OXPHOS	Complex V	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Carbohydrate metabolism	Carbohydrate metabolism	2	Metabolism	Carbohydrate metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Lipid metabolism	Lipid metabolism	2	Metabolism	Lipid metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Nucleotide metabolism	Nucleotide metabolism	2	Metabolism	Nucleotide metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Vitamin metabolism	Vitamin metabolism	2	Metabolism	Vitamin metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Electron carriers	Electron carriers	2	Metabolism	Electron carriers	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Sulfur metabolism	Sulfur metabolism	2	Metabolism	Sulfur metabolism	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	SLC25A family	SLC25A family	2	Small molecule transport	SLC25A family	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Signaling	Signaling	1	Signaling	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Calcium homeostasis	Calcium homeostasis	2	Signaling	Calcium homeostasis	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Fusion	Fusion	2	Mitochondrial dynamics and surveillance	Fusion	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Fission	Fission	2	Mitochondrial dynamics and surveillance	Fission	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Intramitochondrial membrane interactions	Intramitochondrial membrane interactions	2	Mitochondrial dynamics and surveillance	Intramitochondrial membrane interactions	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Trafficking	Trafficking	2	Mitochondrial dynamics and surveillance	Trafficking	3	3	1	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Apoptosis	Apoptosis	2	Mitochondrial dynamics and surveillance	Apoptosis	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Cristae formation	Cristae formation	2	Mitochondrial dynamics and surveillance	Cristae formation	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex II	Complex II	2	OXPHOS	Complex II	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Respirasome assembly	Respirasome assembly	2	OXPHOS	Respirasome assembly	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Cytochrome C	Cytochrome C	2	OXPHOS	Cytochrome C	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Sideroflexins	Sideroflexins	2	Small molecule transport	Sideroflexins	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Calcium uniporter	Calcium uniporter	2	Small molecule transport	Calcium uniporter	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	Immune response	Immune response	2	Signaling	Immune response	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_broad_46	primary_expanded	cAMP-PKA signaling	cAMP-PKA signaling	2	Signaling	cAMP-PKA signaling	3	3	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitophagy	Mitophagy	2	Mitochondrial dynamics and surveillance	Mitophagy	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Autophagy	Autophagy	2	Mitochondrial dynamics and surveillance	Autophagy	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	ABC transporters	ABC transporters	2	Small molecule transport	ABC transporters	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Heme synthesis and processing	Heme synthesis and processing	3	Metabolism	Metals and cofactors	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Organelle contact sites	Organelle contact sites	2	Mitochondrial dynamics and surveillance	Organelle contact sites	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Xenobiotic metabolism	Xenobiotic metabolism	3	Metabolism	Detoxification	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial dynamics and surveillance	Mitochondrial dynamics and surveillance	1	Mitochondrial dynamics and surveillance	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Metals and cofactors	Metals and cofactors	2	Metabolism	Metals and cofactors	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	ROS and glutathione metabolism	ROS and glutathione metabolism	3	Metabolism	Detoxification	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	CI subunits	CI subunits	3	OXPHOS	Complex I	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Protein homeostasis	Protein homeostasis	2	Protein import, sorting and homeostasis	Protein homeostasis	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Detoxification	Detoxification	2	Metabolism	Detoxification	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Complex I	Complex I	2	OXPHOS	Complex I	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	1	Protein import, sorting and homeostasis	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Small molecule transport	Small molecule transport	1	Small molecule transport	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Amino acid metabolism	Amino acid metabolism	2	Metabolism	Amino acid metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	OXPHOS subunits	OXPHOS subunits	2	OXPHOS	OXPHOS subunits	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Metabolism	Metabolism	1	Metabolism	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	OXPHOS	OXPHOS	1	OXPHOS	NA	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial central dogma	Mitochondrial central dogma	1	Mitochondrial central dogma	NA	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtDNA maintenance	mtDNA maintenance	2	Mitochondrial central dogma	mtDNA maintenance	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtDNA replication	mtDNA replication	3	Mitochondrial central dogma	mtDNA maintenance	3	3	1	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtDNA nucleoid	mtDNA nucleoid	3	Mitochondrial central dogma	mtDNA maintenance	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtDNA repair	mtDNA repair	3	Mitochondrial central dogma	mtDNA maintenance	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtRNA metabolism	mtRNA metabolism	2	Mitochondrial central dogma	mtRNA metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtRNA granules	mtRNA granules	3	Mitochondrial central dogma	mtRNA metabolism	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Polycistronic mtRNA processing	Polycistronic mtRNA processing	3	Mitochondrial central dogma	mtRNA metabolism	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mt-tRNA modifications	mt-tRNA modifications	3	Mitochondrial central dogma	mtRNA metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mt-rRNA modifications	mt-rRNA modifications	3	Mitochondrial central dogma	mtRNA metabolism	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mtRNA stability and decay	mtRNA stability and decay	3	Mitochondrial central dogma	mtRNA metabolism	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Translation	Translation	2	Mitochondrial central dogma	Translation	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial ribosome	Mitochondrial ribosome	3	Mitochondrial central dogma	Translation	3	3	1	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial ribosome assembly	Mitochondrial ribosome assembly	3	Mitochondrial central dogma	Translation	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Translation factors	Translation factors	3	Mitochondrial central dogma	Translation	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	mt-tRNA synthetases	mt-tRNA synthetases	3	Mitochondrial central dogma	Translation	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Protein import and sorting	Protein import and sorting	2	Protein import, sorting and homeostasis	Protein import and sorting	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Preprotein cleavage	Preprotein cleavage	3	Protein import, sorting and homeostasis	Protein import and sorting	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Proteases	Proteases	3	Protein import, sorting and homeostasis	Protein homeostasis	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Chaperones	Chaperones	3	Protein import, sorting and homeostasis	Protein homeostasis	3	3	2	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	OXPHOS assembly factors	OXPHOS assembly factors	2	OXPHOS	OXPHOS assembly factors	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	CI assembly factors	CI assembly factors	3	OXPHOS	Complex I	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Complex III	Complex III	2	OXPHOS	Complex III	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	CIII subunits	CIII subunits	3	OXPHOS	Complex III	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	Complex IV	Complex IV	2	OXPHOS	Complex IV	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
F_e2	Female	e2	Astrocytes	AD_any_mito	mitocarta_complete_149	supplemental_complete	CIV subunits	CIV subunits	3	OXPHOS	Complex IV	3	3	3	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_broad_cell_summary_v1
