schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	task_mode	scientific_script	scientific_script_sha256	scientific_config_sha256	pipeline_config_sha256	execution_config_sha256	phase09_core_sha256	phase11_membership_sha256	phase12_background_sha256	phase20_manifest_sha256	phase20_query_sha256	mitocarta_source_sha256	planned_contrasts	estimable_contrasts	nonestimable_contrasts	query_definitions	pathway_collections	pathway_definitions	primary_ora_rows	tested_primary_ora_rows	significant_primary_ora_rows	kda_effective_queries	kda_ora_rows	failed_checks	peak_ram_gib	elapsed_seconds	validation_status	git_revision	timestamp_utc
fine_deg_pathway_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:pathway_deg_fine	pathway_deg_fine	scripts/11_run_fine_deg_pathway_analysis.R	1c01bd07e41b454f4bc8c426e9f75b8d6b7bb010a5a9b326c76b47b64e6387d9	7d477f6a0f7274155407ebc4a8273e925ea46401b2653397071a3337aecb02e5	f1ce9dafc633585ac1ba02b88bf7fe9d25565b94329eebf4bc66436c28e1f279	b484547eb595603b0632ac59e321defe34aceb42a8a1e2d395d584fc745aa653	c3f9c1181a21ce9e508b8e52b5510dde4a153a2f8a14e9ea052e2d65ae890cb0	bcbd6076c80ebef6a7dceb524d6b15146c3251e24416c12daa5733a56488d4ca	fa10e1d5cc1a77dd1b1539f859effa993959a162648e1988e87a75889404de39	41456b20a61321f4bad86fe047516421b5a239996a5d4c325c9d4e9561d729a2	8944e5f3d9b0071f77578e628c62c79ed923ebf71dff2ffc951e38690a5ccd0a	e6ada0ae8dcd5447a5efb6f77c69a1c10b1ffa66521540a1e81b92c61e5505f2	324	321	3	972	3	199	193428	67730	1540	194	38606	0	NA	44.142235994339	validated_complete	7c8d0c623f507bdb111624846b00a26f2738b68d	2026-09-14 00:29:17 UTC
