schema_version	artifact	path	bytes	sha256	records	output_schema	validation_status
fine_deg_pathway_artifacts_v1	fine_deg_pathway_checks.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_checks.tsv	2379	7ca0c92c1cf2db75b3b6569067757adafb9966292c38ffc365e249633ccd07ca	36	fine_deg_pathway_checks_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_reference_manifest.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_reference_manifest.tsv	11701	7d170f07de0632a3217615ff837c0c956dec94c57db4af298ac40976be4c9928	43	fine_deg_pathway_reference_manifest_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_program_manifest.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_program_manifest.tsv	62361	0fc7ef44ce7b429a8b7cc45e07d0b7f589ec53b1cdeb2847fcc6f5cfb990e164	199	fine_deg_pathway_program_manifest_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_contrast_manifest.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_contrast_manifest.tsv	123759	3a1c8c98d1f90a1b5d63876e76d686387e578048bd34d271c33027d24b8e5387	324	fine_deg_pathway_contrast_manifest_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_background_manifest.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_background_manifest.tsv	85906	3e9a8c48c4f9c04721009954a320c52b3463bb51a248b4ec0fb9a4a5eb36ea4b	324	fine_deg_pathway_background_manifest_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_background_genes.tsv.gz	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_background_genes.tsv.gz	1183020	73bb9fb85dbf211bc742303b8b1bc036226c30207b2e8afaa10bacb1953a58d8	217402	fine_deg_pathway_background_genes_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_query_manifest.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_query_manifest.tsv	325318	bea7d397bf4f35cf03a6b4ce266db53a148fe5dda3d16426de81a8a450e12f96	972	fine_deg_pathway_query_manifest_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_query_genes.tsv.gz	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_query_genes.tsv.gz	507772	c8a70b064ea64e1fdde336511de3b94e43bbecfe8bc3418db2163d819872f7d1	18524	fine_deg_pathway_query_genes_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_ora.tsv.gz	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_ora.tsv.gz	10445023	325e2d59d83c987209862e71278796b71341f1e469eaf6839c8146d08cf596e6	193428	fine_deg_pathway_ora_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_significant_results.tsv.gz	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_significant_results.tsv.gz	119660	d5d71fe2e617cbf2627d5eee6ad6a8297fe3a6131c9dae0df18e325ab776a46e	1540	fine_deg_pathway_significant_results_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_fine_cell_summary.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_fine_cell_summary.tsv	750664	817969dfbb072523d7dc684ef5a82e077cd8489cd1a337f8e1aa51ddf16557e8	2916	fine_deg_pathway_fine_cell_summary_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_broad_cell_summary.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_broad_cell_summary.tsv	7749541	20431b5bf1b803653ee5ba5ba70d37af1b006a3bb487065da78f3217711236ea	32238	fine_deg_pathway_broad_cell_summary_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_sex_apoe_summary.tsv	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_sex_apoe_summary.tsv	878598	e5e6091345ee30cc01b43f1c9dde103f77307165dbede102607ba07800a46426	3582	fine_deg_pathway_sex_apoe_summary_v1	validated_complete
fine_deg_pathway_artifacts_v1	fine_deg_pathway_redundancy_map.tsv.gz	results/minerva_production/11_pathway_deg_fine/fine_deg_pathway_redundancy_map.tsv.gz	106701	dd8b5f522e99dcfe6d94fa82d171906ff5409238670b9d68daf982fda503b4fe	11026	fine_deg_pathway_redundancy_map_v1	validated_complete
fine_deg_pathway_artifacts_v1	kda_effective_query_program_ora.tsv.gz	results/minerva_production/11_pathway_deg_fine/kda_effective_query_program_ora.tsv.gz	2403173	2ce4c9a4fc98669fd81e5a799a59baba176ab1da149e175d545f27c029f7558a	38606	kda_effective_query_program_ora_v1	validated_complete
fine_deg_pathway_artifacts_v1	legacy_four_module_reconciliation.tsv	results/minerva_production/11_pathway_deg_fine/legacy_four_module_reconciliation.tsv	5098	9bcecea26a2c40747d9a456230669c4650d3b620714ebe678502c3e57698aad0	58	legacy_four_module_reconciliation_v1	validated_complete
fine_deg_pathway_artifacts_v1	README.md	results/minerva_production/11_pathway_deg_fine/README.md	895	8576cfeb65056a6ba378c7780446bc012c8f8217ac029732d01634f72f24787b	22	markdown_v1	validated_complete
