contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	892	3	149	104	0	1	0.0724790438097234	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	892	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	892	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	892	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	896	34	4	4	1	0	0.0347883366115664	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	896	34	46	43	0	0	0.753873981868107	cAMP-PKA signaling	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	896	34	149	104	0	0	1	cAMP-PKA signaling	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	896	24	4	4	1	1	0.0127032392040161	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	896	24	46	43	0	0	0.452395804345926	Complex V	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	896	24	149	104	0	0	1	Complex V	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	896	10	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	896	10	46	43	0	0	0.935978051200536	mtRNA metabolism	fine_deg_pathway_fine_cell_summary_v1
excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	896	10	149	104	0	0	0.402951111223841	Polycistronic mtRNA processing	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	991	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	991	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	991	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	991	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	991	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	991	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	991	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	991	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	991	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	973	12	4	4	1	1	9.24933782158475e-17	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	973	12	46	43	3	3	2.31906758243683e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	973	12	149	107	5	5	5.77070305397071e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	973	11	4	4	1	1	2.31884103514806e-17	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	973	11	46	43	3	3	4.1428877778117e-09	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	973	11	149	107	6	5	1.03090463308338e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	973	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	973	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	973	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	988	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	988	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	988	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	988	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	988	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	988	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	988	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	988	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	988	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	978	7	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	978	7	46	43	0	0	1	OXPHOS assembly factors	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	978	7	149	107	0	0	0.925344685441229	CI assembly factors	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	978	4	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	978	4	46	43	0	0	1	Vitamin metabolism	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	978	4	149	107	0	0	1	Glutamate metabolism	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	978	3	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	978	3	46	43	0	0	1	mtDNA maintenance	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	978	3	149	107	0	0	1	Polycistronic mtRNA processing	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	972	199	4	4	0	0	0.431596256340509	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	972	199	46	43	0	0	0.65134803864372	Mitochondrial central dogma	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	972	199	149	107	0	0	0.228239575144208	Polycistronic mtRNA processing	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	972	101	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	972	101	46	43	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	972	101	149	107	0	0	1	Apoptosis	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	972	98	4	4	0	0	0.180984671021539	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	972	98	46	43	0	0	1	Mitochondrial central dogma	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	972	98	149	107	0	0	0.284816518266381	Polycistronic mtRNA processing	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	981	4	4	4	0	0	0.208163237486	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	981	4	46	43	0	0	1	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	981	4	149	107	0	0	1	Preprotein cleavage	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	981	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	981	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	981	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	981	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	981	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5 ET	Excitatory_neurons	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	981	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	928	72	4	4	1	1	2.72855761326113e-21	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	928	72	46	43	5	4	7.10677437242415e-19	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	928	72	149	105	7	7	1.73537513745241e-18	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	928	66	4	4	1	1	7.30409965586184e-23	Nuclear structural OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	928	66	46	43	5	4	1.72828962444329e-20	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	928	66	149	105	8	7	4.22024210619872e-20	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	928	6	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	928	6	46	43	0	0	0.902125294550442	Vitamin metabolism	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	928	6	149	105	0	0	0.660398503830471	mt-tRNA modifications	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	913	28	4	4	1	1	1.86835466478261e-19	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	913	28	46	43	3	3	1.56288823000852e-09	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	913	28	149	104	5	5	3.78000874234619e-09	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	913	23	4	4	1	1	8.30379851014492e-21	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	913	23	46	43	3	3	1.78752093059056e-11	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	913	23	149	104	5	5	4.32330643677717e-11	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Excitatory_neurons	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	913	5	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
