contrast_id	schema_version	manifest_row	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason	terminal_status	genes_returned_phase08	paper_degs_phase08	phase08_status_message	broad_cell_type	signature_group	fine_cell_type	structural_status	structurally_available	contrast_order	background_size	background_status	mito_deg_any_count	mito_deg_down_count	mito_deg_up_count	phase09_contrast_paper_degs
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	76	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	420	333	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9514	1673	NA	Inhibitory_neurons	M_e2	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	208	781	available	150	76	74	1673
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	77	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1647	4297	27	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9504	185	NA	Inhibitory_neurons	M_e33	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	209	776	available	20	19	1	185
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	78	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1537	575	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9032	408	NA	Inhibitory_neurons	M_e4	Inh LAMP5 NRG1 (Rosehip)	estimable_validated	TRUE	210	726	available	48	47	1	408
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	79	inhibitory	Inh LAMP5 RELN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	70	339	7	14	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9130	0	NA	Inhibitory_neurons	F_e2	Inh LAMP5 RELN	estimable_validated	TRUE	211	698	available	0	0	0	0
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	80	inhibitory	Inh LAMP5 RELN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	625	1354	34	44	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7914	4	NA	Inhibitory_neurons	F_e33	Inh LAMP5 RELN	estimable_validated	TRUE	212	604	available	0	0	0	4
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	81	inhibitory	Inh LAMP5 RELN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	457	386	23	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7395	49	NA	Inhibitory_neurons	F_e4	Inh LAMP5 RELN	estimable_validated	TRUE	213	538	available	9	8	1	49
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	82	inhibitory	Inh LAMP5 RELN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	128	92	6	4	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7811	0	NA	Inhibitory_neurons	M_e2	Inh LAMP5 RELN	estimable_validated	TRUE	214	603	available	0	0	0	0
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	83	inhibitory	Inh LAMP5 RELN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	579	1573	25	50	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8267	22	NA	Inhibitory_neurons	M_e33	Inh LAMP5 RELN	estimable_validated	TRUE	215	637	available	0	0	0	22
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	84	inhibitory	Inh LAMP5 RELN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	411	206	25	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7149	1	NA	Inhibitory_neurons	M_e4	Inh LAMP5 RELN	estimable_validated	TRUE	216	512	available	0	0	0	1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	85	inhibitory	Inh PTPRK FAM19A1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	111	427	8	15	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7403	4	NA	Inhibitory_neurons	F_e2	Inh PTPRK FAM19A1	estimable_validated	TRUE	217	512	available	1	0	1	4
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	86	inhibitory	Inh PTPRK FAM19A1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	843	1500	36	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7926	33	NA	Inhibitory_neurons	F_e33	Inh PTPRK FAM19A1	estimable_validated	TRUE	218	577	available	3	1	2	33
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	87	inhibitory	Inh PTPRK FAM19A1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	536	376	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7637	6	NA	Inhibitory_neurons	F_e4	Inh PTPRK FAM19A1	estimable_validated	TRUE	219	546	available	1	1	0	6
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	88	inhibitory	Inh PTPRK FAM19A1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	134	111	7	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7504	1	NA	Inhibitory_neurons	M_e2	Inh PTPRK FAM19A1	estimable_validated	TRUE	220	529	available	0	0	0	1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	89	inhibitory	Inh PTPRK FAM19A1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	642	1791	27	51	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8085	11	NA	Inhibitory_neurons	M_e33	Inh PTPRK FAM19A1	estimable_validated	TRUE	221	595	available	1	0	1	11
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	90	inhibitory	Inh PTPRK FAM19A1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	603	240	24	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7307	3	NA	Inhibitory_neurons	M_e4	Inh PTPRK FAM19A1	estimable_validated	TRUE	222	509	available	0	0	0	3
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	91	inhibitory	Inh PVALB CA8 (Chandelier)	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	173	596	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8678	16	NA	Inhibitory_neurons	F_e2	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	223	698	available	3	0	3	16
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	92	inhibitory	Inh PVALB CA8 (Chandelier)	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1493	1771	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9083	138	NA	Inhibitory_neurons	F_e33	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	224	738	available	15	9	6	138
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	93	inhibitory	Inh PVALB CA8 (Chandelier)	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	812	488	25	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8770	143	NA	Inhibitory_neurons	F_e4	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	225	695	available	13	13	0	143
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	94	inhibitory	Inh PVALB CA8 (Chandelier)	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	226	206	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9232	184	NA	Inhibitory_neurons	M_e2	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	226	752	available	14	9	5	184
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	95	inhibitory	Inh PVALB CA8 (Chandelier)	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	838	2277	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8659	47	NA	Inhibitory_neurons	M_e33	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	227	694	available	8	8	0	47
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	96	inhibitory	Inh PVALB CA8 (Chandelier)	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	815	333	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8362	76	NA	Inhibitory_neurons	M_e4	Inh PVALB CA8 (Chandelier)	estimable_validated	TRUE	228	656	available	9	7	2	76
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	97	inhibitory	Inh PVALB HTR4	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	484	1654	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10720	611	NA	Inhibitory_neurons	F_e2	Inh PVALB HTR4	estimable_validated	TRUE	229	882	available	64	22	42	611
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	98	inhibitory	Inh PVALB HTR4	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	3965	4963	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10344	238	NA	Inhibitory_neurons	F_e33	Inh PVALB HTR4	estimable_validated	TRUE	230	848	available	13	7	6	238
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	99	inhibitory	Inh PVALB HTR4	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	2139	1553	25	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10318	1129	NA	Inhibitory_neurons	F_e4	Inh PVALB HTR4	estimable_validated	TRUE	231	839	available	101	92	9	1129
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	100	inhibitory	Inh PVALB HTR4	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	612	545	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11144	2771	NA	Inhibitory_neurons	M_e2	Inh PVALB HTR4	estimable_validated	TRUE	232	905	available	225	83	142	2771
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	101	inhibitory	Inh PVALB HTR4	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	2488	6929	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10283	129	NA	Inhibitory_neurons	M_e33	Inh PVALB HTR4	estimable_validated	TRUE	233	850	available	11	10	1	129
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	102	inhibitory	Inh PVALB HTR4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	2593	877	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10116	467	NA	Inhibitory_neurons	M_e4	Inh PVALB HTR4	estimable_validated	TRUE	234	832	available	47	43	4	467
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	103	inhibitory	Inh PVALB SULF1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	310	766	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10300	130	NA	Inhibitory_neurons	F_e2	Inh PVALB SULF1	estimable_validated	TRUE	235	837	available	15	4	11	130
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	104	inhibitory	Inh PVALB SULF1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2133	2480	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10091	133	NA	Inhibitory_neurons	F_e33	Inh PVALB SULF1	estimable_validated	TRUE	236	816	available	11	7	4	133
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	105	inhibitory	Inh PVALB SULF1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1169	639	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10133	188	NA	Inhibitory_neurons	F_e4	Inh PVALB SULF1	estimable_validated	TRUE	237	827	available	22	20	2	188
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	106	inhibitory	Inh PVALB SULF1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	331	368	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10516	634	NA	Inhibitory_neurons	M_e2	Inh PVALB SULF1	estimable_validated	TRUE	238	853	available	56	35	21	634
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	107	inhibitory	Inh PVALB SULF1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1228	3381	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9907	96	NA	Inhibitory_neurons	M_e33	Inh PVALB SULF1	estimable_validated	TRUE	239	807	available	14	7	7	96
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	108	inhibitory	Inh PVALB SULF1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1324	462	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9915	99	NA	Inhibitory_neurons	M_e4	Inh PVALB SULF1	estimable_validated	TRUE	240	805	available	5	5	0	99
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	109	inhibitory	Inh RYR3 TSHZ2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	294	919	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8144	62	NA	Inhibitory_neurons	F_e2	Inh RYR3 TSHZ2	estimable_validated	TRUE	241	602	available	4	0	4	62
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	110	inhibitory	Inh RYR3 TSHZ2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2197	3115	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8580	62	NA	Inhibitory_neurons	F_e33	Inh RYR3 TSHZ2	estimable_validated	TRUE	242	643	available	12	3	9	62
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	111	inhibitory	Inh RYR3 TSHZ2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1239	679	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8574	72	NA	Inhibitory_neurons	F_e4	Inh RYR3 TSHZ2	estimable_validated	TRUE	243	635	available	9	9	0	72
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	112	inhibitory	Inh RYR3 TSHZ2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	362	297	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7999	844	NA	Inhibitory_neurons	M_e2	Inh RYR3 TSHZ2	estimable_validated	TRUE	244	591	available	39	29	10	844
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	113	inhibitory	Inh RYR3 TSHZ2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1463	3874	27	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8205	36	NA	Inhibitory_neurons	M_e33	Inh RYR3 TSHZ2	estimable_validated	TRUE	245	604	available	3	2	1	36
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	114	inhibitory	Inh RYR3 TSHZ2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1414	587	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7724	63	NA	Inhibitory_neurons	M_e4	Inh RYR3 TSHZ2	estimable_validated	TRUE	246	566	available	5	5	0	63
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	115	inhibitory	Inh SGCD PDE3A	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	51	133	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11251	2	NA	Inhibitory_neurons	F_e2	Inh SGCD PDE3A	estimable_validated	TRUE	247	875	available	0	0	0	2
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	116	inhibitory	Inh SGCD PDE3A	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	392	441	35	43	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10946	3	NA	Inhibitory_neurons	F_e33	Inh SGCD PDE3A	estimable_validated	TRUE	248	856	available	0	0	0	3
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	117	inhibitory	Inh SGCD PDE3A	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	229	154	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10940	1	NA	Inhibitory_neurons	F_e4	Inh SGCD PDE3A	estimable_validated	TRUE	249	846	available	0	0	0	1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	118	inhibitory	Inh SGCD PDE3A	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	45	50	6	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10817	0	NA	Inhibitory_neurons	M_e2	Inh SGCD PDE3A	estimable_validated	TRUE	250	836	available	0	0	0	0
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	119	inhibitory	Inh SGCD PDE3A	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	241	651	26	51	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10798	1	NA	Inhibitory_neurons	M_e33	Inh SGCD PDE3A	estimable_validated	TRUE	251	851	available	0	0	0	1
inhibitory::Inh SGCD PDE3A::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	120	inhibitory	Inh SGCD PDE3A	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	255	103	26	9	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10715	0	NA	Inhibitory_neurons	M_e4	Inh SGCD PDE3A	estimable_validated	TRUE	252	838	available	0	0	0	0
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	121	inhibitory	Inh SORCS1 TTN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	115	377	8	14	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7459	4	NA	Inhibitory_neurons	F_e2	Inh SORCS1 TTN	estimable_validated	TRUE	253	532	available	1	0	1	4
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	122	inhibitory	Inh SORCS1 TTN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	774	1233	37	44	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7744	20	NA	Inhibitory_neurons	F_e33	Inh SORCS1 TTN	estimable_validated	TRUE	254	564	available	11	1	10	20
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	123	inhibitory	Inh SORCS1 TTN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	479	426	23	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7129	5	NA	Inhibitory_neurons	F_e4	Inh SORCS1 TTN	estimable_validated	TRUE	255	487	available	1	1	0	5
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	124	inhibitory	Inh SORCS1 TTN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	145	92	6	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7621	0	NA	Inhibitory_neurons	M_e2	Inh SORCS1 TTN	estimable_validated	TRUE	256	551	available	0	0	0	0
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	125	inhibitory	Inh SORCS1 TTN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	586	1612	28	50	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7820	20	NA	Inhibitory_neurons	M_e33	Inh SORCS1 TTN	estimable_validated	TRUE	257	582	available	1	1	0	20
inhibitory::Inh SORCS1 TTN::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	126	inhibitory	Inh SORCS1 TTN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	537	193	25	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7382	11	NA	Inhibitory_neurons	M_e4	Inh SORCS1 TTN	estimable_validated	TRUE	258	532	available	1	1	0	11
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	127	inhibitory	Inh VIP ABI3BP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	174	487	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9838	34	NA	Inhibitory_neurons	F_e2	Inh VIP ABI3BP	estimable_validated	TRUE	259	773	available	3	1	2	34
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	128	inhibitory	Inh VIP ABI3BP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1318	1765	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10015	111	NA	Inhibitory_neurons	F_e33	Inh VIP ABI3BP	estimable_validated	TRUE	260	802	available	8	2	6	111
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	129	inhibitory	Inh VIP ABI3BP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	743	480	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10063	57	NA	Inhibitory_neurons	F_e4	Inh VIP ABI3BP	estimable_validated	TRUE	261	782	available	5	3	2	57
