feature_index	source_symbol	ensembl_id	mapping_status	gencode_mapping_method	eligible_donors_detected	unique_count_values	expression_filter_pass	annotation_filter_pass	network_filter_pass	residual_variance	selected_network_gene	exclusion_reason	discretization_pass	discretization_exclusion_reason	center_low	center_middle	center_high	final_node_order
17	LINC00115	ENSG00000225880	phase18_exact	phase18	77	52	TRUE	TRUE	TRUE	0.796132612507706	TRUE		TRUE		-5.49542574670937	-0.413459608758708	0.59550838100156	0
18	FAM41C	ENSG00000230368	phase18_exact	phase18	42	30	TRUE	TRUE	TRUE	1.37850429727678	TRUE		TRUE		-1.9070274838361	0.107246867373447	1.27398717689138	1
25	KLHL17	ENSG00000187961	phase18_exact	phase18	76	47	TRUE	TRUE	TRUE	0.427060218567124	TRUE		TRUE		-1.54745045159332	-0.421075260745706	0.512659016793182	2
29	HES4	ENSG00000188290	phase18_exact	phase18	70	46	TRUE	TRUE	TRUE	1.47576318742549	TRUE		TRUE		-5.91310594046194	-0.674356614316334	0.978173821192799	3
30	ISG15	ENSG00000187608	phase18_exact	phase18	30	29	TRUE	TRUE	TRUE	1.39688461970311	TRUE		TRUE		-0.922295814865194	0.469949340791036	2.88445571404448	4
32	AGRN	ENSG00000188157	phase18_exact	phase18	78	73	TRUE	TRUE	TRUE	0.117018111049239	TRUE		TRUE		-0.432817157445335	0.0185637492958576	0.422487916116303	5
44	SDF4	ENSG00000078808	phase18_exact	phase18	78	76	TRUE	TRUE	TRUE	0.114876082617497	TRUE		TRUE		-0.464040400353906	-0.0878437966677189	0.341188263300983	6
45	B3GALT6	ENSG00000176022	phase18_exact	phase18	76	52	TRUE	TRUE	TRUE	0.875041148031807	TRUE		TRUE		-5.80648256507356	-0.289245736249791	0.646701072293791	7
49	LINC01786	ENSG00000230415	phase18_exact	phase18	75	56	TRUE	TRUE	TRUE	0.788958919444719	TRUE		TRUE		-4.26335547015902	-0.213688121845682	0.670847885318243	8
50	SCNN1D	ENSG00000162572	phase18_exact	phase18	78	65	TRUE	TRUE	TRUE	0.155987565603244	TRUE		TRUE		-0.534340409269344	-0.0269228806691512	0.424650878392289	9
52	PUSL1	ENSG00000169972	phase18_exact	phase18	66	41	TRUE	TRUE	TRUE	1.00042201616835	TRUE		TRUE		-3.98112604479342	-0.448383276073329	0.788069108372549	10
55	CPTP	ENSG00000224051	phase18_exact	phase18	76	49	TRUE	TRUE	TRUE	0.250996746168135	TRUE		TRUE		-1.85376951093531	-0.286559689762452	0.350592196332972	11
59	AURKAIP1	ENSG00000175756	phase18_exact	phase18	78	69	TRUE	TRUE	TRUE	0.412310834330775	TRUE		TRUE		-0.764849223662203	0.187547064219979	0.893796001750456	12
61	MRPL20-AS1	ENSG00000224870	exact	unique_symbol	78	49	TRUE	TRUE	TRUE	0.212787972292664	TRUE		TRUE		-0.518603854017064	0.106325978628982	0.674522358324453	13
64	ANKRD65	ENSG00000235098	phase18_exact	phase18	78	66	TRUE	TRUE	TRUE	0.321409400765537	TRUE		TRUE		-0.582311729993431	0.147757797903181	0.889827649638075	14
66	TMEM88B	ENSG00000205116	phase18_exact	phase18	75	56	TRUE	TRUE	TRUE	0.856704328965255	TRUE		TRUE		-4.09449607836966	-0.4049552188787	0.620455012477103	15
68	VWA1	ENSG00000179403	phase18_exact	phase18	78	78	TRUE	TRUE	TRUE	0.298473778981283	TRUE		TRUE		-0.698019238659537	0.0138220200566507	0.6717574005519	16
69	ATAD3C	ENSG00000215915	phase18_exact	phase18	78	68	TRUE	TRUE	TRUE	0.763254679969041	TRUE		TRUE		-1.57924601236637	-0.194785643870199	0.966729712403294	17
71	ATAD3A	ENSG00000197785	phase18_exact	phase18	78	65	TRUE	TRUE	TRUE	0.197657093489607	TRUE		TRUE		-1.68778490587113	-0.107043697880445	0.441093961674605	18
72	TMEM240	ENSG00000205090	phase18_exact	phase18	78	64	TRUE	TRUE	TRUE	0.264803603893532	TRUE		TRUE		-0.599760408956198	0.00266109332971842	0.689277291780884	19
75	FNDC10	ENSG00000228594	phase18_exact	phase18	48	35	TRUE	TRUE	TRUE	0.812277117145239	TRUE		TRUE		-1.09708743680484	0.135591865081105	0.962032637643559	20
80	CDK11B	ENSG00000248333	phase18_exact	phase18	78	68	TRUE	TRUE	TRUE	0.131392151008634	TRUE		TRUE		-0.779890432836448	-0.160348947332988	0.346665640323069	21
83	CDK11A	ENSG00000008128	phase18_exact	phase18	78	71	TRUE	TRUE	TRUE	0.182007108821429	TRUE		TRUE		-0.950538274464495	-0.145663736127988	0.412647251734153	22
90	CFAP74	ENSG00000142609	phase18_exact	phase18	76	47	TRUE	TRUE	TRUE	0.322822643193497	TRUE		TRUE		-0.744095214646439	0.0693063669997936	0.683808292714898	23
92	GABRD	ENSG00000187730	phase18_exact	phase18	75	62	TRUE	TRUE	TRUE	0.566047171234398	TRUE		TRUE		-2.27069047150477	-0.499016191139512	0.439962584989936	24
101	MORN1	ENSG00000116151	phase18_exact	phase18	77	58	TRUE	TRUE	TRUE	0.627831033837022	TRUE		TRUE		-5.59940749807066	-0.214713853735488	0.605003710549817	25
105	PEX10	ENSG00000157911	phase18_exact	phase18	78	63	TRUE	TRUE	TRUE	0.23992367095521	TRUE		TRUE		-0.814965296959247	-0.240843579287849	0.402775345810551	26
106	PLCH2	ENSG00000149527	phase18_exact	phase18	78	73	TRUE	TRUE	TRUE	0.409735142951375	TRUE		TRUE		-0.927726178891321	-0.0542006487328318	0.627141658904855	27
109	PANK4	ENSG00000157881	phase18_exact	phase18	78	64	TRUE	TRUE	TRUE	0.209236085391444	TRUE		TRUE		-0.614370631855586	0.00213402252958815	0.527003780530062	28
113	TNFRSF14	ENSG00000157873	phase18_exact	phase18	72	49	TRUE	TRUE	TRUE	1.05609037564683	TRUE		TRUE		-4.21405674956932	-0.726574745816138	0.572359829309681	29
115	PRXL2B	ENSG00000157870	exact	unique_symbol	72	44	TRUE	TRUE	TRUE	0.902313506357858	TRUE		TRUE		-3.95193395747749	-0.271433757461328	0.747596009753525	30
118	TTC34	ENSG00000215912	phase18_exact	phase18	29	26	TRUE	TRUE	TRUE	0.899545580158366	TRUE		TRUE		-3.34305029020087	-0.360266569895489	0.698280390469205	31
127	PRDM16	ENSG00000142611	phase18_exact	phase18	70	39	TRUE	TRUE	TRUE	1.01885262073701	TRUE		TRUE		-5.94033177408948	-0.427513171494405	0.786825765354303	32
132	ARHGEF16	ENSG00000130762	phase18_exact	phase18	25	29	TRUE	TRUE	TRUE	1.40239612811527	TRUE		TRUE		-1.42931983618122	-0.0400731147091317	1.36364066944496	33
134	MEGF6	ENSG00000162591	phase18_exact	phase18	49	34	TRUE	TRUE	TRUE	0.81123230155592	TRUE		TRUE		-1.6846743907727	-0.230374554955012	0.840587990177753	34
136	TPRG1L	ENSG00000158109	phase18_exact	phase18	78	69	TRUE	TRUE	TRUE	0.150885380714877	TRUE		TRUE		-0.565788580110262	-0.0582139453002532	0.393996122213314	35
147	C1orf174	ENSG00000198912	phase18_exact	phase18	77	63	TRUE	TRUE	TRUE	0.692247056259185	TRUE		TRUE		-5.77215106346727	-0.275564750422334	0.474175161966193	36
148	LINC01134	ENSG00000236423	phase18_exact	phase18	39	30	TRUE	TRUE	TRUE	1.28657636410346	TRUE		TRUE		-3.31118158552277	-0.61815983205222	0.863301540592118	37
157	AJAP1	ENSG00000196581	phase18_exact	phase18	78	75	TRUE	TRUE	TRUE	0.222427546209076	TRUE		TRUE		-0.745508545234148	-0.102550701363339	0.483668764861894	38
167	NPHP4	ENSG00000131697	phase18_exact	phase18	78	72	TRUE	TRUE	TRUE	0.12249423204496	TRUE		TRUE		-0.544625026477751	-0.0152741683125061	0.335943062489577	39
168	KCNAB2	ENSG00000069424	phase18_exact	phase18	78	71	TRUE	TRUE	TRUE	0.141836285883194	TRUE		TRUE		-0.490194326180027	0.0305892981277722	0.402349770149405	40
169	CHD5	ENSG00000116254	phase18_exact	phase18	78	72	TRUE	TRUE	TRUE	0.407464939512177	TRUE		TRUE		-1.00715264525714	-0.13960770444829	0.628226632828062	41
170	RPL22	ENSG00000116251	phase18_exact	phase18	78	76	TRUE	TRUE	TRUE	0.16095782031889	TRUE		TRUE		-0.39902853758999	0.0866066322259379	0.504940352249107	42
172	RNF207	ENSG00000158286	phase18_exact	phase18	72	47	TRUE	TRUE	TRUE	0.628228184343704	TRUE		TRUE		-4.50381557968749	-0.550448580539089	0.447176021188514	43
173	ICMT	ENSG00000116237	phase18_exact	phase18	78	61	TRUE	TRUE	TRUE	0.115587342099935	TRUE		TRUE		-0.470121215574315	1.60943728296703e-05	0.357270235489431	44
182	TNFRSF25	ENSG00000215788	phase18_exact	phase18	77	71	TRUE	TRUE	TRUE	1.17310716029036	TRUE		TRUE		-5.71805369742256	-0.970242497371042	0.519141317351047	45
183	PLEKHG5	ENSG00000171680	phase18_exact	phase18	78	52	TRUE	TRUE	TRUE	0.298501040596643	TRUE		TRUE		-1.28732566834935	-0.359736807774769	0.355688812860964	46
185	TAS1R1	ENSG00000173662	phase18_exact	phase18	50	43	TRUE	TRUE	TRUE	1.23688898119534	TRUE		TRUE		-1.61207165307165	-0.109784352685191	1.24228038710793	47
186	ZBTB48	ENSG00000204859	phase18_exact	phase18	78	70	TRUE	TRUE	TRUE	0.124508305757585	TRUE		TRUE		-0.406346934487166	0.00148364782469724	0.510354083397966	48
187	KLHL21	ENSG00000162413	phase18_exact	phase18	78	73	TRUE	TRUE	TRUE	0.215096912673785	TRUE		TRUE		-0.661132372538661	-0.0269217767163913	0.798188690367562	49
193	CAMTA1-DT	ENSG00000237436	phase18_exact	phase18	56	35	TRUE	TRUE	TRUE	0.862544972624682	TRUE		TRUE		-3.20835156747176	-0.507703309801687	0.601664200373703	50
195	AL512330.1	ENSG00000237365	phase18_exact	phase18	61	45	TRUE	TRUE	TRUE	1.28647048628693	TRUE		TRUE		-1.73972187596223	-0.0771681538552505	1.25441676024508	51
204	PER3	ENSG00000049246	phase18_exact	phase18	78	76	TRUE	TRUE	TRUE	0.122245118554354	TRUE		TRUE		-0.483446486849482	-0.0437383545732338	0.358066329008775	52
208	PARK7	ENSG00000116288	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.14759635729677	TRUE		TRUE		-0.34853308339799	0.0439710167300997	0.640069852365452	53
211	ERRFI1	ENSG00000116285	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.184931141338211	TRUE		TRUE		-0.442822332188553	-0.0230026645854481	0.591482311801681	54
215	SLC45A1	ENSG00000162426	phase18_exact	phase18	78	63	TRUE	TRUE	TRUE	0.125094979099908	TRUE		TRUE		-0.336730568501562	0.153121900027553	0.841138363458624	55
217	RERE-AS1	ENSG00000232912	exact	unique_symbol	71	54	TRUE	TRUE	TRUE	1.48690145114328	TRUE		TRUE		-2.26012530859478	-0.231059451527953	1.07030705321126	56
219	ENO1	ENSG00000074800	phase18_exact	phase18	78	73	TRUE	TRUE	TRUE	0.13814815343929	TRUE		TRUE		-0.384302828941717	0.044980951969593	0.560950971194914	57
223	SLC2A5	ENSG00000142583	phase18_exact	phase18	49	29	TRUE	TRUE	TRUE	1.08981727912319	TRUE		TRUE		-2.11151175170946	-0.402920926567968	0.885552184101559	58
224	GPR157	ENSG00000180758	phase18_exact	phase18	22	23	TRUE	TRUE	TRUE	1.15583084582642	TRUE		TRUE		-2.23379258057794	-0.04143340941303	1.106718514322	59
225	MIR34AHG	ENSG00000228526	phase18_exact	phase18	78	65	TRUE	TRUE	TRUE	0.334023793458307	TRUE		TRUE		-0.98174931206578	-0.104047346349974	0.525817768798525	60
226	LNCTAM34A	ENSG00000234546	exact	unique_symbol	40	29	TRUE	TRUE	TRUE	1.52774171346319	TRUE		TRUE		-3.17144581994498	-0.423822136461221	0.994245895702235	61
228	SPSB1	ENSG00000171621	phase18_exact	phase18	78	76	TRUE	TRUE	TRUE	0.164156802843683	TRUE		TRUE		-0.516770503173476	-0.0555942308519789	0.44820189147736	62
230	LINC02606	ENSG00000284693	exact	unique_symbol	74	46	TRUE	TRUE	TRUE	0.887814340442253	TRUE		TRUE		-3.96213872725789	-0.355287726676203	0.736154294633397	63
233	TMEM201	ENSG00000188807	phase18_exact	phase18	77	62	TRUE	TRUE	TRUE	0.673194775401294	TRUE		TRUE		-5.86168963642404	-0.11079851818276	0.688822344955937	64
234	PIK3CD	ENSG00000171608	phase18_exact	phase18	74	40	TRUE	TRUE	TRUE	0.349750758232235	TRUE		TRUE		-0.787345445985246	0.11445566569566	0.860517410938908	65
245	RBP7	ENSG00000162444	phase18_exact	phase18	78	67	TRUE	TRUE	TRUE	0.457665653291559	TRUE		TRUE		-0.768903384517468	-0.0439442687631281	0.79852327515511	66
252	CENPS	ENSG00000175279	phase18_exact	phase18	75	43	TRUE	TRUE	TRUE	0.500154205409893	TRUE		TRUE		-4.46317457652446	-0.270789570950842	0.496300475707925	67
253	CORT	ENSG00000241563	phase18_exact	phase18	32	30	TRUE	TRUE	TRUE	1.11238626181528	TRUE		TRUE		-1.50769259755107	-0.049591449085289	1.46800537011305	68
258	CASZ1	ENSG00000130940	phase18_exact	phase18	62	47	TRUE	TRUE	TRUE	1.83647762441258	TRUE		TRUE		-3.13348167330095	-0.492845585510228	1.15217781438499	69
262	MASP2	ENSG00000009724	phase18_exact	phase18	37	34	TRUE	TRUE	TRUE	1.91616442406806	TRUE		TRUE		-2.97069947353775	-0.370302069434812	1.31135304644504	70
270	ANGPTL7	ENSG00000171819	phase18_exact	phase18	38	28	TRUE	TRUE	TRUE	1.78734629072803	TRUE		TRUE		-2.34773817768322	-0.435305209189519	1.05092638460003	71
273	DISP3	ENSG00000204624	phase18_exact	phase18	74	45	TRUE	TRUE	TRUE	0.898074597040463	TRUE		TRUE		-5.38190582354423	-0.563760012104752	0.520493915797695	72
277	FBXO2	ENSG00000116661	phase18_exact	phase18	78	71	TRUE	TRUE	TRUE	0.606468526181704	TRUE		TRUE		-0.967867867512713	-0.0994072413909891	0.963595308549383	73
278	FBXO44	ENSG00000132879	phase18_exact	phase18	78	70	TRUE	TRUE	TRUE	0.127973064925037	TRUE		TRUE		-0.457815032094821	-0.0034841358243794	0.465150054882989	74
279	FBXO6	ENSG00000116663	phase18_exact	phase18	76	51	TRUE	TRUE	TRUE	0.67686853865627	TRUE		TRUE		-4.58081891720166	-0.354331593644937	0.641429394725746	75
280	MAD2L2	ENSG00000116670	phase18_exact	phase18	78	61	TRUE	TRUE	TRUE	0.259759093780476	TRUE		TRUE		-0.669655600333897	-0.0340611745334753	0.639032668077436	76
281	DRAXIN	ENSG00000162490	phase18_exact	phase18	48	33	TRUE	TRUE	TRUE	1.0477643560455	TRUE		TRUE		-4.04744333125397	-0.411893021775204	0.819318113144279	77
282	AGTRAP	ENSG00000177674	phase18_exact	phase18	77	67	TRUE	TRUE	TRUE	0.882990336878073	TRUE		TRUE		-6.09662366756691	-0.387769265757155	0.583983629671705	78
291	PLOD1	ENSG00000083444	phase18_exact	phase18	78	68	TRUE	TRUE	TRUE	0.282151179373574	TRUE		TRUE		-0.672254466137881	-0.0121005387340519	0.798996713740689	79
294	MIIP	ENSG00000116691	phase18_exact	phase18	78	66	TRUE	TRUE	TRUE	0.216490314827494	TRUE		TRUE		-1.41712403645453	-0.222617458240437	0.343536095202708	80
297	TNFRSF1B	ENSG00000028137	phase18_exact	phase18	20	22	TRUE	TRUE	TRUE	1.10831915211485	TRUE		TRUE		-3.4859627190634	-0.342162707504391	0.903357679392834	81
300	DHRS3	ENSG00000162496	phase18_exact	phase18	39	29	TRUE	TRUE	TRUE	0.785855336399471	TRUE		TRUE		-4.51608808921136	-0.453595187716419	0.673345313522885	82
336	PDPN	ENSG00000162493	phase18_exact	phase18	19	24	TRUE	TRUE	TRUE	1.17237034194678	TRUE		TRUE		-1.64055609243173	0.0427256553154623	1.41251472416558	83
339	KAZN	ENSG00000189337	phase18_exact	phase18	78	78	TRUE	TRUE	TRUE	0.116371608041619	TRUE		TRUE		-0.337335118812676	0.105330321835346	0.472454558964127	84
341	KAZN-AS1	ENSG00000234593	phase18_exact	phase18	67	49	TRUE	TRUE	TRUE	1.2982803423869	TRUE		TRUE		-1.80510017535996	-0.34927744694027	1.04613193609062	85
343	TMEM51-AS1	ENSG00000175147	phase18_exact	phase18	38	28	TRUE	TRUE	TRUE	1.11900768575591	TRUE		TRUE		-2.97877005957161	-0.50236410564304	0.724886495753745	86
344	TMEM51	ENSG00000171729	phase18_exact	phase18	22	24	TRUE	TRUE	TRUE	1.08424481407413	TRUE		TRUE		-4.61786205217958	-0.237871943290429	0.900211048144227	87
346	FHAD1	ENSG00000142621	phase18_exact	phase18	60	33	TRUE	TRUE	TRUE	0.836681046651818	TRUE		TRUE		-3.37123170652136	-0.375377632856431	0.726846226835177	88
350	EFHD2	ENSG00000142634	phase18_exact	phase18	78	56	TRUE	TRUE	TRUE	0.289165926189402	TRUE		TRUE		-0.807760865975329	-0.217019080108541	0.51075030409957	89
353	CELA2B	ENSG00000215704	phase18_exact	phase18	56	45	TRUE	TRUE	TRUE	1.68748420606283	TRUE		TRUE		-2.41668393673663	-0.174947306257519	1.43560124433288	90
354	CASP9	ENSG00000132906	phase18_exact	phase18	77	71	TRUE	TRUE	TRUE	0.794652876333374	TRUE		TRUE		-6.69646993055156	-0.200235100477776	0.490845295376608	91
357	AGMAT	ENSG00000116771	phase18_exact	phase18	41	33	TRUE	TRUE	TRUE	0.951309490520018	TRUE		TRUE		-1.39970686397614	-0.145285981998055	0.943296070984472	92
364	SLC25A34	ENSG00000162461	phase18_exact	phase18	63	38	TRUE	TRUE	TRUE	0.934585139211625	TRUE		TRUE		-1.90871051859871	-0.269208677147151	0.9491588781775	93
367	FBLIM1	ENSG00000162458	phase18_exact	phase18	67	35	TRUE	TRUE	TRUE	0.728288239831785	TRUE		TRUE		-3.40460045580895	-0.260003325124216	0.802774819718116	94
368	UQCRHL	ENSG00000233954	phase18_exact	phase18	74	48	TRUE	TRUE	TRUE	0.933865146159274	TRUE		TRUE		-5.37315385678076	-0.375321345697816	0.695706700411952	95
377	FAM131C	ENSG00000185519	phase18_exact	phase18	60	43	TRUE	TRUE	TRUE	1.97414244860502	TRUE		TRUE		-3.40477952112142	-0.529107115459087	1.26601278886738	96
387	SPATA21	ENSG00000187144	phase18_exact	phase18	76	53	TRUE	TRUE	TRUE	0.655755267158357	TRUE		TRUE		-4.97962148325685	-0.429617151458388	0.498678998433142	97
389	LINC01772	ENSG00000226029	phase18_exact	phase18	76	64	TRUE	TRUE	TRUE	0.897523436249437	TRUE		TRUE		-4.37056443613714	-0.166218323369708	1.0212106459843	98
393	NBPF1	ENSG00000219481	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.321141658295715	TRUE		TRUE		-0.725207391548286	-0.0384604853977954	0.658825180603782	99
398	CROCC	ENSG00000058453	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.210875983972191	TRUE		TRUE		-0.466694126085608	0.0479295436077518	0.73662318722366	100
416	RCC2	ENSG00000179051	phase18_exact	phase18	78	71	TRUE	TRUE	TRUE	0.159480746971801	TRUE		TRUE		-0.690355135208229	-0.0622127583737277	0.380298087167871	101
422	IGSF21	ENSG00000117154	phase18_exact	phase18	78	63	TRUE	TRUE	TRUE	0.326504462396303	TRUE		TRUE		-1.00801276693897	-0.200494419586202	0.466052551360033	102
428	ALDH4A1	ENSG00000159423	phase18_exact	phase18	70	44	TRUE	TRUE	TRUE	0.735885680674358	TRUE		TRUE		-4.75374428457393	-0.406513945337676	0.517981389933478	103
429	IFFO2	ENSG00000169991	phase18_exact	phase18	78	72	TRUE	TRUE	TRUE	0.140455872730514	TRUE		TRUE		-0.489629529421709	0.0341812764643328	0.489572885690385	104
434	MRTO4	ENSG00000053372	phase18_exact	phase18	78	62	TRUE	TRUE	TRUE	0.130716240831468	TRUE		TRUE		-0.444996199845271	0.0221564992912566	0.431988550901353	105
435	AKR7A3	ENSG00000162482	phase18_exact	phase18	25	26	TRUE	TRUE	TRUE	0.732100753973543	TRUE		TRUE		-1.59733290133356	-0.132180163578104	0.986697331607193	106
436	AKR7A2	ENSG00000053371	phase18_exact	phase18	78	65	TRUE	TRUE	TRUE	0.135382827368757	TRUE		TRUE		-0.468385581140694	0.0218927334172925	0.451303303375737	107
437	SLC66A1	ENSG00000040487	exact	unique_symbol	78	63	TRUE	TRUE	TRUE	0.164975538475891	TRUE		TRUE		-0.961908881155998	-0.139443229269018	0.312310079139705	108
439	MICOS10	ENSG00000173436	exact	unique_symbol	78	73	TRUE	TRUE	TRUE	0.243976941633035	TRUE		TRUE		-0.781829469786812	-0.121096911945204	0.48007250084369	109
441	NBL1	ENSG00000158747	phase18_exact	phase18	76	52	TRUE	TRUE	TRUE	0.840336936663551	TRUE		TRUE		-4.95508945733054	-0.840553288481425	0.426313850980398	110
443	TMCO4	ENSG00000162542	phase18_exact	phase18	23	24	TRUE	TRUE	TRUE	0.920737297533153	TRUE		TRUE		-1.17075923879708	0.272592367418278	2.08222818179764	111
460	LINC01141	ENSG00000236963	phase18_exact	phase18	34	26	TRUE	TRUE	TRUE	1.15203216023223	TRUE		TRUE		-2.38692564163162	-0.211652577817498	1.00895559589265	112
464	CAMK2N1	ENSG00000162545	phase18_exact	phase18	78	77	TRUE	TRUE	TRUE	0.188826870264798	TRUE		TRUE		-0.693208762839026	-0.0307673548996996	0.388552522816616	113
468	PINK1	ENSG00000158828	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.126356508628414	TRUE		TRUE		-0.528773365323281	-0.0391988756209937	0.364160536737307	114
469	PINK1-AS	ENSG00000117242	phase18_exact	phase18	74	46	TRUE	TRUE	TRUE	0.676683045049503	TRUE		TRUE		-3.57884121288125	-0.172271674147443	0.840244808900966	115
471	KIF17	ENSG00000117245	phase18_exact	phase18	59	36	TRUE	TRUE	TRUE	0.853607952365121	TRUE		TRUE		-2.85493498809521	-0.438636829613951	0.652483359473732	116
472	SH2D5	ENSG00000189410	phase18_exact	phase18	59	39	TRUE	TRUE	TRUE	1.31131041420842	TRUE		TRUE		-2.48364002330688	-0.308507228317489	0.882083479976144	117
477	ECE1	ENSG00000117298	phase18_exact	phase18	78	75	TRUE	TRUE	TRUE	0.181874260516445	TRUE		TRUE		-0.594404177019834	-0.0843101698079549	0.508506636575323	118
481	NBPF3	ENSG00000142794	phase18_exact	phase18	78	69	TRUE	TRUE	TRUE	0.485260927402762	TRUE		TRUE		-1.13206952459594	-0.099470841167329	0.641032731467746	119
484	RAP1GAP	ENSG00000076864	phase18_exact	phase18	78	74	TRUE	TRUE	TRUE	0.21331205801603	TRUE		TRUE		-0.541801549109418	0.0601474868999093	0.63223022752626	120
487	HSPG2	ENSG00000142798	phase18_exact	phase18	78	62	TRUE	TRUE	TRUE	0.128829193019978	TRUE		TRUE		-0.628748489598413	-0.0844043414654058	0.345130662664299	121
491	LINC00339	ENSG00000218510	exact	unique_symbol	78	56	TRUE	TRUE	TRUE	0.158532271976725	TRUE		TRUE		-0.41160354410495	0.0375393038669653	0.497478863547885	122
493	CDC42-AS1	ENSG00000285752	exact	unique_symbol	75	41	TRUE	TRUE	TRUE	0.660906381759241	TRUE		TRUE		-4.75723645651039	-0.490369711086532	0.498367596126801	123
494	CDC42-IT1	ENSG00000230068	exact	unique_symbol	73	41	TRUE	TRUE	TRUE	0.583075241515331	TRUE		TRUE		-4.70018771703644	-0.315047413687236	0.536683132517281	124
497	ZBTB40	ENSG00000184677	phase18_exact	phase18	78	76	TRUE	TRUE	TRUE	0.129906848127891	TRUE		TRUE		-0.430783782425879	-0.00575614722180041	0.440651463377537	125
500	C1QA	ENSG00000173372	phase18_exact	phase18	24	18	TRUE	TRUE	TRUE	2.09028054044713	TRUE		TRUE		-2.58597173098513	-0.122145910963653	1.44158572485325	126
501	C1QC	ENSG00000159189	phase18_exact	phase18	23	23	TRUE	TRUE	TRUE	1.76173631383058	TRUE		TRUE		-2.08870913454026	-0.0696427592698114	1.35908247481427	127
