schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	upstream_input_bundle_sha256	output_status	planned_figures	rendered_figures	not_estimable_figures	failed_figures	inferential_figures	inferential_figures_with_donor_counts	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
figures_status_v1	minerva_production	2	direct	minerva_production_192gb_001	global:figures	astrocytes;excitatory_set1;excitatory_set2;excitatory_set3;immune;inhibitory;oligodendrocytes;opcs;vasculature	scripts/15_make_figures.R	8219733554c9133c6ba4387389bfe990e5a5cf00562a1876f14d19f05e391ffc	124d43671d16833d59f271ba3c5c8f898e2a234abf52c21bb7cbf8dfb428d310	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	1ee4377b6a52b6222341e2931f9b7b18e6c2548edbe988a499384ee2bd392748	final	10	10	0	0	5	5	6.26095962524414	59.5047805309296	validated_complete		604f73119d952151edb6135d6643dd2bc6e2437c	2026-07-14 18:30:13 UTC
