schema_version	rds_id	artifact	path	bytes	sha256	records	validation_status
normalization_manifest_v1	astrocytes	Astrocytes.normalized.rds	results/minerva_production/05_normalized/Astrocytes.normalized.rds	1728900683	cc85c94a4d6a16b443e5d2163ccfde34632aa4be73edaea5c3ae89958d09289f	149558	validated_complete
normalization_manifest_v1	astrocytes	Astrocytes.normalization_formula_samples.tsv	results/minerva_production/05_normalized/Astrocytes.normalization_formula_samples.tsv	126997	b0326c8b73291e3dbdb59766aef368025e774b3b9287d7402766a1fd020a68b1	1000	validated_complete
normalization_manifest_v1	astrocytes	Astrocytes.normalization_validation.tsv	results/minerva_production/05_normalized/Astrocytes.normalization_validation.tsv	2111	abd4197f0b7eed1933058e2b8f6a8b0efb8f5965fc1b148083faa773edef3095	20	validated_complete
