schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	normalized_rds	normalized_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	phase02_cohort_sha256	phase04_qc_sha256	phase04_status_sha256	source_seurat_object_version	source_seurat_object_valid	updated_seurat_object_version	seurat_version	seuratobject_version	assay	normalization_method	scale_factor	features	nuclei	analytic_nuclei	analytic_donors	raw_counts_sha256	formula_samples	max_formula_error	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
normalization_status_v1	2	direct	minerva_production_192gb_001	normalize:excitatory_set2	/sc/arion/projects/zhangb03a/shared/ROSMAP/Synapse/snRNAseq_MIT/GeneExpression/10x/processed/Excitatory_neurons_set2.rds	e23f7a2bb47d5f75900f88b455ff1341632a3830eea27da55ff829081ecb053d	results/minerva_production/05_normalized/Excitatory_neurons_set2.normalized.rds	b89e4a33574fc42b3f2339155dae3b536619eb7a680755ceae2c23062d05eca6	scripts/05_normalize_and_attach_metadata.R	43deb6b263c9083c6458385464b825d7571cbd7342b7ec40a374e9e8d6276fca	faa8f21d33ec49d32eea4b74379342837ea064f139720661cc4e12edc7de1000	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	1011c076ceddef52c555b5040b54ecc1705126dae411a04612940bb46ca57008	3641c09eff98d13bc5af0d58b646594e4570ed4e07865ef4d7397c620314b5e8	8f5215c280f352bc34d4c43f0e14ad5c3bed43d35442cae9f18b59aaa495ed85	8d88bc28d154164cd08a83664f0962894c3cf2c25b562c25ad44d0bb60f9ddf1	3.2.3	TRUE	5.4.0	5.5.1	5.4.0	RNA	LogNormalize	10000	33538	421529	290983	275	24fb591c23dd8ec7e318d7f8464047e033d8e6c5a37b287ea233db2c1c47e447	1000	0	168.1369972229	4139.94902014732	validated_complete		3a76bb229b1f83076d21283b7ae06f35128d2b5e	2026-07-23 01:38:23 UTC
