schema_version	execution_phase	backend	run_id	stable_task_id	source_rds	source_rds_sha256	normalized_rds	normalized_rds_sha256	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	manifest_sha256	phase01_audit_sha256	phase02_cohort_sha256	phase04_qc_sha256	phase04_status_sha256	source_seurat_object_version	source_seurat_object_valid	updated_seurat_object_version	seurat_version	seuratobject_version	assay	normalization_method	scale_factor	features	nuclei	analytic_nuclei	analytic_donors	raw_counts_sha256	formula_samples	max_formula_error	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
normalization_status_v1	2	direct	minerva_production_192gb_001	normalize:immune	data/processed/Immune_cells.rds	e6cc7ca43596495438bc28199ba8f097084cffb1bf6d15efe9f897d21140f7eb	results/minerva_production/05_normalized/Immune_cells.normalized.rds	ff3272dd5ae7298f1a68038aaf44a3c0b5777eaee2950c9efea168b3d4c03fbe	scripts/05_normalize_and_attach_metadata.R	fe393fca3b30ffad5b896d4097829caee46f0cb6945504ca962e9c890b1fa03e	8b7847757b19b1a0585a125f77d4850e23e2c18cc37cee2195893628f246e3d5	f0a2556e0bdb59e90d06f052165a98b3af7e2339d8b0d46f68313927a6e27a58	9329461bad51ab5abc08422f92f95f8384c2421409ee4fd52f72560ba69aaa83	1ec1a7fb9cede9bd85d536e81c0f7f2d6e9c16e4476a9ad23ffcc781d76d27a1	1c1c3c4c50a24bea2a1d29524157800ba34b6ff97cc62da11bd71d03593f6a5d	91d2f74fc2a87a92f906d3a958e2bf47006fc068cf5d0ebaf894c1f867653b11	3.1.5	TRUE	5.4.0	5.5.1	5.4.0	RNA	LogNormalize	10000	33538	83889	55905	276	0574750aa68b2694de7d2030ef80f9af53ce703ddf32279f505cebca75759a09	1000	0	11.2196731567383	254.484895467758	validated_complete		fbd9114406f386664c439ace235bc433c1384bbd	2026-07-12 16:21:16 UTC
