schema_version	technical_status	visual_review_status	output_files	source_files	source_sha256_bundle	renderer_sha256	figure_width_inches	figure_height_inches	png_dpi	completed_utc	scientific_status	nuclear_gene_trait_screens	apoe_positive_gate_decisions	no_qualifying_signal_decisions	newly_supported_unique_genes	underflow_safe_no_pvalue_geometry	visible_internal_phase_label
genetic_support_csf_outcome_summary_v1	validated_complete	complete	9	3	74f017d097a7bfb3b85367588e9f19d3ffa64dd3c2c9d4d8dfb5a3ae76bc7d4d	7578eff1aa667a52767ef0220bb54ae1b78ab2836f11c3e24729f77d842a5a7c	12.4	4.7	450	2026-08-22T14:52:52.710063+00:00	descriptive_csf_gate_summary	57	3	54	0	True	False
