schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	analysis_population	manifest_modeling_status	terminal_status	genes_returned	paper_degs	cells_ad	cells_nci	donors_ad	donors_nci	message
yu_mast_contrast_status_v2	excitatory_set2	11	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	Exc L3-5 RORB PLCH1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	11218	301	2425	6074	28	53	
yu_mast_contrast_status_v2	excitatory_set2	12	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	Exc L3-5 RORB PLCH1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	11258	712	2238	987	26	10	
yu_mast_contrast_status_v2	excitatory_set2	13	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	Exc L4-5 RORB GABRG1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11080	662	991	2612	8	16	
yu_mast_contrast_status_v2	excitatory_set2	14	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	Exc L4-5 RORB GABRG1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10995	300	8766	9737	37	45	
yu_mast_contrast_status_v2	excitatory_set2	15	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	Exc L4-5 RORB GABRG1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10995	895	4249	2234	25	11	
yu_mast_contrast_status_v2	excitatory_set2	16	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	10778	2311	1249	1339	7	6	
yu_mast_contrast_status_v2	excitatory_set2	17	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	Exc L4-5 RORB GABRG1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	10403	196	5291	12067	27	53	
yu_mast_contrast_status_v2	excitatory_set2	18	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e4	Exc L4-5 RORB GABRG1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	10463	402	4614	2201	26	10	
yu_mast_contrast_status_v2	excitatory_set2	19	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11874	936	1430	4990	8	17	
yu_mast_contrast_status_v2	excitatory_set2	20	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e33	Exc L4-5 RORB IL1RAPL2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	11857	320	12683	13885	37	45	
yu_mast_contrast_status_v2	excitatory_set2	21	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	Exc L4-5 RORB IL1RAPL2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	11934	1179	6768	4054	26	11	
yu_mast_contrast_status_v2	excitatory_set2	22	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	11811	1938	1690	1874	7	6	
yu_mast_contrast_status_v2	excitatory_set2	23	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	Exc L4-5 RORB IL1RAPL2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	11548	120	7405	17997	27	53	
yu_mast_contrast_status_v2	excitatory_set2	24	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	Exc L4-5 RORB IL1RAPL2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	11595	596	6930	2820	27	10	
