schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	normalization_status_sha256	analysis_population	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	yu_manifest_sha256	seurat_version	seuratobject_version	mast_version	manifest_rows	estimable_contrasts	completed_contrasts	not_estimable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
yu_mast_de_status_v2	minerva_production	2	direct	minerva_production_192gb_001	mast:astrocytes	/sc/arion/projects/zhangb03a/shared/ROSMAP/Synapse/snRNAseq_MIT/GeneExpression/10x/processed/Astrocytes.rds	results/minerva_production/05_normalized/Astrocytes.normalized.rds	26e7b42765c843c417ff046163ef5637b8c3a6a946d6b0b2c126ae3e655375f3	a5ac4489e06f831a0c6d63680a162f82f78b3f2fa6d5b213c9c2e0a028f65fdb	yu_all_cohort_included_nuclei	scripts/08_run_mast.R	39be2371e51f992969ad6ab03a68ed00878ca6014a0030076797de17ede1ac07	faa8f21d33ec49d32eea4b74379342837ea064f139720661cc4e12edc7de1000	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	ba16174518aecdf9c9d81b04b3f110061466230f9a6306e57ba4f9320fee9e1b	5.5.1	5.4.0	1.28.0	18	18	18	0	0	131107	13673	30.9338874816895	5243.21767449379	validated_complete		e8441582b9dd75161ade086a0c2defbde9da68d3	2026-07-23 03:07:07 UTC
