schema_version	execution_stage	execution_phase	backend	run_id	stable_task_id	source_rds	normalized_rds	normalized_rds_sha256	normalization_status_sha256	analysis_population	scientific_script	scientific_code_bundle_sha256	scientific_config_sha256	rds_manifest_sha256	yu_manifest_sha256	seurat_version	seuratobject_version	mast_version	manifest_rows	estimable_contrasts	completed_contrasts	not_estimable_contrasts	failed_contrasts	result_rows	paper_degs	peak_ram_gib	elapsed_seconds	validation_status	failed_checks	git_revision	timestamp_utc
yu_mast_de_status_v2	minerva_production	2	direct	minerva_production_192gb_001	mast:opcs	/sc/arion/projects/zhangb03a/shared/ROSMAP/Synapse/snRNAseq_MIT/GeneExpression/10x/processed/OPCs.rds	results/minerva_production/05_normalized/OPCs.normalized.rds	4e67769b287decaeeb80bfef1522939b7dc6da8b7e743f1d5b5c69a50a423183	3df15a88f4816794cf3696a20eb3fbffd1daf636f438773b137d9516dc8f5e05	yu_all_cohort_included_nuclei	scripts/08_run_mast.R	39be2371e51f992969ad6ab03a68ed00878ca6014a0030076797de17ede1ac07	faa8f21d33ec49d32eea4b74379342837ea064f139720661cc4e12edc7de1000	af25eb6e2144b6a25e4438fd89571364d5c731e6c4ba8140a30626ef21c50bef	8ea2d0655ca375bba825c5cb8bf2bf4e621b28e3bf1d9024686882c884270f14	5.5.1	5.4.0	1.28.0	6	6	6	0	0	48713	3479	28.0650596618652	3252.12702894211	validated_complete		641f565c4c76aa61429e43c939d7b098d824c610	2026-07-23 09:03:29 UTC
